component,Calanoida indet (small),Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Decapoda (natant) indet juv,Decapoda zoea indet,Euchirella rostromagna,Eukrohnia hamata,Euphausia frigida,Euphausia longirostris,Euphausia longirostris furcilia,Euphausia triacantha,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Pisces larvae,Pleuromamma borealis,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Salpa thompsoni,Sapphirina sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F6,Tomopteris sp.,Vibilia antarctica
component_1,1.2285292647717572,0.31059139306629424,0.0,0.07353906829988402,0.02003852296909443,1.3103131946103013,0.005390652853751712,0.0001359677592539067,0.00027232025510107833,0.0008146528651988569,0.0,4.3480813781069295e-05,6.182269370155282e-05,0.0007258212850030254,0.0005772325500459464,0.0,0.014362954660566406,0.013744019569770982,0.0,0.45038185909584233,0.013553126243390374,0.003063243229585134,0.19318753103160186,0.030576853644969575,0.0,0.7426311720975731,24.39108031197791,0.012159821881127858,0.2101747102075234,0.0,0.0010070110729486063,0.003413163411320251,0.0,0.00207430546480451,0.027091426714683897,0.00062279800067053,0.09083493393986897,0.021093971492298445,0.0014974461658396503,0.00016750628286795496,0.007584034034115857,0.01808565850145821,0.0006950065572149087,5.2230487542929314e-05,0.0004083363247248513
component_2,2.428747089325687,0.07594154018847292,0.07915561509441697,0.09953112138375543,0.08299792855526729,0.13308393891892986,0.22360628112270264,0.0,0.00013130299816472673,0.015578331233374902,0.027095123318131065,0.0023239516474694213,0.01666167164381753,0.007897446372803959,0.008889489173796153,0.004875750910291973,0.3855099125167465,0.01314021548740719,0.005121020972610809,0.7832547280255289,0.0,0.06581816586150929,0.05251861562882966,0.8658179109028279,10.000953419361656,0.17444492798816716,0.0,0.28851199224400026,0.427622992362268,0.060351743326116876,0.05766635143580361,0.04489388194670275,0.0016641006713983002,0.10517350465798006,0.8548469448192522,0.005637470343006645,0.019937663320372407,0.2526941924830674,0.016843652024708004,0.0656562322073735,0.03279889656211078,0.0061418633929532125,0.008485904162363063,0.0028409932680090594,0.0071366653118549485
