component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Copepoda nauplius indet,Ctenocalanus citer,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia superba,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Heterorhabdus lobatus,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Pelagobia longicirrata,Pisces larvae,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Spongiobranchaea australis,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F6,Vanadis longissima,Vibilia antarctica
component_1,0.18670374725209488,0.0,0.0,0.629976497011338,0.00016266661538030214,0.0008886799496368217,0.054906090097595596,0.0176320100579801,0.0,0.0,0.02789225384080269,0.00012212871893446157,0.003818450274706806,0.0,0.0001507594887317239,0.0,0.00010971392664611693,3.870315636864616e-05,4.883950153813996e-05,0.0,0.0,0.0,0.0007755984170182774,0.0,0.0,0.0,0.0,0.0,6.612899891268602e-05,0.0,0.003092256387795307,0.03904000679883564,0.0,0.012864909737763509,0.0,0.002450984593734422,0.0,0.0064819184122466905,3.1127502331469004e-06,0.00227831371626211,0.0,3.781095396362334e-05,7.243944999729037e-05,0.0,0.0008607750675995807,2.3780455222943257e-05,0.0,0.0,0.0,0.0,0.0,7.243944999729037e-05,8.371007276710298e-05,0.0,0.009345274845896041,0.0,0.0,0.0,0.0,0.0,0.0
component_2,0.4870294592294779,0.019537376252770768,0.009697873134793063,0.0,1.0604860968875328e-05,0.00026853406154863773,0.07172428321243572,0.018621373876402367,9.00337791666616e-06,0.00025772976630428625,0.03231323932746815,0.000200968517071171,0.004286765412554953,0.0001465604620565521,1.8450870347955935e-05,0.00013497878619556542,0.0,4.9151400654987876e-05,0.0006447925053904233,2.3015656616290303e-06,5.224944893128571e-06,9.14059306585605e-06,0.0002838540598204004,2.0882795573848734e-05,0.023238126165499726,0.007314292105320795,6.51567607787253e-06,3.0459802006863228e-05,0.0,1.6630085882415584e-05,0.0,0.005127359785370501,0.000184802342181708,0.005998399084734483,2.2662322733745077e-05,0.006928290160888049,0.2915050619884732,0.0,0.0002218743292344455,0.0003328576128048398,0.00013253200332458807,1.4249911483771445e-05,0.0,7.392007815533286e-05,0.0,3.732824728006311e-05,0.0018064768486712286,0.0037807196540742406,1.9282973572723222e-05,1.2147910828734515e-05,3.6775910120514285e-05,0.0,1.0833961468866846e-05,0.001146463373413628,0.001842238396938976,9.91531031155624e-06,0.00017453326753383915,5.922285053975025e-06,0.004686052162676018,5.363615255381706e-06,5.363615255381706e-06
