component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Copepoda nauplius indet,Ctenocalanus citer,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia superba,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Heterorhabdus lobatus,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Pelagobia longicirrata,Pisces larvae,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Spongiobranchaea australis,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F6,Vanadis longissima,Vibilia antarctica
component_1,11.449548896261048,0.0,0.0,38.63311161230929,0.009975479303429789,0.05449801991791265,3.36709879971561,1.0812775012256461,0.0,0.0,1.7104837416358398,0.007489505484803013,0.23416526862294382,0.0,0.00924527848644892,0.0,0.006728172231269551,0.002373458957329413,0.0029950671540347235,0.0,0.0,0.0,0.04756333030382599,0.0,0.0,0.0,0.0,0.0,0.004055340172092324,0.0,0.18963165567337414,2.3941162045884807,0.0,0.7889365653150031,0.0,0.15030586350285433,0.0,0.3975016189813541,0.00019088843432875192,0.13971687595612817,0.0,0.002318744923936835,0.004442326610843785,0.0,0.05278676175608053,0.0014583289776332017,0.0,0.0,0.0,0.0,0.0,0.004442326610843785,0.005133494026568135,0.0,0.5730960565703621,0.0,0.0,0.0,0.0,0.0,0.0
component_2,29.38945840436196,1.1789695588837639,0.5852114973839538,0.0,0.0006399430556457373,0.016204503613649966,4.3281526365766325,1.1236940242555982,0.0005433026601701627,0.015552525833548785,1.9499202463589673,0.01212730721134168,0.25868191624560344,0.00884409047894079,0.0011134051058706586,0.008145202199148065,0.0,0.00296600753340726,0.038909561131264744,0.00013888639998157245,0.00031529571300394825,0.0005515828141590912,0.017128978393215036,0.0012601579642746888,1.4022887720524422,0.44137593632789374,0.00039318400034751074,0.0018380758435066452,0.0,0.0010035311171432274,0.0,0.3094070066618753,0.011151770484624603,0.361969275272326,0.0013675423092133871,0.4180829139553728,17.590672867150975,0.0,0.013388854095905933,0.02008606416043049,0.007997552766350178,0.0008599011268860688,0.0,0.004460656375140786,0.0,0.0022525474587939505,0.10901060540867698,0.22814493231633123,0.001163617803786558,0.0007330573402393936,0.002219217052043144,0.0,0.0006537679680557005,0.06918254529894556,0.11116861149100583,0.0005983325945597866,0.010532090224025363,0.0003573762263332896,0.28277660109826386,0.00032366368082627266,0.00032366368082627266
