component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Calanus sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Euaugaptilus sp.,Eukrohnia hamata,Euphausia frigida,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Harpacticoida indet,Heterorhabdus austrinus,Heterorhabdus sp.,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona frigida,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Spongiobranchaea australis,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Tomopteris sp.,Turborotalita quinqueloba
component_1,0.19491371737742674,0.006214179101950757,0.0010270663112450762,0.0,0.0,0.0,0.0,0.00303021908643065,0.04541618903845084,0.10652044333331454,1.9569974979628948e-05,6.04372791280546e-07,0.0,0.0,0.0,0.0007612400531642232,0.004032897636657351,0.02582838695705757,0.0,0.000303593453864611,0.0,1.7195471978650117e-06,9.9563428262855e-05,0.00010199719011273684,0.0,0.0,0.0,0.000530814647111273,0.0029742974932624342,0.0,0.5447788231518234,0.0,0.0,5.58460703893147e-05,0.0,0.0,0.00045118614262715603,0.05989182283500389,0.0,0.0,0.0015885487211116565,0.0003907615059899825,0.00015375987182528555,0.0006641169331702836,0.00024863576477859324,0.0,0.0
component_2,0.5287069650929656,0.008269725881673677,0.000323117972703912,0.15462014676371855,0.00032226047214237494,0.0013992417949975082,0.013950891031211467,0.01863879165741767,0.019609220202659063,0.10731658556192829,3.1623746586914746e-05,8.670373792521865e-05,8.813962287967399e-05,5.75119200749852e-05,0.0009731779091172795,0.007957626999897605,0.005006561531243962,0.0,0.0012189452097664654,0.0,0.00044511040339982144,0.00029521169757560777,0.0003397590148466598,0.0014525170536945392,0.011412939068600525,0.011661443173513203,0.006833613878719947,0.0023744444119259823,0.008031692398273461,0.001332812960022854,0.07188147724070504,0.005536979946053114,0.0007216577725261137,2.5138691665136595e-05,0.00031909661484424127,0.0005157234211503821,0.0005858886577712196,0.0,9.004175837768998e-05,0.0020710288770952527,0.001288305531511992,0.0012394801434341338,0.00022547907545473865,0.0009413516285387368,0.000794759917611559,0.0006136499070216628,0.00039315964675627226
