component,Acartia sp.,Amphipoda indet,Brachyscelus crusculum,Calanoida indet (small),Calanoides brevicornis,Calanus australis,Calanus simillimus,Calanus sp.,Calocalanus sp.,Chaetognatha indet,Cirripedia nauplius,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Clio pyramidata,Copepoda nauplius indet,Ctenocalanus sp.,Cumacea indet,Decapoda (natant) indet juv,Decapoda megalopa indet,Decapoda zoea indet,Euchirella rostromagna,Euphausia lucens,Euphausia superba,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperia sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Munida gregaria,Mysidae indet,Neocalanus tonsus,Nyctiphanes australis,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paracalanus sp.,Pisces larvae,Pleuromamma sp.,Polychaeta indet,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Sagittidae indet,Salpidae indet,Sergestidae indet,Subeucalanus longiceps,Subeucalanus sp.,Teuthida indet,Thalia sp.,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa macrura calyptopis,Thysanoessa sp. furcilia,Tintinnina indet,Vibilia sp.
component_1,8.347499502826178e-06,0.0,1.8906525214254847e-07,0.08131547239492173,9.03147982854915e-07,7.655339442714776e-06,0.0010426822777404668,2.474987757325257e-05,1.2460402571247057e-05,0.002998091485398934,2.3034348608831666e-06,1.4652859175373699e-05,0.0001541998223862754,0.0,3.6011084919037715e-05,0.05278828924130102,0.0,7.497343425139901e-08,4.874187649290268e-06,2.914411870474504e-07,2.787525803775262e-05,4.416867710485925e-05,4.470913294250607e-05,5.610674320231764e-06,0.0,0.0008490354048949338,0.000984718542946103,0.00041573889826031517,0.022548790719693793,0.19188455102091886,9.072131099330048e-05,1.3204195345343121e-05,0.00018597009451851724,0.0,2.5790573869372523e-05,0.0,2.7200952084655026e-07,7.955328568114414e-09,0.0015782934536115077,2.580179480602765e-05,0.03648536536518584,0.5558282763306152,2.4852419394972684e-05,0.000327724129079301,5.694708366606857e-06,2.7112141614244867e-05,9.708103099213805e-06,5.18363594903047e-05,0.0,5.988470235803892e-06,0.0019573180137951785,0.0456665588454847,0.0007046651270429888,0.0008574173318934976,3.468897648740851e-05,2.079652310327488e-05,6.812549328144628e-05,3.892318688826224e-06,0.0,0.00014790810977189,7.278139699169644e-05,0.00010658259049282234,0.0002528094547776764,0.0002022452851549987,1.144253540160626e-06
component_2,8.070684997675732e-05,1.9571672562227967e-06,1.5049872828836792e-05,0.36070859538976296,1.034591900337212e-05,1.184963577130119e-05,0.00032830619153490143,3.4722109462479714e-05,0.0,0.007687823341219828,6.324054232252361e-06,1.5014494006527905e-05,4.0426769727948745e-06,0.126237159261477,0.0,0.0019915400218826268,0.44599504882245294,1.7991156715116152e-07,8.59086062769112e-06,1.8581468691280387e-06,4.82899175483818e-05,1.0776963355465644e-05,4.5222357655100335e-05,0.0,0.00021946725548054272,0.0021049352489730033,0.0036548976577500778,0.0007435510795085786,0.007952936672422195,0.0,0.0,0.0,0.0012891386713705828,0.0025334620590748767,0.001392235801056957,0.0029238944515818746,5.841557000802196e-05,2.159848970704012e-06,0.008065109425102477,0.00016076455880794396,0.0,0.0035917000416292666,8.894004873462765e-05,0.00041473664443424915,4.307679158622112e-05,4.4243350701436285e-05,1.8768629916977172e-07,0.0,3.7476719949741865e-06,0.0,0.0003683764501656673,0.014746787338987499,0.0021263511939694194,0.0016762626754734293,3.406588085674666e-05,4.30386311992089e-08,0.0,8.021646039484994e-06,0.002247836227467648,0.00012103623764372799,2.3935469457828487e-05,4.979280065179121e-05,6.255041672697655e-05,0.0,3.936122977219462e-06
