component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Euphausia superba,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Limacina sp.,Metridia gerlachei,Metridia lucens,Oikopleura sp.,Oithona similis,Pelagobia longicirrata,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F4
component_1,0.8402168197586832,0.0008967902052158689,0.00012015664469561725,0.00847450987589589,0.00175056125209034,0.0,0.0,1.7363130409152213e-05,0.0,1.8821779486783413e-05,0.10487043049384116,0.0,9.438274266287761e-06,1.0600149731190655e-06,0.0,0.0,0.02722146783191903,0.0,0.0,0.014709684148369526,0.0,0.0,0.0013693510283998942,8.224939250490743e-05,0.0,0.0002412961692491462
component_2,2.0881260774474818e-05,0.0,0.0,0.0009675920264853264,0.0,0.001267064275379704,0.005724958986789792,0.0,0.00033434257582683256,0.0003245018494466892,0.00823709934655217,0.012418985460553438,0.0,0.0,0.0013764728233794405,0.00029254437410586304,0.9555747269753471,0.000569662087148095,0.0002912746253247695,0.011668627622345164,0.00010345625318548012,4.7578705728591984e-05,0.0,9.726756778446174e-05,0.00041129764758490305,0.0002716655362577751
