component,Calanoida indet (small),Calanoides acutus,Calanus australis,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda zoea indet,Doliolidae indet,Eukrohnia hamata,Euphausia frigida,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpidae indet,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Tomopteris sp.,Vibilia antarctica
component_1,0.5321262348536385,1.4307466775411242e-06,0.0011319472451835394,0.07764534670795563,1.2246155857234143e-05,4.011025858432437e-05,0.012060732184965053,0.0011297726370384363,0.0,0.10803712637900392,3.2298227732106316e-06,2.4492311714468286e-05,4.5996428441095574e-05,0.00030366377707161547,0.00022739540080125132,6.1031373422593695e-05,0.00037671869129825216,0.00012016555964708423,0.0005265580475761281,0.0028522063788482045,0.0,0.0070926838260766695,0.0,0.0005144479408493736,0.0,0.028423995105747422,0.01517475178594316,0.0003953918205424643,0.0,0.17195898611042398,1.0070905628115014e-05,0.005285603899816117,0.0009793018883665669,0.00014481770847143654,0.00012087367560686572,0.0002486198031122832,1.0070905628115014e-05,0.0017453698855020064,0.012622368590632269,0.00039820586974138693,0.0014077945326607007,0.013110722089857325,0.0007316858542203892,0.0,0.0014806468092286446,0.00010633088817165406,0.00048075890779997383,0.0007121605766390556,5.690428541300534e-05,6.1031373422593695e-05
component_2,0.06337460190374324,0.00036214308918558746,0.0,0.0,0.0,7.767482870801579e-05,0.0,0.0,0.15382505190990847,0.01806580756665099,5.469132356123909e-07,0.0,0.0,0.0,0.0002967190881631992,0.0,0.0,0.0003956663494631139,0.0,0.0,0.09395406198022875,0.014761116050968776,2.5868128631346e-05,0.0,0.0002122033207047467,0.015385709807258108,0.0,0.0,0.017069110245730715,0.6032480404325459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017712369610626343,0.0,0.0005957620952124456,0.0,0.00028927339701145804,0.0002158638876418858,0.0,0.0,0.0,0.0,0.00013240939438138454,0.0
