component,Calanoida indet (small),Calanoides acutus,Calanus australis,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda zoea indet,Doliolidae indet,Eukrohnia hamata,Euphausia frigida,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpidae indet,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Tomopteris sp.,Vibilia antarctica
component_1,27.68462712832542,7.443663869290549e-05,0.0588911716041605,4.039610023081354,0.0006371237433090213,0.0020867934715400006,0.6274768120147082,0.058778034510545946,0.0,5.620785753292468,0.00016803614125791844,0.0012742474866180426,0.002393029862503736,0.015798541567714482,0.011830570397661926,0.0031752443417844825,0.019599327786820032,0.006251784810818611,0.027394934235057414,0.14839010918746076,0.0,0.36900700285533844,0.0,0.026764888642010043,0.0,1.4787989286346748,0.7894881278955871,0.020570823996901147,0.0,8.946411772276907,0.0005239532443567731,0.2749910895761041,0.05094957897152059,0.007534348051290859,0.006288625554661205,0.012934800231705164,0.0005239532443567731,0.09080536030030822,0.6566967479136898,0.02071722892432286,0.07324252058485055,0.6821040359730303,0.03806700125343996,0.0,0.07703276429044027,0.0055320162744195165,0.02501216859703238,0.03705117080943836,0.002960526695505188,0.0031752443417844825
component_2,2.2278895582237075,0.01273088560311402,0.0,0.0,0.0,0.0027306039741005796,0.0,0.0,5.40761151389675,0.6350907592248448,1.9226350150898844e-05,0.0,0.0,0.0,0.010430950860227899,0.0,0.0,0.013909372241079085,0.0,0.0,3.302888970511879,0.5189166531985627,0.0009093758688393349,0.0,0.0074598584956251665,0.5408738074207265,0.0,0.0,0.6000525658905421,21.206760593776604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6226658964556361,0.0,0.020943597454469987,0.0,0.010169202824383543,0.007588543151803646,0.0,0.0,0.0,0.0,0.004654759135229969,0.0
