component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Copepoda nauplius indet,Euphausia frigida,Euphausia superba,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Fritillaria sp.,Metridia lucens,Oikopleura sp.,Oithona similis,Oncaea sp.,Rhincalanus gigas,Salpa thompsoni,Thysanoessa macrura
component_1,4.643874345256368,0.0,0.09240378980261073,0.0,0.0,0.026533611540182387,0.0,0.05677140232996756,0.0,0.0,0.11354280465993512,0.22915736055438207,7.854885771245617,0.0,0.0,0.015585975264611711,0.43700025519456576
component_2,4.260951556970357,0.12714142942697118,0.10327847658852557,0.04246026434112023,1.1381813029848533,0.02043515132507073,0.8552512389124726,0.0,0.19592314837611854,4.276947528711565,0.0,0.3206543798321402,0.0,0.013748506286448811,0.01880640339785928,0.011047649829852933,0.09158623779420828
