component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Copepoda nauplius indet,Euphausia frigida,Euphausia superba,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Fritillaria sp.,Metridia lucens,Oikopleura sp.,Oithona similis,Oncaea sp.,Rhincalanus gigas,Salpa thompsoni,Thysanoessa macrura
component_1,0.3447630811669221,0.0,0.006860094161761818,0.0,0.0,0.0019698658897659023,0.0,0.004214731522492578,0.0,0.0,0.008429463044985156,0.017012733726852497,0.5831498484611459,0.0,0.0,0.0011571090119412615,0.03244307301413264
component_2,0.37127902724929907,0.011078498689690611,0.00899919461906336,0.0036997852311956925,0.09917569851604298,0.001780621770565055,0.07452252009712058,0.0,0.017071810127883,0.3726728400511056,0.0,0.027940295644185494,0.0,0.0011979793649175014,0.0016387004325812574,0.0009626395952586551,0.007980388611090985
