component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Eukrohnia hamata,Euphausia frigida,Euphausia triacantha,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Oithona frigida,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma robusta,Pleuromamma sp.,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Thysanoessa macrura F6
component_1,7.654723033409243,0.06406526886529583,0.0,0.0,0.03174557223013286,0.0,0.25290845462169936,1.2776990895265332,19.897010152340794,0.00396392995837294,0.020971669472806393,0.0,0.004900606909504153,0.010906502256801256,3.8665652569526685,2.2685383696335415,0.0,0.004377108273572685,0.011395828514826067,0.004070644668757916,0.0,31.09195515332584,0.0,0.0,0.006814373123910923,0.0,0.07983527810423834,0.08622172053959958,0.024430608359055955,0.00044332881200973646,0.0,0.004194622251865102,0.0,0.0,0.0
component_2,27.853954386251313,0.03154915243932342,3.7657268517415856,0.008296228318809265,0.03253089075916393,2.4733093748811004,0.05046872185702053,0.520617651201171,0.0,0.02377481535705387,0.0018375491622624526,0.0053064780167199534,0.0,0.05854923694278643,2.013183778641965,0.2099262565805997,0.11854714482915425,0.007436832670537568,0.0,0.20305477609604622,0.07966026993505866,7.82357464701348,0.35506679892446774,0.01052168097618695,0.004798802409588629,0.03218568035493427,0.06525997897994001,0.04310634864546191,0.01277658185600599,0.019785920870806026,0.05914463351955491,0.0012386690532333944,0.07901350889624073,0.0897698184211283,0.02094617591353108
