component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Eukrohnia hamata,Euphausia frigida,Euphausia triacantha,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Oithona frigida,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma robusta,Pleuromamma sp.,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Thysanoessa macrura F6
component_1,0.1148190028189262,0.0009609636108758737,0.0,0.0,0.0004761759415032225,0.0,0.003793565937970453,0.01916517876894988,0.2984503625799157,5.945799515906741e-05,0.00031456999368967373,0.0,7.350792394459766e-05,0.0001635949083856733,0.0579975480758685,0.03402752945089742,0.0,6.565557042476708e-05,0.00017093468446304527,6.105869012595719e-05,0.0,0.4663718426930036,0.0,0.0,0.0001022139564695747,0.0,0.0011975099532265763,0.0012933050523814653,0.000366453244330801,6.649825459875099e-06,0.0,6.291832402807732e-05,0.0,0.0,0.0
component_2,0.6045361468444808,0.0006847359189075126,0.08173051371636994,0.00018005952877091664,0.0007060433531359144,0.05368016687005791,0.0010953621243333699,0.01129937187632257,0.0,0.0005160034036311449,3.9881765970715044e-05,0.00011517064073050497,0.0,0.0012707398601739521,0.043693701352177004,0.00455619365619997,0.0025729213583334442,0.00016140739318482806,0.0,0.004407056543471034,0.0017289291127331676,0.1698011566354198,0.007706292310155903,0.0002283602675392686,0.00010415216015405968,0.0006985509818650462,0.0014163883407218554,0.0009355707829953659,0.00027730014410038236,0.0004294293082820211,0.0012836622175302088,2.68838027905594e-05,0.0017148919523029373,0.0019483445466552775,0.0004546112305024474
