component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Euphausia superba,Euphausia superba furcilia,Euphausia triacantha calyptopis,Foraminifera indet,Fritillaria sp.,Limacina sp.,Metridia gerlachei,Nauplius indet,Oikopleura sp.,Oithona similis,Paraeuchaeta antarctica,Pisces egg,Pseudosagitta gazellae,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia
component_1,10.547705831721718,0.24751833970221945,0.04361001655254257,0.0,0.18195512200355163,0.03955418287615143,0.0073664646431286585,0.06341166439583446,0.18714629239932637,0.0,0.0016995526929808194,0.40187532749668986,0.22958508155579516,5.0054508688792705,0.011164801178076127,0.0,0.08862839147023925,2.149864795012352,0.12940000516185268,0.002277753437731812,0.006915796743953284
component_2,2.130920511868426,0.024082762914798102,0.07045036592869533,0.006310076383966104,0.7285874847244754,0.0037282107363589,0.0,0.13569537858812672,9.27626736678512,0.1038707943357078,0.031753504145502986,1.5268396640698922,1.3694886342219073,1.6193105107762644,0.0,0.8499315549732589,0.0,0.0,0.08546407572081098,0.0027471452325247064,0.0
