component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Euphausia superba,Euphausia superba furcilia,Euphausia triacantha calyptopis,Foraminifera indet,Fritillaria sp.,Limacina sp.,Metridia gerlachei,Nauplius indet,Oikopleura sp.,Oithona similis,Paraeuchaeta antarctica,Pisces egg,Pseudosagitta gazellae,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia
component_1,0.5452382938101139,0.012794865478716253,0.0022543149569670775,0.0,0.009405732569148981,0.0020446583862422435,0.00038079167901636327,0.0032779135344164867,0.009674077641966372,0.0,8.785429034002422e-05,0.02077397885231968,0.011867848814599005,0.25874474838786815,0.0005771375540978383,0.0,0.0045814316135966955,0.11113209179854677,0.006689022158854792,0.00011774298770961216,0.00035749548547990963
component_2,0.11861215523026147,0.001340504442710997,0.003921436624698976,0.00035123401149934956,0.04055492983226829,0.00020752116661751564,0.0,0.007553130780561833,0.5163393278812562,0.005781697962461708,0.0017674763285791231,0.0849875639366695,0.07622902757924994,0.09013471342569143,0.0,0.04730923231162288,0.0,0.0,0.0047571357821879975,0.00015291270366278803,0.0
