component,Calanoida indet (small),Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba F2,Euphausia superba F3,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F5,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia sp.
component_1,0.5251336235638092,0.20569868869052715,0.00032270715822333486,0.00212808802612498,0.03717133158433166,0.0,0.00045735599081818054,0.09510796870437913,0.0004419663103073315,0.0003029974957944641,5.7018903711477906e-05,0.0,0.0,0.0,0.0,0.001806447894200559,0.0,0.022829591810300684,0.0,0.00026174837055952346,5.33331217565087e-05,1.4546869900924949e-05,0.002013551494715236,0.0032477518563989024,0.006637136384398572,0.0002970078035092445,0.00022797288286728436,0.00022280983719807584,0.08984874673412056,0.0,0.00276231776562854,1.0035053043867944e-05,0.00013382199368514023,3.716453506671222e-05,0.0,0.00017967868349945211,0.00022041417723309717,4.805538977301905e-05,0.001313361300350143,0.0,0.00025511503533059114,0.00031289706170690084,0.0003028326054932038,0.0,7.354701974059621e-05,6.836789149548936e-05
component_2,0.16596562436856926,0.0,0.0,0.00010012310800926514,0.0007053457343456587,0.0034820659686275973,0.006587815543737753,0.3365857585895495,0.0004818837089374481,0.0,0.0,5.9539346202829615e-05,0.00013327818070621097,4.040951868239607e-05,3.0420396533413564e-06,0.000499848055121896,2.992416517632679e-05,0.023533351619359596,0.013362716794513464,0.0,0.00020346815223345915,0.0,0.0,0.00998758635060608,0.007414514719021677,0.0,6.23640591817522e-05,0.0,0.4226375408785028,0.00022061519753141528,0.0,0.00041372704843560624,0.0,0.0,4.839088586472114e-05,0.0,0.002965907173431862,4.669812066625125e-05,0.0037512694538201206,0.0003171914906337828,4.152605097886386e-05,0.0,0.00020882687031850271,6.919821678582677e-05,4.044859079460994e-05,0.0
