component,Calanoida indet (small),Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba F2,Euphausia superba F3,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F5,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia sp.
component_1,30.5314644018931,11.959398350175917,0.018762314335666653,0.12372783020974243,2.161155058661151,0.0,0.026590847597784958,5.52961271290844,0.02569608584270111,0.017616387223369914,0.0033151002921648267,0.0,0.0,0.0,0.0,0.10502755318039046,0.0,1.3273209682054388,0.0,0.015218147723539468,0.003100807556941392,0.0008457604324113385,0.11706863362712636,0.18882550219673092,0.38588558065574224,0.01726814428370933,0.013254428293170764,0.012954246895558097,5.223839589342505,0.0,0.16060218341314564,0.0005834417204152501,0.0077804605400434,0.0021607599065961458,0.0,0.010446585560095928,0.012814962333195849,0.002793958254314197,0.07635931501840312,0.0,0.014832483143477853,0.01819195167151657,0.017606800439859502,0.0,0.004276051112165152,0.00397493466760158
component_2,9.233429616503408,0.0,0.0,0.005570308154513213,0.03924162137888443,0.19372331567857823,0.3665104227519139,18.725810984522035,0.02680940301186961,0.0,0.0,0.0033124471689124635,0.007414877060526255,0.002248167040676317,0.0001692426316389604,0.02780884206276751,0.0016648186878424575,1.3092683900325481,0.7434292822795816,0.0,0.01131986741227503,0.0,0.0,0.5556552807723237,0.4125034931726529,0.0,0.0034695989199267827,0.0,23.513266689055257,0.01227383626270438,0.0,0.02301753508720764,0.0,0.0,0.0026922071387499346,0.0,0.16500703226439917,0.0025980308394300965,0.208700341448219,0.01764681882084665,0.002310284858225652,0.0,0.011617997500726672,0.00384981448242892,0.0022503408016552396,0.0
