component,Amphipoda indet,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Clio sp.,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda zoea indet,Eucalanus sp.,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Hyperiidea indet,Limacina sp.,Mesocalanus tenuicornis,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Microsetella norvegica,Microsetella sp.,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Phronima sp.,Pisces larvae,Polychaeta indet,Pteropoda indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Rhincalanus sp.,Sagittidae indet,Salpidae indet,Scolecithricella minor,Siphonophorae nectophore,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Themisto sp.,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa sp.,Tintinnina indet,Tomopteris sp.
component_1,0.0,0.17512056238420665,0.0007440312234579105,1.0823252595963556e-05,0.0031641812825770137,2.1697147692454298e-05,0.0009864051923806432,1.6090158044372894e-05,0.00026504123456896287,0.0016136035507041495,4.755687449038401e-05,0.050086596318041146,0.05209778568527444,0.0,0.0,5.894156099983204e-07,2.6408528002243377e-05,0.0014598396381531864,0.0030249110932072947,0.00033075098802833736,0.09886885462385214,0.011355959992198838,2.208756087551491e-05,3.660155469034494e-05,0.00212458669358422,0.0,7.88834241775474e-05,0.0002907569151461516,0.0017106277664844295,0.00011926218720661521,0.0012193301391836163,3.8058057105360155e-05,0.0,4.988214742944383e-06,0.43216894534976186,0.0011148909299050825,0.0012666604213817702,6.280579514114644e-07,2.7706362328521375e-05,6.728663656615757e-05,1.5452910584814472e-06,6.802628230253527e-05,0.00042200373950212176,0.14556205950478449,0.0,3.2579400820112165e-06,0.0,2.053228656898441e-05,1.0134726316168023e-05,8.045079022186447e-06,1.3204264001121688e-05,2.895294453775957e-05,4.747223994058101e-06,0.001270993466292863,2.7055532792299514e-05,0.00010670320569271912,0.0001322398130085397,0.00012056542124894387,0.0,0.0,0.012657980344225573,8.964080391116633e-06
component_2,0.0003141034554528663,0.025148466888424495,0.00043084008200823336,0.0,0.005815958938577703,4.099815283792157e-06,0.005157588468122763,9.831428125439753e-05,0.000243423668479149,0.004225351236270833,1.0566958266944777e-05,0.0,0.011093446180843427,8.739171851869554e-05,0.00015289371352186329,3.745161196719922e-05,4.7221172322048945e-05,0.006857451863099121,0.0032283260756911444,0.0006724871171199904,0.16121164912062458,0.6711283596659268,0.0,0.0003448612759164478,4.8371195853532104e-05,8.8455406096264e-05,0.00010323220928738608,0.0007920653321440603,0.00042621930721806607,0.0,0.0,0.0013643437485411792,0.0010960260057755293,0.0018069401668980465,0.07624254032819865,0.0,0.0014437788861661439,4.593674253437953e-05,0.00021396286228710104,0.0,8.727233878872308e-06,3.4157630747594906e-05,0.003371214709269652,0.012661778167944988,6.752746009875633e-05,0.0008414011276734772,0.00028978396757736296,2.189027365489765e-05,6.759047781053794e-06,4.9157140627198766e-05,2.3610586161024472e-05,0.00026212482895223663,2.4341851038458725e-05,0.0,1.6235736105911765e-06,4.86687863321548e-06,4.863036434657445e-06,0.0003618597001520743,0.0002077174840757771,0.0016948399111164103,0.0,7.962989187907348e-05
