component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Eukrohnia hamata,Euphausia frigida,Euphausia longirostris,Euphausia longirostris furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Hansarsia megalops,Harpacticoida indet,Heterorhabdus austrinus,Heterorhabdus lobatus,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta biloba,Paraeuchaeta exigua,Paraeuchaeta sp.,Paraheterorhabdus farrani,Pelagobia longicirrata,Pisces larvae,Pleuromamma piseki,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Vibilia antarctica
component_1,0.3262315619902192,0.034987785319820136,0.0004893908017378091,0.0,5.865059763014621e-07,0.0005797492438441345,0.00022529341012753165,0.0,0.0,0.006640869493196862,0.0,0.0,0.0,5.00881594581261e-06,5.839467499645061e-06,1.2130813639600121e-05,1.4809358032041924e-06,3.142146304865123e-06,1.3926466193435937e-05,0.0,0.02391070449944684,0.00775759290761776,5.956408587458403e-07,0.0,0.0,3.7746149936415634e-06,1.0028998340282968e-06,0.0,0.44748298006607395,0.00021636695529931975,0.0,0.0007557606928585001,0.0,0.10402778882224945,1.1162689457120548e-05,3.131866640663648e-05,0.0,1.676327005064339e-06,1.5123665872461594e-05,0.0,1.4859904573275252e-06,0.00025260961166505844,0.0,2.4807575370294427e-05,1.476356770023628e-05,9.254524661272377e-07,9.217409556410424e-05,4.751105389043011e-06,0.0002604866887687067,0.04536594750486646,0.0,1.0998789607058756e-05,1.6434671942117648e-06,0.0,0.0,0.0,0.00041008150644288336,7.427064779509283e-05,7.244013843129669e-05,0.0,0.0,0.0,0.0
component_2,0.2533552408869829,0.0025724603288914067,0.00012680695397622086,0.3089625491489789,1.0736319106106517e-05,0.002851871728957221,0.018038923848731674,0.021309019518483203,2.8587825961325725e-05,0.0008667943169160327,0.007208534740021537,0.0005609906192987736,0.0021966674301473277,5.331155461396625e-05,0.00011193444574380882,0.0007434522485197561,1.179265988167408e-05,7.468482804585616e-05,0.00019496364274273527,0.003915120713137669,0.03988128065071034,0.006105097565339263,1.2491188936739439e-05,0.0006329403775570879,0.000336385646149171,7.011134567339245e-05,7.370972632216045e-06,0.006106859818905916,0.0,0.0,0.02043666431172965,0.026759367275083264,0.01626206668300523,0.22012665341893378,0.0004048846839526478,0.011941130074385586,0.0014693721420672625,2.9000765542363585e-05,0.0002438290065865007,0.0009129185775475322,4.404035281327471e-05,4.692694822803886e-05,0.00012522025273476432,0.00040259168793846704,0.00035993173972223764,4.091778717959037e-05,0.0011200871664580044,5.110745031558939e-05,0.0009102742729366787,0.0,0.00042994465024453614,0.00016264617369579263,1.827516174188453e-05,0.00010463431491064853,0.00041379655950968627,0.010941135907536486,0.0001939701765558232,2.4965829012597928e-05,0.0,4.073470260197673e-05,0.00929994615228427,0.0001825973214367006,0.0001533871282668823
