component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Eukrohnia hamata,Euphausia frigida,Euphausia longirostris,Euphausia longirostris furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Hansarsia megalops,Harpacticoida indet,Heterorhabdus austrinus,Heterorhabdus lobatus,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta biloba,Paraeuchaeta exigua,Paraeuchaeta sp.,Paraheterorhabdus farrani,Pelagobia longicirrata,Pisces larvae,Pleuromamma piseki,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Vibilia antarctica
component_1,20.848597255343954,2.2359769255288526,0.03127567321707323,0.0,3.7482047454771074e-05,0.037050242534040705,0.014397906638391902,0.0,0.0,0.4244004247912483,0.0,0.0,0.0,0.0003201001943016251,0.00037318494060798536,0.0007752482512996049,9.46426946971771e-05,0.0002008062691048397,0.0008900036620791883,0.0,1.5280699548483707,0.4957672679343158,3.806583365833731e-05,0.0,0.0,0.00024122567208495607,6.409267883079361e-05,0.0,28.597455050343623,0.013827440493129752,0.0,0.04829866923574663,0.0,6.648141152523048,0.0007133779924854657,0.002001493229235773,0.0,0.00010712963020387079,0.0009665135306828317,0.0,9.496572428830412e-05,0.016143612911958337,0.0,0.0015853866027602964,0.0009435006078395902,5.914322215650639e-05,0.005890602932677648,0.0003036305934642269,0.016647016099195562,2.8992178526993455,0.0,0.0007029035860751749,0.000105029646504646,0.0,0.0,0.0,0.02620722568207162,0.004746440884894558,0.004629457867478647,0.0,0.0,0.0,0.0
component_2,11.864680317442101,0.12046886942123115,0.005938396875822254,14.468782500338516,0.0005027841284594652,0.1335537652663841,0.844766676176068,0.9979059583682252,0.0013387740265973262,0.04059216393227063,0.33757722930106326,0.02627131112725993,0.10287040730316384,0.002496591546739396,0.0052419141226795665,0.03481602839194959,0.0005522527937395286,0.003497506529665575,0.009130189241668035,0.183345943438745,1.8676489340196587,0.28590302954047186,0.0005849650593385356,0.029640733751648985,0.015753012019658483,0.0032833293683928616,0.00034518423066239165,0.2859855562532938,0.0,0.0,0.9570533767711306,1.2531469138130507,0.7615560736746392,10.308578433272151,0.018960836664395842,0.5592056847356807,0.06881101283695176,0.0013581120758213334,0.011418564720193841,0.042752172958944915,0.0020624191762030884,0.0021975990591297984,0.005864091316074359,0.01885345516882394,0.016855680636226136,0.0019161887572696108,0.05245392244963256,0.002393372869300602,0.04262833960637689,0.0,0.020134400265362607,0.007616755228744463,0.000855829747424612,0.004900047428674267,0.019378181709806822,0.5123757432375926,0.009083665006871732,0.001169155131969542,0.0,0.0019076148671979668,0.4355184746918246,0.008551071760280212,0.007183152143708227
