component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Cnidaria indet,Decapoda zoea indet,Egg mass,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Nauplius indet,Oikopleura sp.,Oithona similis,Ostracoda indet,Pisces egg,Pisces larvae,Radiozoa indet,Rhincalanus gigas,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia antarctica
component_1,11.037231547832285,0.01355385501931532,0.05054275571718027,1.2332359731793443,0.012972402121556283,0.003518424949462824,0.0016613624907683123,0.011389016750106814,0.03658518946215993,0.002802392410625533,0.2962825607993114,0.026786840165262196,0.06706037836590463,0.005871343646091661,0.04574047273357276,0.004232160318344794,27.27312202602706,0.21864367446120028,0.002493294385723766,0.00680834639587073,0.08042249166245885,0.1141348784706772,0.020819832726778516,0.20425380311030084,0.006996785472882985,0.04432663226229902,0.0,0.3714566038100969,0.023299232172339677,0.007618127344781632,0.005645033480140676,0.017796036702597176,0.019860653580503755,0.10706474330067135,0.3480559561683634,0.17059811636920988,0.2470128591938076,0.07983992934771648,0.007696818253612993
component_2,2.4864458215116176,0.0,0.01256681608325961,0.313849131195491,0.0029142397046645905,0.022102017530128946,0.0,0.0,0.00013374739060073348,0.006046915131415009,0.08343621207246837,0.0024704093743952377,0.03548256462339729,0.0005155628184143299,0.0,0.0,0.0,5.8159421177982455,0.005660919499578971,0.0006639499437562901,0.03174268603881453,0.0017815362051390327,0.0011867928588449974,0.013200638267608521,0.08705904771856877,2.884959781484502,23.974554702484426,0.005822650434102031,0.0011538550559288161,0.00350053202282247,0.011227735262879445,0.023053214680702407,0.00021231241096210667,0.010391063278667973,0.0,0.026399283177443868,0.014112172203873855,0.17408228614194476,0.0004048435334350045
