component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Cnidaria indet,Decapoda zoea indet,Egg mass,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Nauplius indet,Oikopleura sp.,Oithona similis,Ostracoda indet,Pisces egg,Pisces larvae,Radiozoa indet,Rhincalanus gigas,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia antarctica
component_1,0.26137586116775824,0.00032097274687620936,0.0011969175643473933,0.029204616494261808,0.0003072031932321069,8.332083522344765e-05,3.934320394154133e-05,0.0002697065879258317,0.0008663844153505796,6.636426231368658e-05,0.0070163527096718525,0.0006343468818078375,0.0015880761466009585,0.0001390409809795514,0.0010831933170148994,0.00010022300818946208,0.6458626626969899,0.005177763867099728,5.904442290524181e-05,0.00016123041313730675,0.001904508202481307,0.0027028609502542976,0.0004930404589907495,0.004836993176538898,0.00016569289322738051,0.0010497117533518102,0.0,0.008796570887052135,0.0005517558318135376,0.00018040706916391708,0.0001336816647180316,0.00042143307389686104,0.00047032586119643584,0.0025354310417102775,0.008242413406280373,0.004039983159396271,0.005849582706631891,0.001890712376413893,0.0001822705712543403
component_2,0.06896626107572551,0.0,0.00034856432880641357,0.008705197166636404,8.083193069011106e-05,0.0006130411119742199,0.0,0.0,3.70973595264566e-06,0.00016772258781910243,0.0023142605944501044,6.852145999098563e-05,0.0009841758039858767,1.4300106452383204e-05,0.0,0.0,0.0,0.16131611597051948,0.0001570162714823523,1.841590303965351e-05,0.0008804432228757659,4.941426431917199e-05,3.291793669413291e-05,0.00036614458165697394,0.002414746769070032,0.08001979683670277,0.6649794596290898,0.00016150218376640018,3.2004344652221e-05,9.709385312210149e-05,0.00031142239848126746,0.0006394243576711055,5.8888848642306765e-06,0.0002882157241195498,0.0,0.0007322338737792181,0.00039142769335157756,0.0048285002998479445,1.122909841032596e-05
