component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Euchirella rostromagna,Eukrohnia hamata,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Harpacticoida indet,Hyperiidea indet,Isopoda indet,Limacina sp.,Mecynocera clausi,Metridia lucens,Neocalanus tonsus,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Paraeuchaeta sp.,Pleuromamma borealis,Pleuromamma sp.,Primno macropa,Pseudosagitta sp.,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria calyptopis,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Travisiopsis levinseni,Vibilia sp.
component_1,3.547470262696198,0.0,47.12326887333221,0.03270808450113394,0.03768529306821443,0.6235427391682895,0.0627283055560254,0.006415032926894776,0.06630358409608221,0.24686355742332827,0.0,0.0,0.013953384656568136,0.0,0.047961668023415775,0.01086604214604941,0.005692740586870635,0.0025447616824579005,0.05375264734954146,0.007932986468359177,0.003517734563997324,0.0,0.0007310552624462949,0.0457493151374724,0.0,0.0,0.0,0.0,0.0013283813350277785,0.33552788950017964,0.0,3.2112077795877005,0.0,0.043113660257229576,0.0,0.0,0.8279159489417237,1.070371701438538,0.0,0.4451112808782892,0.0,0.04189472911651753,0.0,0.0,0.0,0.03236466281842609,0.016713562362723176,0.012782889780569072,0.0,0.02185232623214323,0.01822693873470371,0.007023523634495685,0.00185433607397251,0.003598114624923072,0.0,0.0,0.0,0.21112224592111517,0.0025411470367145113,0.016379674865741246,0.0,0.005453102102824647,0.0002855085887214899,0.0008686942274811116,0.2522310680078004,0.0,0.011078459473435947,0.003871885644333685
component_2,33.64981373488325,0.6109014723516448,0.0,0.010494422677916953,0.12933268865584566,2.9066519895779415,0.5446582401682803,0.004154227622507441,0.3575250624467935,0.28090034087718624,0.0009200021322384507,0.0015526638108280682,0.020331911940955034,0.00017559542549106587,0.02824381925909421,0.0,0.003923940035371279,4.692133119826696e-05,0.0,0.016610929342849128,0.0062066784176643955,0.10584895881821461,0.04450908605663141,0.1786935829936508,0.004073573064877147,0.033476004249221286,0.7114872140729182,0.0012235335010996576,0.0017420023176895297,0.4421857749002002,0.0009200021322384507,0.12228218004629102,0.009941645232418729,0.24699412182600006,0.1104896666144934,0.0020826082128439487,1.4054457183126143,15.938035770351288,0.016697811567993083,0.2066021498579637,0.007854630317812313,0.013368252266066203,0.01315321754970535,0.0050337559324873955,0.0029634839181897766,0.02045602479929829,0.006610836044235416,0.011641763583690429,0.08904061394795179,0.12011640682077035,0.04743105477842049,0.019935647233490745,0.00013880826651765344,0.10223579058077249,0.016840560684470665,0.0234827983354623,0.05863440719120798,0.22954062370559916,0.0008774576387934801,0.0061746609829672686,0.004756806080969714,0.043590619947333084,0.009893857747331754,0.01079933417280336,0.35095507617692934,0.020546253504463433,0.0,0.0
