component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Calanus sp.,Calocalanus sp.,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda indet,Copepoda nauplius indet,Ctenocalanus citer,Ctenophora indet,Cyllopus lucasii,Decapoda (natant) indet juv,Eukrohnia hamata,Euphausia crystallorophias furcilia,Euphausia frigida,Euphausia frigida furcilia,Euphausia longirostris,Euphausia lucens,Euphausia similis,Euphausia triacantha,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperia spinigera,Hyperiella dilatata,Hyperiella sp.,Hyperiidea indet,Hyperoche medusarum,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paracalanus sp.,Paraeuchaeta barbata,Paraeuchaeta sp.,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Sagittidae indet,Salpa thompsoni,Scolecithricella minor,Siphonophorae nectophore,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia
component_1,2.082584615901972,0.4792654185642562,0.01357058430924025,13.946431217566884,0.0012039972408830965,0.0,0.0,0.0,0.0,4.751395802742996,0.0019123489293338127,0.0,0.0,5.248284741501583,0.0015764752639861007,0.0012190499460106982,0.0,0.0,0.0,0.0,0.037980499453691544,0.0,0.0,0.0,0.0010889656051854693,0.0,0.0,0.0,0.10002404654448574,0.0009544787440866924,0.005252092405379823,0.002407994481766193,0.003009154853706092,0.0009281253734752008,0.0,0.011668063527832478,0.0028932849139815895,0.39486362555673604,0.7039073429682918,0.0,0.0,0.08445626530429398,0.0,0.6745523135952748,0.05500035274242528,0.0,0.0,0.0,0.0,0.0,0.0,0.019411425145078768,0.0,0.0,0.0,1.4956953121606047,0.0,0.0,0.021174798786701258,0.010786176621616855,0.0,0.0,0.0,0.0,0.0,0.0,0.03258124381914676,0.12366567173587761,0.07645619447131669
component_2,5.166539258206231,0.039848169860507765,0.0,0.0,0.0010416410369563276,0.945875806537945,0.010697478519109667,0.208347327718475,2.1682638508306398,0.22072195373289852,0.02132811442587524,0.004277572040583988,0.5985720505153158,6.023558502469459,0.014734402102212904,0.0022956154657981487,0.0003709749898630916,0.07429811298050985,0.003565263349933838,0.007111607146193216,0.020032811417355714,0.061906394468712815,0.007025648257169618,0.03741894892774383,0.0002129432981380487,0.0906635044617431,0.009002496725288836,0.007025648257169618,0.38233873006812896,0.00011357616134471673,0.033185033534273094,0.002083282073912655,1.0359868014744887e-05,0.0031258919655992364,0.0037295393298779757,0.04176165839797593,0.0,0.0,1.5737797897466212,0.45361930839841036,0.06650944340546054,0.48626786654314985,0.19308993229751217,9.185404403491926,0.176589727550117,0.1709107946781055,0.008990313297710672,0.011716197177388844,0.03293749764759061,0.06018894293420437,0.006626485745767411,0.0,0.027984669076449354,0.032635812459450464,0.02144645420758056,0.0,0.017871810082430172,0.00174126054115373,0.1405370145905505,0.0,0.0021344353435010254,0.13422542149419148,0.009967822692539508,0.02404302667449271,0.08445562925480928,0.01900451246172956,0.003194479138888567,0.059292036602249285,0.0
