component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Calanus sp.,Calocalanus sp.,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda indet,Copepoda nauplius indet,Ctenocalanus citer,Ctenophora indet,Cyllopus lucasii,Decapoda (natant) indet juv,Eukrohnia hamata,Euphausia crystallorophias furcilia,Euphausia frigida,Euphausia frigida furcilia,Euphausia longirostris,Euphausia lucens,Euphausia similis,Euphausia triacantha,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperia spinigera,Hyperiella dilatata,Hyperiella sp.,Hyperiidea indet,Hyperoche medusarum,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paracalanus sp.,Paraeuchaeta barbata,Paraeuchaeta sp.,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Sagittidae indet,Salpa thompsoni,Scolecithricella minor,Siphonophorae nectophore,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia
component_1,0.06853718137530122,0.01577246881986678,0.0004466035094417482,0.4589725087749024,3.962315703461971e-05,0.0,0.0,0.0,0.0,0.156366888256016,6.29347803790672e-05,0.0,0.0,0.17271934138519113,5.188128745236879e-05,4.011853665744121e-05,0.0,0.0,0.0,0.0,0.0012499258661117056,0.0,0.0,0.0,3.583750337161535e-05,0.0,0.0,0.0,0.0032917587922073055,3.1411584577564444e-05,0.00017284465036320168,7.924631406923943e-05,9.903030610139212e-05,3.054430373449144e-05,0.0,0.0003839921702097283,9.52170641259135e-05,0.012994833303121308,0.02316536138222152,0.0,0.0,0.0027794281822897215,0.0,0.022199296926999183,0.0018100436941816834,0.0,0.0,0.0,0.0,0.0,0.0,0.0006388236788857413,0.0,0.0,0.0,0.04922284554922707,0.0,0.0,0.0006968557310700714,0.0003549695593720765,0.0,0.0,0.0,0.0,0.0,0.0,0.0010722381218103087,0.004069796976767478,0.0025161484569386577
component_2,0.17683786898230447,0.0013639043639868936,0.0,0.0,3.565279813316036e-05,0.032374990993131826,0.0003661482493912409,0.007131214068173884,0.07421431244584775,0.007554766931024557,0.0007300086413728308,0.0001464107183302014,0.02048764183440016,0.20617151947022358,0.0005043221658182763,7.857324345881525e-05,1.2697556986317686e-05,0.0025430407691204664,0.00012203015242003714,0.00024341273528012686,0.0006856736209141867,0.002118902872331201,0.00024047057496829423,0.0012807581356184816,7.288522776050671e-06,0.0031031876701637035,0.0003081332119738837,0.00024047057496829423,0.01308650972645907,3.887431283424187e-06,0.0011358416764154433,7.130559626632072e-05,3.54592676278527e-07,0.00010699155590223738,0.00012765291318241002,0.0014293983471692488,0.0,0.0,0.0538665923856419,0.015526267742762145,0.0022764538603553086,0.01664374719256799,0.006608991133706106,0.3143936897168062,0.006044229907772033,0.005849854071841825,0.0003077162033609324,0.0004010164711581549,0.0011273691348339487,0.002060118751227221,0.00022680822878910382,0.0,0.0009578460544539544,0.0011170431965011485,0.000734059119607243,0.0,0.0006117078864374444,5.959904455415032e-05,0.004810234652500528,0.0,7.305644625185346e-05,0.0045942044207993435,0.00034117393389441314,0.0008229333773567698,0.0028907074454642403,0.0006504774892481338,0.00010933912532111686,0.0020294198643141387,0.0
