component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Copepoda nauplius indet,Euphausia frigida furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Hyperiella antarctica,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces egg,Rhincalanus gigas,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia antarctica
component_1,23.210143033253644,0.010589273036627891,2.8707476252328084,0.004846807745601049,7.0652173147121875,0.0,0.0064088440306385224,0.07260328535860666,0.1873992851386597,0.0,0.02679026270410025,0.0075242097520024165,0.010397200918509387,1.5817321586620963,0.004367264870562235,0.05137024964326486,0.3723276783199686,12.76386121627556,0.1533268579660294,0.07316334174862406,0.04562223536680139,0.020321324917115784,0.006226980992207848,0.0027795272893704048,0.2565370492553065,0.2639367010428192,0.4100312456040714,0.00037419965049595617
component_2,0.0,0.0,0.0,0.002757878465947291,5.049802710354744,0.005552433915461927,0.0255088257625285,0.0,0.0,14.11281387331862,0.372162603298249,0.0,0.0028326156914364625,0.0,0.0,0.0,0.45190897372683686,11.593130603870732,0.0,0.0,0.1990723818126433,0.026865427791631667,0.024774100545004594,0.024805906180130902,0.0,0.0,0.059206063279586774,0.002115936657312944
