component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Copepoda nauplius indet,Euphausia frigida furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Hyperiella antarctica,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces egg,Rhincalanus gigas,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia antarctica
component_1,0.46909415065573434,0.00021401703703685855,0.058019931935627295,9.795756792868154e-05,0.14279326545703339,0.0,0.00012952747610948327,0.0014673660748801174,0.0037874781025547277,0.0,0.0005414510160932091,0.00015206984196152048,0.00021013511752501584,0.03196797634850442,8.826565188374163e-05,0.001038230724854018,0.0075250176518469915,0.25796707188568835,0.0030988491586303,0.0014786852285888269,0.0009220591066476358,0.00041070900073886095,0.00012585188964600987,5.61763015059226e-05,0.005184803430971221,0.005334355864380972,0.008287034622034882,7.562851593528778e-06
component_2,0.0,0.0,0.0,8.63096323060732e-05,0.15803691878758075,0.0001737670950930324,0.0007983155890690365,0.0,0.0,0.4416698528416802,0.011647075041687773,0.0,8.864858325376509e-05,0.0,0.0,0.0,0.014142790496310302,0.3628146968951643,0.0,0.0,0.006230101974650191,0.0008407713476397279,0.0007753218769988759,0.0007763172554054693,0.0,0.0,0.0018528929447208283,6.621963843968468e-05
