component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Copepoda nauplius indet,Ctenocalanus citer,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia superba,Euphausia triacantha furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F6,Tomopteris sp.,Vibilia antarctica
component_1,7.6818517746457555,0.7052233669275902,0.0,1.769371483343094,0.0036360771760721154,0.0,4.255486918256873,0.40259004456414893,0.0,0.2354273859629468,0.055587512050280306,0.0001480336788528685,0.0,0.0,0.0,0.0,0.009934874707450112,0.013421912500134133,0.5179558885800586,5.284935357485099,0.05811009648494472,0.0,0.01549463526539987,0.0,0.0014283137323335682,0.0,0.18544575219682588,36.998405860037806,0.0,0.0,0.0,0.0,0.008088607420852257,0.0,0.0,0.0,0.002215774990705882,0.3201679275816302,0.04759628016811418,0.3451116940935049,0.06018738900087315,0.0,0.0,0.045208046516822115,0.0,0.0
component_2,35.05955545930659,0.9285844016200203,0.1704206084458058,3.3783379517249377,0.0,0.03750937711969279,1.382589647531037,0.258307633954983,0.007090186192687115,0.21817465871063257,0.1516726634938738,0.005422074647636099,0.003565511861170271,0.003517644512297747,0.015378858646323015,0.001699871477686781,0.02998097416185028,0.0,0.2897676920486951,0.23852898865985817,0.0,0.0041683213162092845,0.03155534872920209,0.17170930849935162,0.001891653259749098,0.29529165382081957,0.17170708580107671,0.010383498313609494,0.04745048659893281,0.01729107381111945,0.061177343129282226,0.014272738825164714,0.012112684071986103,0.013126432909237281,0.004294272903558064,0.016950383766756397,0.0008236793602774689,0.0,0.16365392201718498,1.0471308006933413,0.18937961051040478,0.20086626524161644,0.02101235737970561,0.4387408573350604,0.002194444926309599,0.0004975761599142457
