component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Copepoda nauplius indet,Ctenocalanus citer,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia superba,Euphausia triacantha furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F6,Tomopteris sp.,Vibilia antarctica
component_1,0.1301500726671727,0.011948274341240682,0.0,0.02997764521991786,6.160437907057338e-05,0.0,0.07209875273476954,0.006820897498705064,0.0,0.003988737649436491,0.0009417935863602297,2.5080663653885997e-06,0.0,0.0,0.0,0.0,0.00016832200139314918,0.0002274012749101042,0.008775487800946707,0.08954022298220082,0.0009845325713227185,0.0,0.00026251846103033223,0.0,2.4199260999579367e-05,0.0,0.0031419218740846378,0.6268469312499233,0.0,0.0,0.0,0.0,0.00013704154603382722,0.0,0.0,0.0,3.7540854017294955e-05,0.005424457573886063,0.0008064018291804174,0.005847068308816989,0.0010197271806214024,0.0,0.0,0.0007659390875941045,0.0,0.0
component_2,0.7770672846533349,0.02058133795723211,0.003777237837703339,0.07487818554445892,0.0,0.0008313656418510128,0.030644004726293906,0.005725184164288777,0.00015714836255790082,0.004835668547515361,0.0033617044835072916,0.0001201759910651646,7.902674703262307e-05,7.796580514888757e-05,0.00034086022406178113,3.767630525033029e-05,0.0006645045516978031,0.0,0.006422471440115535,0.0052868061531516075,0.0,9.238754126557389e-05,0.0006993993173059789,0.003805800853925943,4.192699658628056e-05,0.006544905678615103,0.0038057515895787352,0.0002301420178907937,0.0010517024615360436,0.0003832429589913781,0.0013559473668442493,0.0003163439541128834,0.00026846805095993934,0.0002909369911950084,9.517915846370106e-05,0.00037569183393536016,1.8256200785509553e-05,0.0,0.0036272595912508966,0.023208825021072882,0.004197449105674911,0.004452041712021368,0.0004657222625701894,0.009724343683465933,4.8638134108344287e-05,1.1028381576074999e-05
