component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio sp.,Copepoda nauplius indet,Ctenocalanus sp.,Euphausia triacantha,Euphausia vallentini,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Hyperiidea indet,Limacina sp.,Metridia lucens,Oikopleura sp.,Oithona similis,Ostracoda indet,Primno macropa,Radiozoa indet,Rhincalanus gigas,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F6
component_1,0.2504076496969585,0.03359558049963521,0.26945668269642653,0.004770983564514227,0.045714719255029984,0.004823264073250367,0.0,0.004792556765466629,0.009633455431735227,1.3072714765507332e-05,0.004776681525244888,0.0,0.011435332893627335,0.06244187350986374,0.004805332357599971,0.01908393425805691,0.007530955524308372,0.05544665988570565,0.016854838988646145,0.12242643239585388,0.016774182728362952,0.004807434375776086,0.0071837000535453065,0.0023854917822571137,4.163246162567395e-05,0.0071564753467713415,0.0023854917822571137,0.031255585432715234
component_2,0.2561262518671154,0.0,0.0,0.0,0.02445118035357764,0.0030023389039372673,0.0006066244007656355,0.011641360569240039,0.0021984863998065433,0.0038061914080679913,0.008031748370222845,0.0006066244007656355,0.08048619471695112,0.03777485041168322,0.04580180516402507,0.0,0.18563944879490463,0.05118239599579713,0.006909509665741444,0.2216084560210871,0.006595780976907351,0.007401166760065313,0.015460655545300668,0.0,0.025559368091579743,0.0,0.0,0.005109561182458064
