component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio sp.,Copepoda nauplius indet,Ctenocalanus sp.,Euphausia triacantha,Euphausia vallentini,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Hyperiidea indet,Limacina sp.,Metridia lucens,Oikopleura sp.,Oithona similis,Ostracoda indet,Primno macropa,Radiozoa indet,Rhincalanus gigas,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F6
component_1,8.305361889698515,1.1142768772505194,8.937168118065959,0.15824095278657827,1.5162367745493222,0.15997495949666346,0.0,0.15895647901449392,0.3195163314925467,0.0004335875007801825,0.15842993912928266,0.0,0.3792798587650411,2.071032403354316,0.15938021174051487,0.6329638111463131,0.24978194987373406,1.8390196005717652,0.5590305949627171,4.0605621559197385,0.5563554393469349,0.15944993014437545,0.2382644009635663,0.07912047639328913,0.001380839046165961,0.2373614291798674,0.07912047639328913,1.0366654070162866
component_2,5.034424243047897,0.0,0.0,0.0,0.4806130345711449,0.05901405128775978,0.01192382493936393,0.2288228849819383,0.04321350563838166,0.0748145969371379,0.15787225407135977,0.01192382493936393,1.5820387287903657,0.7425034384556296,0.9002814690497157,0.0,3.6489338155153406,1.0060425018525871,0.1358135010183572,4.355941553526548,0.129646841781781,0.14547752560344648,0.30389504599105893,0.0,0.5023956014629635,0.0,0.0,0.10043366699345384
