component,Calanoida indet (small),Calanus simillimus,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Euphausia triacantha,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Fritillaria sp.,Hyperiidea indet,Limacina sp.,Myctophidae indet,Oikopleura sp.,Oithona similis,Paraeuchaeta sp.,Pseudosagitta gazellae,Salpa thompsoni,Teuthida indet,Themisto gaudichaudii
component_1,4.347878220619214,10.403000056066515,0.12114608767302515,0.1886246626937199,0.0,0.0,3.124472779793176e-05,0.0,0.0933508115200297,0.0,0.3928278221907269,0.0003589393026191563,0.0,0.0,1.730166240588026,0.0,0.1413220496888664,0.039976675199782555,3.124472779793176e-05,0.3729185638936479
component_2,7.104419581711961,0.0,0.3868828654217313,0.15589304318176692,0.03541748050449075,0.11103160219570439,0.0008481583467308412,0.043289626373506876,0.23105239235362665,0.11103422364665376,0.009351709037355707,0.11377961829358128,0.04141459957080016,0.4682943070840591,1.2730594095062753,0.1264949702069584,0.0803428910404487,0.03398628344230605,0.0008481583467308412,0.21476611722368252
