component,Calanoida indet (small),Calanus simillimus,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Euphausia triacantha,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Fritillaria sp.,Hyperiidea indet,Limacina sp.,Myctophidae indet,Oikopleura sp.,Oithona similis,Paraeuchaeta sp.,Pseudosagitta gazellae,Salpa thompsoni,Teuthida indet,Themisto gaudichaudii
component_1,0.2438295086907995,0.5834014348773108,0.0067938864747962915,0.01057809269207807,0.0,0.0,1.752207914200153e-06,0.0,0.0052351242040018795,0.0,0.02202982926950528,2.012935720977546e-05,0.0,0.0,0.0970279209742689,0.0,0.007925356735935802,0.00224189652479881,1.752207914200153e-06,0.020913315783466647
component_2,0.673902490858741,0.0,0.036698469689123485,0.014787514855988606,0.003359588782362672,0.010532102224977467,8.04535846919689e-05,0.004106315330325785,0.021916890033747027,0.010532350887419786,0.000887073172069262,0.010792770231980638,0.003928456292266765,0.04442089833929385,0.12075833883542998,0.011998907795790664,0.007621069360025583,0.0032238300122023706,8.04535846919689e-05,0.02037202612887116
