component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clione limacina antarctica,Copepoda nauplius indet,Ctenocalanus sp.,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba,Euphausia triacantha furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Hyperiidea indet,Limacina sp.,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Tomopteris sp.
component_1,30.191151257197706,0.08996038022473839,2.279540563039435,0.030364770150403706,0.0005927149560507253,0.03875027494058467,0.0,0.0039972474069606,0.00029963897781699964,0.14403501255481851,13.982215160909432,0.014537152166051486,0.019053924805433674,0.01441749143563185,0.03594656068536312,0.006219494885710835,0.00505694731245115,0.1489514102823182,0.17489393748613974,0.1489459448523671,0.052395183668340645,0.46787365060391417,0.017169169276323608,0.0,0.0024075417409348565,0.0,3.492853308210365,0.000720967958599655,0.3308456342423645,0.02334780105813012,0.05573673271561147,0.0024830911663750446,0.0019468995217647815,0.003193911881142007,0.05218246679307155,0.013558150157056041,0.0916680742213715,0.0,0.03374234880032165,0.001808717113627182
component_2,0.6723022560686629,0.0,0.0,0.0,0.0,0.018025865474211027,0.20988679833236354,0.0010434719009214152,0.0,0.7034121012732661,2.5868632622804695,0.018634667899682964,0.0,0.03606471173513651,0.0,0.0,0.0,0.039609832016276963,0.08980952567003143,0.9566954183210564,0.0,0.0,0.011105807611622349,0.00028883972650285987,0.0,0.0006828146671611244,31.536961089197376,0.0,0.0,0.0,0.030466017271695945,0.2800028627612475,0.0016917120586580276,0.011393849322716962,0.0,0.0,0.006663280250155228,0.0035788619785297043,0.0,0.008932876723602668
