component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clione limacina antarctica,Copepoda nauplius indet,Ctenocalanus sp.,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba,Euphausia triacantha furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Hyperiidea indet,Limacina sp.,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Tomopteris sp.
component_1,0.5809022094346663,0.0017309105965833155,0.043860207193982315,0.0005842427775966348,1.1404315940179742e-05,0.0007455866832444789,0.0,7.691027846468181e-05,5.765296684575523e-06,0.0027713503309714504,0.269029147334247,0.0002797065848932809,0.00036661294972114205,0.00027740421549732216,0.0006916409495555929,0.00011966812030116593,9.729976315816164e-05,0.0028659458062494352,0.0033651010468905515,0.0028658406469493783,0.0010081257815373315,0.009002268083675054,0.00033034872641355214,0.0,4.6323053556356897e-05,0.0,0.06720532737176958,1.3872007612902606e-05,0.0063657380361533695,0.0004492306074905109,0.0010724198923500537,4.7776685707905345e-05,3.745992407198554e-05,6.1453452128716e-05,0.001004032936525388,0.0002608697931054603,0.0017637680125603228,0.0,0.0006492301271535328,3.480118259146656e-05
component_2,0.018060932796030355,0.0,0.0,0.0,0.0,0.0004842523462940142,0.005638462946147901,2.8032147307212003e-05,0.0,0.018896677163185743,0.06949428342807126,0.0005006074002794138,0.0,0.0009688534124002457,0.0,0.0,0.0,0.0010640906045613005,0.002412670481064308,0.02570095741996446,0.0,0.0,0.00029834980190616533,7.759478481742818e-06,0.0,1.8343341412915616e-05,0.8472185385093302,0.0,0.0,0.0,0.00081844837725876,0.007522082279775234,4.5446668556971636e-05,0.0003060878422586613,0.0,0.0,0.00017900439231439814,9.614363940776619e-05,0.0,0.00023997552399070664
