component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Calanus sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Ctenophora indet,Egg indet,Eukrohnia hamata,Euphausia frigida,Euphausia superba,Euphausia superba C1,Euphausia superba C3,Euphausia superba furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus sp.,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Vibilia antarctica
component_1,20.124513081273392,0.0,0.0,1.91895467028747,0.0,0.0338057943989002,0.2140664166137018,0.8691831112775172,5.083505574202487,3.6382375598664343,0.00018416187540252932,0.00822312759446511,0.008670379850121613,0.0,0.0,0.0,0.0,0.0,0.015007706515484642,0.3286762720121025,0.08627834459542036,6.247746392302731,0.0,0.022700619155089342,0.009155060366180202,0.08788936549736436,0.048819328336277175,0.048675684487996244,0.4778516010729145,0.6134237091376248,30.789997962538113,0.25946178264012637,0.025015175982727192,0.011266871545117307,0.011725720990212211,0.05317149418868525,0.0023706332108019462,2.4420819332785753,0.0,0.16178668010595396,0.0005423147389464348,0.011851304067665118,0.025618387457888015,0.037332040873359555,0.022106184502701184,0.026028057469074856,0.11710360339859702,0.03342067114760188,0.17586739649691915,0.10213475365580416,0.14258272379841458,0.0
component_2,0.0,0.0017878425166420024,0.008812686512039498,0.0,0.00011188439898452051,0.015095445049663921,0.0,0.0,2.0762113189846803,0.5778079180022848,0.0013857482111683283,0.0014538082953670383,0.0005949196246161982,0.004500388740776972,0.04897961304093001,0.00037104161493191573,0.0001858690768846305,9.052306265673851e-05,0.014266170412300723,0.007640668920398314,0.0,7.838046115148534,18.181027272609736,0.006828946566250282,0.0029145799017724684,0.0,0.0,0.008958851031799839,0.0,3.835493928422421,0.7587217307258151,0.03569234783802728,0.012714509372616093,4.841012304209534e-05,0.002819113657488425,0.0,0.03900063413850419,0.9383110710476545,0.015388520108498506,0.0,0.0,0.003808587747829746,0.03514235311309367,0.017462744899028926,0.00829044172415678,0.0027223495262435507,0.0,0.0009302751566299535,0.012925867865366767,0.0,0.021916659796360094,0.0019285185219366024
