component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Calanus sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Ctenophora indet,Egg indet,Eukrohnia hamata,Euphausia frigida,Euphausia superba,Euphausia superba C1,Euphausia superba C3,Euphausia superba furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus sp.,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Vibilia antarctica
component_1,0.2707198833796034,0.0,0.0,0.0258142486455676,0.0,0.00045476383355288704,0.002879673913456195,0.011692464288218256,0.06838456317674944,0.048942463548639105,2.4773906941547276e-06,0.00011061952825386476,0.00011663607523831143,0.0,0.0,0.0,0.0,0.0,0.0002018873471004862,0.004421433784231909,0.0011606374421447361,0.08404621606887143,0.0,0.00030537429380237785,0.00012315611635701286,0.0011823092902503295,0.0006567295725612283,0.000654797240300678,0.006428176880244329,0.008251926112664664,0.4141946005855418,0.0034903435056603334,0.0003365102796482493,0.0001515647180346153,0.0001577372732543726,0.0007152759745166119,3.189033909900237e-05,0.03285148482900732,0.0,0.002176394081872894,7.295350813691788e-06,0.00015942664759824874,0.00034462482828598675,0.0005021997655666504,0.0002973778131361666,0.00035013580970475334,0.001575306380202543,0.00044958306116563997,0.00236581133057197,0.001373941743933824,0.001918057753882836,0.0
component_2,0.0,5.176092491827837e-05,0.00025514149072523764,0.0,3.239233837128903e-06,0.0004370374854331253,0.0,0.0,0.06010966692877059,0.016728471318087444,4.01196461356362e-05,4.20900953644407e-05,1.72238828283417e-05,0.00013029351385598968,0.0014180388090891123,1.074225329875257e-05,5.38120961085832e-06,2.6207886913600493e-06,0.00041302864693553175,0.00022120969080486005,0.0,0.226924078992269,0.5263700683001282,0.000197709019220844,8.438178981632103e-05,0.0,0.0,0.00025937318935786736,0.0,0.11104373646201798,0.021966218037888282,0.0010333510470884179,0.00036810555677175964,1.401551154948994e-06,8.161788804274785e-05,0.0,0.0011291312722554443,0.027165619145085047,0.00044552248116096465,0.0,0.0,0.0001102647591301046,0.0010174278125765729,0.0005055746348864124,0.00024002166165587873,7.881641034796982e-05,0.0,2.6932966459542264e-05,0.0003742247260902387,0.0,0.0006345226560052787,5.5833722203317534e-05
