component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Clausocalanus brevipes,Copepoda nauplius indet,Ctenocalanus sp.,Egg indet,Euphausia superba,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Hyperiidea indet,Oithona similis,Rhincalanus gigas,Themisto gaudichaudii,Turborotalita quinqueloba
component_1,1.580092781798951,0.0,0.0,0.17099364066032402,0.43322512191343987,0.0,0.06754878221866609,0.7100910791059563,0.024467899650292113,0.05652148476550695,0.5809002989549815,0.024467899650292113,4.456137982339386,0.10310905177766719,0.0,0.0
component_2,3.2136012183468323,0.12400129663946385,0.12400129663946385,0.1266937946648942,0.19109729157588673,0.12400129663946385,0.3545082704345215,0.0,0.052614199826301784,0.4025254709772522,0.0,0.052614199826301784,1.7059837893171395,0.046944677500555455,0.09577880163080327,0.3259176263166848
