component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Clausocalanus brevipes,Copepoda nauplius indet,Ctenocalanus sp.,Egg indet,Euphausia superba,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Hyperiidea indet,Oithona similis,Rhincalanus gigas,Themisto gaudichaudii,Turborotalita quinqueloba
component_1,0.19251684391830406,0.0,0.0,0.020833685470385728,0.052783693551174043,0.0,0.00823007263437844,0.0865167508001537,0.002981143178580363,0.006886518301946417,0.07077628192104597,0.002981143178580363,0.5429311685404646,0.0125626985049864,0.0,0.0
component_2,0.4630360335008191,0.017866892823258502,0.017866892823258502,0.018254845005622126,0.027534509073147306,0.017866892823258502,0.05107979871556061,0.0,0.0075809874150853445,0.057998421335002194,0.0,0.0075809874150853445,0.24580895803508215,0.0067640867011540765,0.013800416849295115,0.04696027748437099
