component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia cheirura,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio sp.,Clione limacina antarctica,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda zoea indet,Echinoidea larvae,Egg indet,Egg mass,Euchirella sp.,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia longirostris,Euphausia spinifera calyptopis,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Globorotalia inflata,Haloptilus oxycephalus,Hansarsia megalops,Harpacticoida indet,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Lucicutia sp.,Mecynocera clausi,Metridia lucens,Neocalanus tonsus,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces egg,Pisces larvae,Pleuromamma borealis,Pleuromamma piseki,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Spongiobranchaea australis,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria calyptopis,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Tomopteris carpenteri,Tomopteris sp.,Travisiopsis sp.,Vibilia sp.
component_1,0.4142297683471759,0.012858401943913814,0.01515837778269013,0.0,3.1118841080521476e-05,0.0036137689199224016,0.06857894054784146,0.011682113645392123,0.0,3.626522614637703e-05,9.702987818402864e-05,0.009416858920801113,0.006350495511250624,5.6865216651551386e-05,0.0003540004415900576,6.34230405249778e-07,0.006280269905721803,0.00017980311185626053,0.0004892537502409677,6.639374914626472e-05,3.462458364236028e-05,0.0001653982811624375,0.00013032542985631814,2.4605885665312657e-05,1.862345357623583e-05,1.705047100352664e-05,4.142964134797025e-05,0.00017653957221863036,0.00019776415221527853,0.00024137707909841603,0.0007508490847045227,0.0003522673039226891,0.0,0.0,0.0,0.0,3.9286343999372454e-05,0.00012116965375524095,0.0006862856132326061,0.0,6.484724027729505e-05,0.0013078896477047015,0.0013803468803283046,5.770225290698885e-05,2.2909466860383815e-05,0.007257594931449614,0.010778646939568225,0.0,0.007685682053233489,0.0,0.35191666651772446,0.001137163065192858,0.0006872159264469594,3.456158168953361e-05,8.946741826609955e-05,3.244412802557225e-05,0.0007775562666067388,6.731600767487257e-05,0.0007188368008990331,0.0005591455735778266,9.743372786529474e-05,0.000977086272229667,3.4167592834041216e-05,0.04506590479647296,0.001491446930619088,0.004065595926280517,0.0006705809373292204,0.0005079690054529791,1.9321077219779402e-05,0.0010552993036449523,5.682499982706781e-05,0.00042711642583351955,9.458551501411639e-05,0.00013642281154979162,0.0012464054300165715,9.175841910762642e-05,0.002768658932442475,0.0034466952132785416,7.429083032629324e-05,2.772591388943249e-05,0.0005484793695346217,2.452297024110822e-05,1.775838114597946e-05
component_2,0.29568169857075605,0.00598035258375206,0.0001369217426424722,0.00010227816146481896,0.0001856609231208016,0.0013376282584904526,0.015772919620848924,0.0001753187626256076,0.00012278158712776023,0.0,0.0,0.03335471266059742,0.0048994980279201406,0.0,0.0,4.080139190358036e-06,0.027542595322158917,0.0010689951204785348,0.0,0.0,0.0,3.135628778014233e-05,0.00018175962924550586,0.0,0.0,0.0,9.64260473398645e-06,0.0,0.0,0.0,0.0,0.00016833230836164927,0.0006621947810290609,0.050155924116220586,0.4158856176290001,0.0017471632886921448,0.0,0.0006978704000926417,0.0,0.0002923266418706655,0.0,0.0033461607650822197,0.0,0.0,1.529440878316966e-05,0.0,0.0,0.00022924150093365936,0.02173728426817831,0.00018737183021119667,0.05355840672024677,0.0,0.0,0.0,2.5191948651936848e-05,8.041362350178699e-05,0.0,6.614778719167781e-05,0.0,0.0,0.0,0.0,0.0,0.042213556070298475,0.006179180524386587,0.007028937748607422,0.0014687919355183179,0.0,4.289124453352328e-05,0.0,0.0005433852906137108,0.0,0.0,0.0,0.0010096576216376079,0.0002775327419022936,0.004139867949506051,0.0014351875669372637,0.00019093275527956125,0.0,0.0,0.0,2.69365297976237e-05
