component,Calanoida indet (small),Calanus simillimus,Copepoda nauplius indet,Euphausia superba,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Metridia gerlachei,Oikopleura sp.,Oithona similis,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura
component_1,0.0016980451507714117,0.0,0.0022315402551138174,5.238513038688407e-05,0.00020792843107668026,0.008262308535739496,0.0016013723959970017,0.000186723703841183,0.00042384100448709705,0.0011494443644384476,0.01724758675369662,0.9565797601989835,0.0,0.00021090478298751704,0.00982700819255943,0.0003211510999209945
component_2,0.44175120157103187,0.053334246253178556,0.02037765657445863,0.0,0.0,0.36208452904396127,0.0,0.000742839268426147,0.0,0.0,0.0,0.08961813981655298,0.005863772829470512,0.010558115166832919,0.015669499476086986,0.0
