component,Calanoida indet (small),Calanoides acutus,Centropages bradyi,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Egg indet,Euphausia frigida,Euphausia vallentini,Euphausiidae furcilia indet,Fritillaria sp.,Globigerina bulloides,Hansarsia megalops,Hyperiidea indet,Limacina sp.,Mecynocera clausi,Metridia lucens,Neocalanus tonsus,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Ostracoda indet,Pisces larvae,Primno macropa,Pseudosagitta sp.,Siphonophorae nectophore,Thysanoessa gregaria,Thysanoessa gregaria calyptopis,Tomopteris sp.,Turborotalita quinqueloba
component_1,0.009382414499444693,0.00012444505719041762,8.991034599493954e-05,0.0032805076009858264,0.0006955235875781347,0.00021773252335613975,0.0004015885243685577,0.0009772783050420574,7.33462479023128e-05,0.00012444505719041762,0.00024889011438083524,0.00024889011438083524,0.00012444505719041762,0.0010154678171806673,0.00040660320494582535,0.0010515484634267475,0.0,0.0011171876537585499,0.00024487914257416703,0.0,0.9714161152497301,0.00020912804321096632,0.00023158761750920184,0.006092639821084574,0.0,0.0,0.00013903791163147233,0.00024889011438083524,1.0595636342831308e-05,0.0017109075208762482,0.0,0.0,0.00011599476834222413
component_2,0.303374369289021,0.0014700246434047955,0.0003666512610731542,0.025366953329812737,0.003833829912000712,0.006343705082753645,0.005233858748764007,0.032050995730682055,0.0009454775010216815,0.0014700246434047955,0.002940049286809591,0.002940049286809591,0.0014700246434047955,0.030013328706436786,0.014442873154569066,0.0016562380267988502,0.020907552839658856,0.012416716673421932,0.015522807730053895,0.0011577536397168755,0.0,0.004989923497504927,0.009570024118238752,0.34684791054093866,0.0022891110763523345,0.0009369652492310967,0.01298773886691941,0.002940049286809591,0.0008705659916092848,0.032359707485116025,0.09734107717186671,0.001956971581011229,0.0029866710047831485
