component,Calanoida indet (small),Calanoides acutus,Centropages bradyi,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Egg indet,Euphausia frigida,Euphausia vallentini,Euphausiidae furcilia indet,Fritillaria sp.,Globigerina bulloides,Hansarsia megalops,Hyperiidea indet,Limacina sp.,Mecynocera clausi,Metridia lucens,Neocalanus tonsus,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Ostracoda indet,Pisces larvae,Primno macropa,Pseudosagitta sp.,Siphonophorae nectophore,Thysanoessa gregaria,Thysanoessa gregaria calyptopis,Tomopteris sp.,Turborotalita quinqueloba
component_1,0.19838507434614974,0.002631310088058148,0.001901095999942213,0.06936420730007195,0.014706395527436526,0.004603813105479309,0.008491329099575827,0.020663916437940636,0.001550858880086001,0.002631310088058148,0.005262620176116296,0.005262620176116296,0.002631310088058148,0.02147140892351668,0.008597361270633961,0.022234310806439186,0.0,0.02362220894873149,0.005177810776562131,0.0,20.539964233755786,0.0044218769489162806,0.004896770092595025,0.1288249207004991,0.0,0.0,0.0029398665383602017,0.005262620176116296,0.000224037863999908,0.0361760307806173,0.0,0.0,0.002452634206546568
component_2,5.7301974320703195,0.027766127561993387,0.00692538436780449,0.47913622752837154,0.07241416724895319,0.11982120526594493,0.0988581996306161,0.6053857939998941,0.017858373339618736,0.027766127561993387,0.055532255123986775,0.055532255123986775,0.027766127561993387,0.566897920495258,0.2727999562256497,0.03128336421531522,0.3949061546414012,0.2345294962245249,0.2931979824193248,0.021867888671094116,0.0,0.0942507004749292,0.1807605822327697,6.551334613265134,0.04323720043383564,0.01769759217848816,0.2453150807632014,0.055532255123986775,0.01644342935515023,0.6112168050594414,1.8385982696969232,0.03696368138951731,0.05641285571406587
