component,Aetideus sp.,Calanoida indet (small),Calanoides acutus,Calanus australis,Calanus propinquus,Calanus simillimus,Calocalanus sp.,Candacia maxima,Candacia sp.,Chaetognatha indet,Cirripedia nauplius,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Euchirella rostromagna,Euphausia frigida,Euphausia frigida furcilia,Euphausia longirostris,Euphausia lucens,Euphausia superba,Euphausia superba C2,Euphausia superba C3,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Hansarsia megalops,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Microsetella sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Sagittidae indet,Scaphocalanus farrani,Siphonophorae nectophore,Stephos longipes,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia,Thysanoessa sp. furcilia,Tintinnina indet,Tomopteris sp.
component_1,0.0,0.0956396283072639,1.9543856763359147e-05,0.0,0.0,0.0011064401705375023,0.0008194828183910589,2.9103621929261998e-08,3.832810215497525e-05,0.004774871417849114,0.0,0.0,5.895195377666048e-06,0.6693803298881229,0.0,0.0,0.16573842542298667,0.0,0.0,0.0,2.7178123081216964e-05,2.2866989634083705e-06,0.0005511496424249228,0.0,0.0,0.0,0.00382094565556881,8.201841526153142e-05,0.002920671452213139,2.2917862263837826e-05,0.001167173022086121,0.0,6.488633562206546e-05,0.0,0.0006236258713602605,7.635920252779593e-05,0.0,0.0010910765590090834,0.036282291120784446,0.007561031847746567,0.0,0.00024882204485250994,0.0,0.0,0.0,0.005746456488098479,0.0,0.0,0.0,0.0,3.971641543922172e-05,0.0,0.0003382075340194589,8.153093714086061e-05,0.0011007458018911253,9.96832146257468e-07,0.0,0.0,0.0001033773128541801,0.0,0.00035380318662770616,0.0,6.468229383897104e-07,0.000155566698607633,0.0,1.3543833401922508e-05
component_2,7.131912410047618e-06,0.25969448927026684,0.0034215354049083905,1.3509483304883743e-06,5.349868119799502e-05,0.019536905652622644,0.0011339738264029766,3.2105470977471115e-06,0.0005368741727619386,0.0016056628968531567,1.8111835623675767e-05,2.3081542712149253e-05,0.0001953029565134682,0.0,2.159699969475911e-06,0.03862921383475493,0.14345935429232495,6.52851657792125e-05,1.0276590741850366e-06,2.3943723416777133e-05,0.0007747889790159663,6.52545733537299e-05,0.0,9.245049159753637e-05,6.318542080925247e-06,2.7194976540844476e-06,0.0,0.0009157882013868065,0.004571647726884604,0.00022241553148933207,0.005945976302605239,0.09738519156272105,4.264470985464568e-06,8.06380799144419e-05,0.0013940667595111207,0.0023401591508959776,4.4651424156607105e-05,0.0015898548144715051,0.016426508942604782,0.0,0.0013699545245696926,0.0006364458356648685,0.008741162249425404,0.36650006818720854,0.0009913242805900163,0.0009204396023489012,5.023668253230326e-06,0.00031376349231340526,5.1125569585823246e-05,3.6072452546937695e-06,1.0068276676706267e-05,1.7889937261629603e-07,0.001214003039322197,0.016005573882736723,0.00011249894270409379,6.168973470317485e-06,2.2148069371924768e-05,5.315444855505963e-05,0.00025216218422657866,3.1535747172079524e-06,0.000792340460915824,8.136538504804905e-05,8.680990297218836e-05,0.00012482686305430942,0.0012263997114058262,0.00020142365588571165
