component,Aetideus sp.,Calanoida indet (small),Calanoides acutus,Calanus australis,Calanus propinquus,Calanus simillimus,Calocalanus sp.,Candacia maxima,Candacia sp.,Chaetognatha indet,Cirripedia nauplius,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Euchirella rostromagna,Euphausia frigida,Euphausia frigida furcilia,Euphausia longirostris,Euphausia lucens,Euphausia superba,Euphausia superba C2,Euphausia superba C3,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Hansarsia megalops,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Microsetella sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Sagittidae indet,Scaphocalanus farrani,Siphonophorae nectophore,Stephos longipes,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia,Thysanoessa sp. furcilia,Tintinnina indet,Tomopteris sp.
component_1,0.0,6.358144540447348,0.0012992801036408785,0.0,0.0,0.07355639763711154,0.054479406705805686,1.9348154959603347e-06,0.0025480610681530144,0.3174345527483571,0.0,0.0,0.0003919139478977983,44.50055866264555,0.0,0.0,11.01832873461164,0.0,0.0,0.0,0.001806807888601144,0.0001520202743064956,0.03664055530093876,0.0,0.0,0.0,0.25401734813575894,0.005452603156673313,0.19416691153032206,0.0015235847672201545,0.07759393161057138,0.0,0.00431365855228586,0.0,0.041458791710609434,0.005076377389351948,0.0,0.0725350212004828,2.412055078919791,0.5026591405024008,0.0,0.016541746909965495,0.0,0.0,0.0,0.38202575222625146,0.0,0.0,0.0,0.0,0.0026403564553778907,0.0,0.02248411483841642,0.005420195498818631,0.07317783469661227,6.626963091185452e-05,0.0,0.0,0.006872547593119421,0.0,0.023520917419531318,0.0,4.3000938075020665e-05,0.010342109990743404,0.0,0.0009003971672129724
component_2,0.0005543361482284161,20.18505481018159,0.26594280023854183,0.00010500402289342397,0.004158246928105296,1.5185286084724219,0.08813942838592259,0.00024954348981680373,0.0417291665827095,0.12480200743083952,0.0014077633907603755,0.001794039627323053,0.01518014838471284,0.0,0.00016786518027361906,3.0025003638690113,11.150544386062101,0.005074365086637488,7.987599119601494e-05,0.0018610536206815453,0.0602213703175121,0.005071987254951965,0.0,0.007185821483421679,0.0004911159978107297,0.00021137610335168443,0.0,0.0711806981020399,0.3553366118753952,0.01728750466120056,0.4621578913953067,7.569376750801233,0.0003314609440497156,0.006267688110881954,0.10835545270465606,0.1818915790555111,0.0034705836326615197,0.12357330592772281,1.276769423479553,0.0,0.10648130133064604,0.04946848934956607,0.6794169549193557,28.486642073467717,0.07705182730138242,0.07154223362644721,0.0003904704305607815,0.02438763066392567,0.003973794080850173,0.00028037731329748973,0.0007825684600949952,1.3905160836928392e-05,0.09435979160475469,1.2440517586617934,0.008744110554484536,0.0004794906044052562,0.0017214843313319039,0.004131491047437095,0.019599597680994594,0.00024511524558612757,0.06158557956640316,0.006324218744346065,0.0067474002027689125,0.009702312434947565,0.09532333729328675,0.015655886828961466
