component,Calanoida indet (small),Calanus simillimus,Chaetognatha indet,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Euphausia frigida,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F3,Thysanoessa macrura F5,Tomopteris sp.
component_1,0.09906152515204004,0.0015330786055544388,7.865857454927252e-05,0.001944104922132148,0.0892739866211996,0.04847862679280804,2.93900447050071e-06,0.00018323607963710844,0.0,5.2736083008334816e-05,0.04895814403103113,0.10398304129071552,0.0,0.6008656378155609,0.0,0.0001800177088513151,0.0,0.00407969370953275,0.0011045041181663479,2.93900447050071e-06,0.00020846496745995422,8.665518812196564e-06,0.0
component_2,0.3081046519898921,0.012540774705941518,0.0003033663855732575,0.013673158437569513,0.07808154076113197,0.3166426902033766,0.00015871026968439364,0.0,0.001895588584724784,0.0,0.0482369260129196,0.0,0.00163542626287906,0.19285834457790826,0.0007226568488373279,0.0,0.0008333125873055006,0.01987522607350156,0.0,0.00015871026968439364,0.002309769597204809,0.00019514278929097466,0.0017740036425745772
