component,Calanoida indet (small),Calanus simillimus,Chaetognatha indet,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Euphausia frigida,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F3,Thysanoessa macrura F5,Tomopteris sp.
component_1,3.5513951853616246,0.05496147944613816,0.002819941268953318,0.0696969368248795,3.2005080254716547,1.7379781052298484,0.00010536448242920641,0.00656908653494888,0.0,0.001890609608555722,1.7551689894657785,3.7278335017790827,0.0,21.541272758644574,0.0,0.006453706658696899,0.0,0.14625864658905202,0.03959691314511601,0.00010536448242920641,0.00747355222542324,0.0003106623054819956,0.0
component_2,10.6254114043096,0.43248581194340385,0.010462005789708176,0.47153761768014263,2.6927490004163084,10.919857359662995,0.005473341277368744,0.0,0.06537197162045637,0.0,1.6635165371775333,0.0,0.05639991721083354,6.650984464725331,0.024921812356440788,0.0,0.028737927231300243,0.685424424528141,0.0,0.005473341277368744,0.07965557177070055,0.006729766673140434,0.061178948170237536
