component,Acartia sp.,Amphipoda indet,Bivalvia larvae,Calanoida indet (small),Calanoides acutus,Calanoides brevicornis,Calanus australis,Calanus simillimus,Candacia cheirura,Candacia sp.,Chaetognatha indet,Cirripedia cyprid,Cirripedia nauplius,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Copepoda indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda phyllosoma indet,Decapoda zoea indet,Egg indet,Eucalanus sp.,Euchirella sp.,Euphausia lucens,Euphausia superba F5,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Gastropoda indet,Globigerina bulloides,Haloptilus oxycephalus,Heterorhabdus sp.,Hyperiidea indet,Hyperoche sp.,Limacina sp.,Mesocalanus sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Microsetella norvegica,Microsetella sp.,Munida gregaria,Neocalanus tonsus,Neogloboquadrina pachyderma,Nyctiphanes australis,Oculosetella gracilis,Oikopleura sp.,Oithona similis,Oithona sp.,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pisces egg,Pisces larvae,Pleuromamma robusta,Pleuromamma sp.,Polychaeta indet,Polychaeta larvae,Primno macropa,Pseudosagitta gazellae,Pteropoda indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Rhincalanus sp.,Sagittidae indet,Salpa thompsoni,Salpidae indet,Scolecithricella minor,Scolecithricella sp.,Sergestidae indet,Siphonophorae sp.,Soestia zonaria,Subeucalanus sp.,Teuthida indet,Themisto gaudichaudii,Themisto sp.,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Thysanoessa sp.,Thysanoessa sp. furcilia,Tintinnina indet,Tomopteris sp.
component_1,6.061943732109186e-05,1.477562539054964e-07,0.0,0.07566485242830873,0.00028576540630557485,0.00021724612198029936,0.00011218270501150561,0.003990083704785619,4.58191862361079e-05,2.68768527581108e-05,0.0005080801807631717,3.417629372894294e-06,6.122205215230397e-06,0.000169942715011581,0.0004972661112416938,0.01598572690896784,0.08610986405353559,0.1138620846035886,0.02717555508302853,6.582944740558983e-05,2.4157058713718297e-05,1.3504214501916883e-06,2.4157058713718297e-05,2.8029094498283055e-05,1.3529384070211048e-05,8.39420162863232e-05,4.04939110498105e-05,0.0,0.0009844136568616657,0.0021450468782812557,0.0014285162452471324,0.0,0.04896512704798501,0.0,7.136820245748994e-05,2.4492322954486432e-05,1.2078529356859149e-05,0.0015825472938681168,2.571910856358292e-05,0.0006321550371166237,4.4358067022526456e-05,7.413940888996207e-06,0.00030884487645768335,0.00014133704209912392,0.001229875678537474,0.0013941832794519822,0.00022910127001669002,2.7260944815591496e-05,0.012868604436665003,2.930938885492849e-07,0.0002235385627994927,2.5088616083800872e-05,0.019165506191735602,0.4477256858485017,8.513705105653986e-05,0.007052343245388956,0.002280584933707527,3.245670628244535e-05,0.00011551528775977514,0.00023250737785994943,8.88510366250481e-06,6.531338502366223e-06,0.0003625479451021385,0.00025298132655902743,7.536563278971083e-05,1.5916927485657582e-06,1.3898089568694373e-05,0.006791303628338111,0.0032069268741938472,0.10726916273376456,1.6397512521590295e-05,0.0003368754693923214,2.9598706766271196e-05,0.0002805143130756678,6.157765300175268e-06,8.34751729875265e-06,4.5696670865690654e-05,0.0,1.0294929772926366e-05,0.00012247228789904674,0.0,3.321399843639873e-05,4.808989422187984e-05,0.00039654895385885853,4.960120051553008e-05,6.184034878876963e-05,0.0008681391763253858,0.0018506483346047483,0.0008427780670291261,0.00022094349531951457,0.0010854222562604104,0.00017012941022440713,0.0006242589537146084,4.959663640652063e-05,0.00013943262314864297,0.00012782988609303373,0.00036059278373878526,0.00016114218760567418
component_2,0.0,0.0,0.0001884865385693754,0.03098712063514973,4.0639370972692515e-05,4.375328282441092e-05,8.770681136112663e-05,0.0,0.0,0.0,0.0033282601958151397,1.8584445744339585e-06,1.9252058977149832e-05,0.001735593915574663,0.0,0.004305259284448118,0.0013731401383559783,0.13634349475536506,0.03003849774264469,2.943575120339252e-05,1.0355275307409258e-05,0.0,1.0355275307409258e-05,0.0,0.0,0.00022393082760007103,0.0,9.807953557231795e-05,0.00658478687036068,0.0045468363196350045,0.003990738733302588,0.13227694238370521,0.5041991985500515,0.0009428264585871741,0.0,2.1066555343974092e-05,5.177637653704629e-06,0.000384848088766857,0.0,0.015953871547063635,3.636940206205636e-05,9.743752604280108e-05,0.001080959223121876,0.0001333292072377779,0.0020779449499365426,0.0,0.0007289109500079529,0.0,0.011936714218662188,7.888652176186851e-06,0.0,1.435406079659181e-06,0.0,0.08320469595100118,0.0,0.0011003231287608892,0.0030706574250144785,9.661647219218353e-05,0.0003859317310285125,2.384790816368719e-05,0.0,0.0,0.0,0.0,0.0,0.00014148898213155729,0.0,0.0,0.0,0.0,3.0530777011843926e-05,0.00039718071771882905,0.0,0.0,0.0,8.291672691382677e-06,1.186487235580168e-06,0.00015235356280638622,0.0,0.016024676795459714,3.44402353038838e-05,0.0,0.00014862172672388472,0.00013628245518997728,0.0,5.5375031106400866e-05,0.0,0.0,0.0,0.0001483224650839558,0.0,0.0,0.0,0.0,0.0007284348612053466,0.0,0.00022122381452070362,1.7015280229307806e-05
