component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Fritillaria sp.,Hyperiidea indet,Oikopleura sp.,Oithona similis,Rhincalanus gigas,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1
component_1,0.03386153592839142,0.0025455885644208877,0.0,0.0008182140352128646,0.0008564648047027909,0.0003382082389215645,0.0015001184091686342,0.2882998686823638,0.0,0.0024251508583044857,0.6529343538034563,0.0,0.0012588704858734502,0.0023096881495465573,0.0008118828030201815,0.012040055236617074
component_2,0.6284484507604927,0.0004140096519296034,0.017368242468184237,0.0,0.00012288251714209796,0.01276655836493871,0.026097497975018757,0.0,0.004122407342005941,0.007052068955885743,0.2519576453781288,0.004415278375392765,0.0005362619969136168,0.0015618894511683977,0.0,0.045136806762798486
