component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Fritillaria sp.,Hyperiidea indet,Oikopleura sp.,Oithona similis,Rhincalanus gigas,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1
component_1,0.5165861068433949,0.03883508677515923,0.0,0.012482540777509182,0.013066088320548935,0.00515965010613597,0.02288556344388318,4.398256094497224,0.0,0.036997708640529044,9.9610607318266,0.0,0.019205124206198746,0.03523622825969257,0.012385952524783249,0.18368113230352542
component_2,9.400608735196597,0.006192938729780378,0.25980182091919846,0.0,0.001838130816697959,0.19096780322810947,0.39037786971048666,0.0,0.06166478479245833,0.10548795362242588,3.7688934377592753,0.06604567870891337,0.008021643153769756,0.023363430366161834,0.0,0.6751762366822253
