Segment_ID,component_1,component_2,component_3
AA_65.0_25-Jan-2000_22:17,0.06134601813071129,0.10884689865540281,0.0
AA_65.0_25-Jan-2000_22:41,0.22489876723655722,0.3000954839079055,0.01762018801812434
AA_65.0_25-Jan-2000_23:05,0.07465600807879867,1.035337434126042,0.019955444054159784
AA_65.0_25-Jan-2000_23:29,0.11665447362450587,0.7470331171182129,0.004105914801836792
AA_65.0_25-Jan-2000_23:53,0.1366520083344978,0.821834487494305,0.0
AA_65.0_26-Jan-2000_00:17,0.003765960180914028,0.3190654335935936,0.00704508892529728
AA_65.0_26-Jan-2000_00:41,0.03859181491003565,0.5316964942942264,0.0035509875794817944
AA_65.0_26-Jan-2000_01:06,0.04466326035462494,0.7037550152478906,0.027782477526582722
AA_65.0_26-Jan-2000_01:31,0.03557531507617097,0.35047309427908196,0.12006802573051464
AA_65.0_26-Jan-2000_01:55,0.027275686673535252,0.27538135754076,0.010417052984288364
AA_65.0_26-Jan-2000_02:20,0.004813805682536251,0.17060801998658723,0.02931911696738353
AA_65.0_26-Jan-2000_02:45,0.04489127380566748,0.2044323863070897,0.03837900214879397
AA_65.0_26-Jan-2000_03:10,0.20422098489567928,0.3986390394830123,0.06840252214263597
AA_65.0_26-Jan-2000_03:35,0.03000797576881245,0.30074076188699755,0.07009464653811713
AA_65.0_26-Jan-2000_03:59,0.11061764768884298,0.48365004294707414,0.06961410849163036
AA_65.0_26-Jan-2000_04:24,0.050972473533875726,0.7471492725791749,0.1510831402762381
AA_65.0_26-Jan-2000_04:49,0.0,0.5242426405077885,0.033548956221240676
AA_65.0_26-Jan-2000_05:15,0.04617516409806195,1.365752209624373,0.1347009944959695
AA_65.0_26-Jan-2000_05:40,0.06251163521954287,3.204345923653222,0.06041004860521346
AA_65.0_26-Jan-2000_06:05,0.08605409806621182,3.0744232891370467,0.005895589059008904
AA_65.0_26-Jan-2000_06:31,0.6215435060162858,2.528503686272045,0.5571481835022201
AA_65.0_26-Jan-2000_06:58,0.8336936306787344,4.574785888537234,0.3900063650800211
AA_65.0_26-Jan-2000_07:25,0.267639652160753,3.9834734027525607,0.06356204047388649
AA_65.0_26-Jan-2000_07:52,0.6504996213768195,5.5946322979435426,0.0
AA_65.0_26-Jan-2000_08:19,0.369151838950497,4.274064330587767,0.04924298418813565
AA_65.0_26-Jan-2000_08:46,0.20910253577317778,1.8873746678173438,0.022396159443168855
AA_65.0_26-Jan-2000_09:13,0.5339145988637244,1.3093792547512704,0.007580918366300657
AA_65.0_26-Jan-2000_09:40,0.4202947053688579,1.4337197489618825,0.06740726087335279
AA_65.0_26-Jan-2000_10:06,0.45350716377301087,1.1490832124335746,0.45997666520730607
AA_65.0_26-Jan-2000_10:33,0.5802718713701083,1.2110233367848153,2.7519361000253744
AA_65.0_26-Jan-2000_11:00,0.0,0.7570222580899676,11.957394168662926
AA_65.0_26-Jan-2000_11:27,4.666787940433189,0.9085868757792356,4.032539229651899
AA_65.0_26-Jan-2000_11:53,4.009597900497229,2.809812334812543,2.446272462156552
AA_65.0_26-Jan-2000_12:20,5.649957695545861,2.8795898388364565,6.959749214348538
AA_65.0_26-Jan-2000_12:47,4.8812806614168345,2.3332612484158504,9.519173632681417
AA_65.0_26-Jan-2000_13:15,6.84850377928121,4.932791136128888,3.7728692622074487
AA_65.0_26-Jan-2000_13:42,4.02282252612547,3.469650328852469,7.711883010829147
AA_65.0_26-Jan-2000_14:09,7.994991124453782,2.2055604803559623,4.60521100821632
