component,Calanoida indet (small),Calanus simillimus,Candacia maxima,Chaetognatha indet,Clio pyramidata,Decapoda (natant) indet juv,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida,Euphausia longirostris,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia sp.,Nauplius indet,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia antarctica
component_1,0.6688298945260416,0.0,0.0001531168743207496,0.00034732335319457365,9.834550810476443e-05,0.00015467113127037277,3.981461919473506e-05,0.001299066835982022,2.4693963478710035e-05,8.018258510214792e-05,0.002523059108163396,0.0004960241361750623,0.007813579028745132,0.0011077974064502524,0.002100969338425229,9.521980430352804e-06,0.00048462417375916994,0.001998306456042032,0.009007088770472798,0.00020547417194880408,0.00010899472083112726,0.006755976770492967,0.2613261148726814,0.023330167845429114,6.522252754517864e-05,0.0034885255167333112,0.00020426969295335567,7.123404841501565e-05,0.0003677138056176846,0.000741554335057679,0.0003351806587244921,0.0006198260766491268,9.861631767845118e-05,3.7848352173241586e-05,2.7332710005753387e-05,0.0010161666750935993,0.0025959798685059095,0.001858581191572982,0.00015263127085658125,2.450877568138921e-05
component_2,0.34394258566828634,0.5120405152193317,0.0,0.0002844947872904558,0.0001943311217387119,0.0002988699921159853,0.0001056825655791677,3.895085875462812e-06,0.0,0.0,0.003357326932379697,0.0001870202086409969,0.023390129678853747,0.0,0.0,0.0,0.00039255842105624547,0.0233312698725141,0.014018824651535852,0.0,0.0,0.00575040200305498,0.0,0.06517415615156451,0.0,5.552272588902881e-05,0.0002597282609678195,0.0,0.0016335251361722987,0.0010362475440428788,0.0,0.0,0.0,0.0,0.00014571860095158833,0.0004955264462510045,0.0,0.0038456490217554282,5.601990415201851e-05,0.0
