component,Calanoida indet (small),Calanus simillimus,Candacia maxima,Chaetognatha indet,Clio pyramidata,Decapoda (natant) indet juv,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida,Euphausia longirostris,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia sp.,Nauplius indet,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia antarctica
component_1,36.67842387005149,0.0,0.008396881873788894,0.019047104910682424,0.005393237146701261,0.008482116842602076,0.0021834213616962073,0.07124042216958656,0.0013542092943461157,0.0043971880854056945,0.1383637785568628,0.027201809705736314,0.4284942492912157,0.06075126600721046,0.11521650656382523,0.0005221824520183988,0.02657663930439075,0.10958650595142656,0.4939459531674971,0.011268139828628189,0.005977236668039454,0.37049566963504543,14.331043047061007,1.2794191650187623,0.0035767831712627276,0.1913096568072927,0.011202086574281749,0.003906453110319194,0.020165310994169412,0.040666609621560074,0.018381203313963587,0.03399106970414061,0.005408088259686856,0.0020755918883932118,0.0014989173350551932,0.055726265133701686,0.1423627304258795,0.10192401580633137,0.008370251530502347,0.0013440536530069862
component_2,11.775886701214992,17.531214059866212,0.0,0.009740516358883598,0.006653497901891524,0.010232693804730493,0.003618353674163104,0.0001333597288391328,0.0,0.0,0.11494796870769242,0.006403187274744725,0.8008299306400927,0.0,0.0,0.0,0.013440392910299737,0.7988146919357481,0.47997572170344854,0.0,0.0,0.19688193697457287,0.0,2.2314290543489523,0.0,0.0019009839335289583,0.008892561438176854,0.0,0.05592854077600045,0.03547898452106799,0.0,0.0,0.0,0.0,0.00498910517792181,0.01696580630505383,0.0,0.13166711265148762,0.0019180062946416356,0.0
