component,Calanoida indet (small),Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Decapoda zoea indet,Egg indet,Euphausia frigida,Euphausia triacantha,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Primno macropa,Pseudosagitta gazellae,Radiozoa indet,Siphonophorae nectophore,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6
component_1,0.06862414191887706,0.0012708455472239834,0.007445098552887349,0.022452901534095807,0.0004123691942405882,0.0003753998655658801,0.0002548466047016522,0.0003356888963646106,0.0,0.0005538840647793827,0.0666413990217154,0.00460332746291212,1.172627079553937e-05,0.0002039684888011773,0.0,0.006108240281816234,0.13325838692307457,0.020492641974961808,0.018023343919115656,0.0007593676080441806,0.0009330770346787112,0.004582520307233177,0.005877954481039464,2.688753955781889e-06,0.0015281905255341787,0.0006713964381273841,0.010530155236952303,0.010347771068410493,0.015072430150855012,0.013585452419572205,0.5850407854536682
component_2,0.15999652964643235,0.0,0.011051010994093523,0.025832153239036343,0.00025266002721971735,0.00018458834851080026,5.013516500974813e-05,0.0007141310591901159,0.0038319862869681106,0.0004081550082462829,0.05149267681550909,0.0001724785348268031,0.00010278350370781235,0.0007404762569049922,0.41039109628227405,0.02706651270315322,0.10381658315858888,0.006515694359526388,0.07813429038138432,0.005563164065979977,0.004046918363572083,0.00017133653781999577,0.0009721877983640294,0.00011125176105957611,1.1548932784818721e-05,0.012223059705623603,0.0007064381171273277,0.012421092890644293,0.0,0.0,0.0830190600564418
