component,Calanoida indet (small),Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Decapoda zoea indet,Egg indet,Euphausia frigida,Euphausia triacantha,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Primno macropa,Pseudosagitta gazellae,Radiozoa indet,Siphonophorae nectophore,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6
component_1,1.509546373107996,0.02795518068350082,0.16377212455681217,0.4939033863128254,0.009071012097801003,0.008257786395349024,0.005605939208406227,0.007384251982325057,0.0,0.012183958264985379,1.4659313672875343,0.10126081116004336,0.00025794638817362616,0.0044867576320606695,0.0,0.13436484166735274,2.9313257556465624,0.450782953399594,0.3964650439861457,0.0167040430164339,0.02052518274391942,0.10080310975188626,0.12929917402298663,5.91453483954433e-05,0.03361607738520297,0.014768914113212775,0.23163506605294154,0.22762310535753397,0.33155288549973183,0.29884337863545934,12.869322240062914
component_2,3.584778118713498,0.0,0.24760176041838367,0.578778414101786,0.0056609361406295714,0.004135766408016795,0.001123295879618119,0.016000355761063255,0.08585699091780129,0.009144855490540497,1.1537114056794724,0.003864441803589299,0.002302900293342015,0.0165906291158052,9.19495582384555,0.6064346689428844,2.326046799195736,0.14598640745440683,1.7506260610736857,0.12464463359679456,0.09067261915000248,0.003838854961857882,0.02178220711759878,0.002492634556487105,0.0002587578720175963,0.27386192108839397,0.01582799270771356,0.27829892375345233,0.0,0.0,1.860071031441465
