component,Acartia sp.,Bivalvia larvae,Bryozoa larvae,Calanoida indet (small),Calanoides acutus,Calanoides brevicornis,Calanoides sp.,Calanus australis,Calanus propinquus,Calanus simillimus,Calocalanus sp.,Candacia sp.,Centropages aucklandicus,Centropages bradyi,Chaetognatha indet,Cirripedia cyprid,Cirripedia nauplius,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Clione limacina antarctica,Cnidaria indet,Copepoda indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Eucalanus sp.,Euchirella rostrata,Euchirella sp.,Euphausia lucens,Euphausia similis var armata,Euphausia superba,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Gammaridea indet,Gastropoda indet,Globigerina bulloides,Globorotalia sp.,Heterorhabdus spinifrons,Hyperiidea indet,Limacina sp.,Mesocalanus sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Microsetella rosea,Microsetella sp.,Neocalanus tonsus,Neogloboquadrina pachyderma,Nyctiphanes australis,Oikopleura sp.,Oithona similis,Oncaea sp.,Orcadia riedeli,Ostracoda indet,Paracalanus sp.,Paraeuchaeta sp.,Phronima sp.,Pisces egg,Pisces larvae,Pleuragramma antarctica,Pleuromamma gracilis,Pleuromamma robusta,Polychaeta indet,Polychaeta larvae,Primno macropa,Pseudosagitta gazellae,Pteropoda indet,Pyrosomatidae indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Rhincalanus sp.,Sagittidae indet,Salpa thompsoni,Salpidae indet,Scolecithricella minor,Scolecithricella sp.,Sergestidae indet,Siphonophorae nectophore,Solidosagitta marri,Spongiobranchaea australis,Stephos longipes,Teuthida indet,Thalia sp.,Themisto australis,Themisto gaudichaudii,Themisto sp.,Thysanoessa macrura,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Thysanoessa sp.,Thysanoessa sp. furcilia,Tintinnina indet,Vibilia sp.
component_1,0.003991260157819049,0.0006064882216233734,0.001994626289304283,1.564958908404563,0.11859433159308265,0.0011216415884192866,0.0309696262876052,0.06791243221446097,0.0,0.0,0.004470064211018523,0.0,0.010379305297826479,0.01473402499797779,0.04853642403682344,0.0009163168586659505,0.00018871397362551704,0.021983609328954993,0.025000274089384975,0.41097967362505144,0.00017657679171944699,0.00021506261263434955,6.802198765616082,0.0,1.1701071133630698,9.692413460943803e-05,0.0031066904287365095,6.338784512114239e-08,0.004198138941445435,7.38007029616864e-05,0.0,0.002973990485549812,0.0,0.0,0.013042963244253213,0.30316370240683965,0.09128024568889269,0.038992083638675686,0.02612278648794305,1.95321039667649,2.8083963493198802,0.00012298519242243767,0.0001344282858107446,0.0,0.0005180951143617229,2.3767241931115303e-05,0.00386369914704113,0.05330570404869835,0.051697441362494836,0.0,0.007805526849814848,0.0,0.10712329241426385,0.035987708273050534,0.0,0.06264724237620807,0.0,0.06286887970000266,0.20835581080714344,39.46969430066784,0.14599348328687342,0.0022051939951239926,0.004777615638887149,1.3334993386805492,0.0,0.0008091744629690645,0.0026756888747614858,0.0009506003826945809,0.00011282026128999007,0.0009063725061010266,6.573006105790721e-05,6.122714832083195e-05,0.004156988794303863,0.0006430775085187963,0.00027375337183892023,0.0,0.004149602155777601,0.4806081734815951,0.0016825232984348294,1.6700134647829659,0.001790324309033228,0.003300554705813973,0.00014031708981093044,0.00022171798036688865,0.0,0.004191818892666934,0.00014628928331313415,0.0010638977560930168,0.0018659889658346148,0.0003191364034124016,0.00011407772857290684,0.00027289861803781606,0.2872379197079101,0.0,0.0,3.38980884549706e-05,0.012952718705598248,6.054650006464772e-05,0.0,0.0,0.0,0.0,0.0028663812802741,0.0,0.0,0.0,0.03707397122512739,0.0,0.20999795480336786,0.0
component_2,2.312922487598552e-06,0.0003701091915961642,0.0,0.6680598088686763,0.0,4.381792174859188e-05,9.660129406927028e-05,0.0,9.01903201721791e-06,24.19361730716394,0.00014015048959201972,0.009439558775134865,0.0,0.0,0.018103417775914822,0.00028940740065626775,0.0,0.0009714516668905825,0.005951537468276718,0.9084409813829492,0.0001369735552178176,0.002167645216047733,0.7001142533761822,0.0,2.34439852969136,0.0001557662992200666,0.0,3.0429090703859232e-06,0.0,0.004009976075364373,0.02126264438401354,0.0018112335796071158,0.006585865879839849,0.012553812432398153,0.34656209107200964,0.01583713991389862,0.12738837687428092,0.34543094865887936,0.0,1.9672950067498618,0.0,0.006240153320575708,2.3357854214944663e-05,0.3850828043016119,0.00011337070879621854,0.002188568975033675,0.11081748423608376,13.991439036737427,0.002021464581861839,0.00013276029036756018,0.2160443906207621,0.2571761759844077,0.12461507131702755,0.0023161477194568215,0.010356564918085724,0.3807935887137476,0.0021094734535802707,0.0018327992528413164,0.011627167697318842,0.25435772480822505,0.0,0.00038688840697199246,0.13265414948980422,0.0,0.06265158658516062,0.0,2.8599999129860466e-05,0.0035187412017336117,0.0,3.529873661410549e-06,6.864875767900195e-05,0.00019604266437543895,0.021994811897701447,0.010597513035756108,0.00024854299442828725,0.0,0.0,0.01353023427613101,0.0,0.0,0.007823490848572597,0.08653155303663874,0.0,0.0026516120743731606,0.0020928473561900103,1.6738535674322148e-05,1.2076900488404694e-05,7.70974910509037e-06,2.3689210733355418e-05,0.001238694154496873,0.0,2.248860013124142e-05,0.0,0.0001955425589924468,0.05336400505021706,1.5756775481903074e-05,0.8261698093529796,1.6555175433377667e-06,0.00034665130736848853,0.0,0.028662122841984366,0.007400012451943554,0.0004633207458708449,0.0,0.011901954662886918,2.4038611366661448e-05,0.0682517181183029,0.028657879783056478,0.009847363280523637,0.0014792090540091498
component_3,0.0,0.0,0.0,0.0,0.026980982669681384,0.0,0.0,0.0,0.008297417554347888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007762210358101422,0.0,0.0,0.0,1.8147325695025878,32.311004610375576,3.7956342689568947,0.0,0.0,0.0,0.0,3.506017118099475e-05,0.0,0.0,0.0,0.1395345725387123,0.0,0.0,0.0,0.0,0.0,4.100088653661119,3.3566101417204672,0.0,0.0,0.6150473091892225,7.922753773941035e-05,0.0002558319860625742,0.0,0.04726074660405052,0.0,0.0025764276472161705,0.07248116114017031,0.021138251378525798,0.0,0.03985534762010337,0.04556219132279432,0.0,0.006344889094794797,0.0,0.0,8.460736060797398,0.08068181142782357,0.0009690988575539638,0.019181031496501542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010721918100382025,0.0,0.0,0.0,0.001710173431447104,0.0,0.0,0.03108945894914707,0.0,0.0,0.0,0.0,0.0063792381603952255,0.0016287072186166641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010909928413357885,0.05785570941094579,1.5270254298606303e-05,0.06107409012357996,0.0,0.0027168815397353753,0.02964348685771139,0.029128131542430255,0.04264556446472241,0.08408611720455164,0.10137148658006143,0.05299065223012289,0.0019118572984603206,0.0,0.03644188189283022,0.06367082327241673,0.0010845479778548548
