component,Calanoida indet (small),Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Copepoda nauplius indet,Ctenocalanus sp.,Ctenophora indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia longirostris,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma sp.,Primno macropa,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Tomopteris sp.,Vibilia antarctica
component_1,0.5181104287925549,0.26392348829967965,0.0002649724914460103,0.0011621532143096319,0.005813228093031933,0.0024206098319627684,0.10893861657096172,0.0006102032585138852,0.0004148807431411085,0.00013683152104096305,0.00040148813700185813,0.0,0.0,0.007083924335391079,0.021916377885591025,0.0007669734435896152,0.0,0.0005703949373767835,0.00592253179069364,0.02417293981991885,0.0014282192590355377,0.020239634007349055,4.0956073149798887e-05,0.0022789723101350016,0.0007688103824222253,0.0,5.443827338587066e-05,0.007866466320571598,0.001863871693049194,0.0005643200231317074,0.00029869717436564877,0.0,0.0001298608979051924,0.0,0.0004483321971204821,0.0003353403754512326,0.0,0.0,0.00040257497684002044,0.0002148884366106878,9.923405782004696e-05,0.0,0.0003353403754512326
component_2,0.1643964697029622,0.0,0.0,0.0017366153258441463,0.0,0.00968868890239372,0.002944162104827348,0.0,0.0007945903310337559,0.00072413618115567,0.0,3.2719839176847345e-05,5.9977177914838134e-05,0.00318556567926143,0.010212449677391176,0.014800245331357386,3.183399243140069e-05,0.0,0.0013497297239281468,0.0,0.0,0.0,0.0,0.004986416263778624,0.0011464478397617695,0.7793060367161745,0.0,0.0,0.00013121677027916085,0.0,0.0,0.00021384767041337184,0.0,0.0005806848826377086,0.0008591285917421332,0.0,7.583477967619854e-05,2.595204058492191e-05,0.002308995519116701,0.00011390017304777715,8.134077536873896e-05,0.0002130140077403887,0.0
