component,Calanoida indet (small),Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Copepoda nauplius indet,Ctenocalanus sp.,Ctenophora indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia longirostris,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma sp.,Primno macropa,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Tomopteris sp.,Vibilia antarctica
component_1,17.70471850632565,9.018716489538658,0.009054562719195367,0.039712760788321824,0.19864793542189665,0.08271637339634434,3.7226186420379106,0.020851687831893805,0.014177183787106338,0.004675766840803336,0.01371953555502172,0.0,0.0,0.24206979691664393,0.748920074909377,0.026208792886541682,0.0,0.019491369488979324,0.2023830295085202,0.8260306513794755,0.048804692091348516,0.6916228719932688,0.0013995389900402853,0.0778763772979485,0.02627156422473013,0.0,0.001860248805478376,0.2688105934670828,0.06369168004251294,0.01928377929067007,0.010206992750759843,0.0,0.004437568739444691,0.0,0.015320277118989927,0.011459153534133503,0.0,0.0,0.01375667472907959,0.007343105000459124,0.003390997289977,0.0,0.011459153534133503
component_2,4.002456317306317,0.0,0.0,0.042280269121439826,0.0,0.23588434820934973,0.07167964273765516,0.0,0.019345385553977433,0.017630083164762504,0.0,0.0007966091197167579,0.001460226214548227,0.0775569420693245,0.24863601876793015,0.3603321624315106,0.0007750419722659368,0.0,0.03286101137058043,0.0,0.0,0.0,0.0,0.12140110619005647,0.02791183659240095,18.973268558658095,0.0,0.0,0.003194651272556468,0.0,0.0,0.005206413257740515,0.0,0.014137565612430519,0.020916657551161642,0.0,0.0018463011616670038,0.00063183783066504,0.05621564574238601,0.00277305509042293,0.001980352137837526,0.00518611660272102,0.0
