component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia cheirura,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio sp.,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Egg indet,Euchirella sp.,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia longirostris furcilia,Euphausia spinifera calyptopis,Euphausia spinifera furcilia,Euphausia superba,Euphausia superba F2,Euphausia superba F3,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Globigerinita uvula,Globorotalia sp.,Haloptilus oxycephalus,Hansarsia megalops,Harpacticoida indet,Heterorhabdus austrinus,Heterorhabdus lobatus,Heterorhabdus sp.,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Lucicutia sp.,Mecynocera clausi,Metridia gerlachei,Metridia lucens,Myctophidae indet,Neocalanus tonsus,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Phronima sp.,Pisces egg,Pisces larvae,Pleuromamma borealis,Pleuromamma piseki,Pleuromamma sp.,Polychaeta indet,Primno macropa,Pseudosagitta sp.,Pyrosomatidae indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Spongiobranchaea australis,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria calyptopis,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris carpenteri,Tomopteris sp.,Travisiopsis sp.,Turborotalita quinqueloba
component_1,0.5523313829525838,0.012125687067209663,0.001851271227824511,0.037269603312656316,1.1808563278225874e-05,3.0250474140982417e-05,0.0004062009771198596,0.08510442873282295,0.023254144075950528,6.263425893154088e-06,6.695143571775204e-05,0.003244750885826263,0.012346675665459318,1.4638072115398373e-05,0.0001761589726342915,3.7454847176273053e-06,0.0,0.0003423354625145856,1.8272468265520716e-05,0.00030047877637433496,4.456097351863907e-06,4.446209918364469e-06,3.7389346564145543e-06,4.5854360666935416e-05,2.7258156903307593e-05,7.72202472278146e-05,5.1121833280732224e-05,7.78401031346839e-05,2.5675483201567623e-05,1.6637266273943463e-05,2.2024506838542006e-05,0.00019807132512124554,0.00020083526859002927,4.7864463572302955e-05,0.00022994398195873942,0.005922411291156452,0.0001573962903506848,2.0870924664100833e-05,2.2764154928203444e-06,1.5655122858510696e-05,1.6770956455813724e-05,1.775713229730677e-06,4.279100887506075e-05,2.0772453912903474e-05,0.00010056688571216978,3.5029229363624604e-06,0.0004584191603212605,0.0,1.873943117601923e-05,6.022815768069236e-06,3.647844231617659e-05,0.005059584920123068,4.506019314792131e-06,0.002692842954016935,4.825826856067514e-06,0.0,0.0048531255000058,0.2190088595923376,0.00042594939417621593,0.002052646154029166,7.46768931500494e-05,0.0008807125283606068,0.00010067970425710595,1.3391626015343085e-05,3.7389346564145543e-06,8.104398983255252e-06,7.5631547160895055e-06,0.000290590983264511,0.000354233156637016,9.306336111483274e-05,3.954070229110947e-05,0.0001728888169393623,4.566306688026561e-05,1.2477940926002417e-05,0.009247625140205159,0.0003754217590045611,0.002845005240532582,3.740826289301052e-05,1.7809736007408077e-05,0.0,9.253596947731622e-05,0.0,0.001334251908861911,1.0611447614986267e-05,0.0011520717269916097,0.001449361592700996,0.0021506745966980542,2.2033432326713112e-05,6.61380097834066e-05,7.544419340642382e-05,0.0003419823068621514,2.1094710032818055e-05,0.00017769543762090133,0.00014168211231869356,0.000746107544883764,0.006639171878130587,3.903989906990297e-05,1.3362367036577182e-05,6.246477058673077e-06,3.5072514403716806e-05
component_2,0.0,0.00422117898528743,0.0003868106615540265,0.2878139722808754,0.0,4.446621326588289e-05,0.0005316499690488642,0.01699657519709044,0.0071299898879283756,0.0,6.800597378169057e-05,8.513368291829887e-05,0.0029032566131128993,0.0,0.0004310760402147949,0.0,0.00013039150542866107,0.0006757888970832171,4.9708232368533534e-06,0.00021527909566819705,1.1650787795132364e-06,0.0,0.0,0.0,4.842092010670623e-06,1.4839648204027278e-05,0.0,1.667196055213483e-05,1.4850545990343237e-05,0.0,0.0,0.0,0.0005520719458101464,0.0003988760061621461,0.007706200411631492,0.010807479201842366,0.02283264407177578,7.174917497525065e-06,4.653262690912622e-06,0.0,0.0,6.221275019523588e-05,0.0,5.195713437401957e-06,0.0,5.812453007986291e-05,0.001765123535165484,0.5718956505023193,0.0,0.0,3.34132039177175e-05,0.0030771518004974073,0.0,0.0,0.006180363557514667,0.011133017462860531,0.0023456789969215426,0.018432429780002906,0.0,0.00514104910938795,2.3892255493532842e-05,0.0037885794630764663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034971640827868004,3.422800001626452e-05,0.0,0.0,1.374726207520146e-06,0.0004524104202710125,0.0007005996207751217,0.0,9.75841364992199e-05,0.0,9.75841364992199e-05,0.0,0.0,0.0,0.0,0.00387684171238329,0.0,9.017557576453712e-07,1.5834698645441624e-05,0.0,0.0,2.7378242968044716e-05,0.0001444284810644955,0.000162620005758718,0.005867275607135043,6.290943333712888e-06,5.893736609656851e-05,0.0,0.0001640961079978283
