component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Clione limacina antarctica,Copepoda indet,Copepoda nauplius indet,Ctenocalanus citer,Ctenocalanus sp.,Euphausia crystallorophias,Euphausia superba,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Heterorhabdus sp.,Hyperiella dilatata,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Microsetella sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paralabidocera antarctica,Pisces larvae,Pleuragramma antarctica,Polychaeta indet,Polychaeta larvae,Primno macropa,Pteropoda indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Rhincalanus sp.,Sagittidae indet,Salpidae indet,Scolecithricella sp.,Spongiobranchaea australis,Subeucalanus sp.,Teuthida indet,Themisto gaudichaudii,Themisto sp.,Thysanoessa macrura,Thysanoessa macrura F2,Thysanoessa macrura furcilia,Thysanoessa sp.,Thysanoessa sp. furcilia,Tintinnina indet,Vibilia sp.
component_1,0.13149443019678356,0.0,0.0006751222506996131,0.0,2.2725215896667426e-05,0.0,1.83067908672472e-05,0.0,7.311101614654586e-05,0.0,0.3595404652960774,0.42759786465774435,0.0,0.0,0.0,5.641052539860079e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.951623487226318e-07,0.0,0.012431075204550888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038177258467844546,0.024845711602863065,0.0,5.337740319688917e-06,0.0,0.0010689103153231961,0.0004553291384576015,2.655738185575025e-05,1.5319643814511475e-05,0.0031167607476580085,0.0,0.0,0.0,0.0,0.0,0.00030588952858785773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.345209307393705e-06,0.0,9.967491963375207e-05,1.6168460679731794e-05
component_2,0.06764189959092051,0.09083571971652192,0.00017948322371248563,0.07190572717396652,0.00012022256966664052,0.0003751036343340837,0.00013963564561448309,0.00034596683454271717,0.009990140956697991,2.5064991427989877e-06,0.2041442286754841,0.0,0.00038162627476457425,0.06449669199711779,2.7581310283884593e-06,2.5514346912745946e-05,0.0009939957447642432,0.0047294043482908645,0.004779743757650846,0.015736433187980292,0.001341904084016599,0.00013128525675848822,0.00026700911322796836,0.0,0.0006631572440197883,0.022192344138284383,0.00026532896436134003,0.00013421110916527902,0.004012137257776299,0.0033337560519225815,0.0024706020527493636,0.004021663690262625,0.00046477730368154886,0.37320906403998233,0.0,0.00020644286381119885,8.313888680855794e-06,1.7895624709821832e-06,0.0006064783085387237,0.0006102301292088895,0.0,0.00017283239355447779,0.0,0.005355518913759779,0.0008046668696166209,0.029513921490199862,0.003097583230943924,0.000194240667991221,0.003014309436027467,0.00022104355447664055,0.000123175267203266,0.00044718715274586764,5.746752460524811e-05,0.0009076406981058952,0.0008620006771526906,0.00381368909894592,1.755001338357891e-05,0.00010934061173922753,0.00010216897966838709,0.00025986056970153497,0.0001013417038763994,5.7163778269052985e-05
