component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Clione limacina antarctica,Copepoda indet,Copepoda nauplius indet,Ctenocalanus citer,Ctenocalanus sp.,Euphausia crystallorophias,Euphausia superba,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Heterorhabdus sp.,Hyperiella dilatata,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Microsetella sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paralabidocera antarctica,Pisces larvae,Pleuragramma antarctica,Polychaeta indet,Polychaeta larvae,Primno macropa,Pteropoda indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Rhincalanus sp.,Sagittidae indet,Salpidae indet,Scolecithricella sp.,Spongiobranchaea australis,Subeucalanus sp.,Teuthida indet,Themisto gaudichaudii,Themisto sp.,Thysanoessa macrura,Thysanoessa macrura F2,Thysanoessa macrura furcilia,Thysanoessa sp.,Thysanoessa sp. furcilia,Tintinnina indet,Vibilia sp.
component_1,6.08216859400928,0.0,0.031227234067458528,0.0,0.0010511364946176405,0.0,0.0008467658158846519,0.0,0.0033816909630101097,0.0,16.630253639083612,19.77819364207853,0.0,0.0,0.0,0.0002609223260920484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.603043014280735e-05,0.0,0.574989336702235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.765858235295648,1.1492183097078594,0.0,0.0002468928644871462,0.0,0.049441582734280155,0.021060881299076257,0.0012283902338709638,0.0007085977431940642,0.14416324939449882,0.0,0.0,0.0,0.0,0.0,0.014148672922717305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033974672006257666,0.0,0.004610382849673239,0.000747859081274943
component_2,3.2773255057659645,4.401091969060036,0.008696162444985273,3.4839127094757316,0.0058249176371459235,0.01817418960057731,0.006765502826710533,0.016762479141673232,0.4840334757242432,0.00012144268006302835,9.891015650643983,0.0,0.01849021880698736,3.124936688621005,0.00013363452567490195,0.0012361985752293602,0.04816020287188918,0.22914491744721235,0.23158391799625677,0.7624477456820632,0.06501675008295349,0.006360917169797827,0.012936889447904172,0.0,0.03213070838198704,1.0752438343245148,0.012855484360711381,0.006502677983389309,0.19439252663018297,0.161524200311401,0.11970342599840415,0.19485409291314087,0.022518978932713683,18.08239555598548,0.0,0.010002387087642168,0.0004028171827026131,8.670629840056593e-05,0.029384550719130834,0.029566330616646378,0.0,0.008373922303250958,0.0,0.2594808667235139,0.03898700762971165,1.4299824259812735,0.1500813636281753,0.009411177085720044,0.14604665535279948,0.010709806840917017,0.005967979127230007,0.0216667164938936,0.002784365685781145,0.04397620451175143,0.04176489457429799,0.18477749191885154,0.0008503177296377649,0.00529767463415714,0.004950201058668,0.012590534538152301,0.004910118623523793,0.0027696488368913947
