Segment_ID,K3_MC0,K3_MC1,K3_MC2
AA_93.0_24-Dec-2000_02:03,0.0030698373,0.06636181,0.9305684
AA_93.0_24-Dec-2000_02:25,0.0035786163,0.07597567,0.9204457
AA_93.0_24-Dec-2000_02:48,0.0032883035,0.018558992,0.9781527
AA_93.0_24-Dec-2000_03:10,0.0017293992,0.041535877,0.9567347
AA_93.0_24-Dec-2000_03:34,0.0086916005,0.010666325,0.9806421
AA_93.0_24-Dec-2000_03:57,0.001755617,0.023737673,0.9745067
AA_93.0_24-Dec-2000_04:19,0.0016970658,0.024685215,0.97361773
AA_93.0_24-Dec-2000_04:42,0.0020613826,0.066981345,0.9309573
AA_93.0_24-Dec-2000_05:05,0.004419386,0.11882258,0.87675804
AA_93.0_24-Dec-2000_05:28,0.008591571,0.23535165,0.7560568
AA_93.0_24-Dec-2000_05:50,0.008081953,0.29122114,0.7006969
AA_93.0_24-Dec-2000_06:12,0.027237676,0.4173855,0.5553768
AA_93.0_24-Dec-2000_06:34,0.013151645,0.26457897,0.72226936
AA_93.0_24-Dec-2000_06:57,0.05976219,0.14684679,0.793391
AA_93.0_24-Dec-2000_07:19,0.030759145,0.30842772,0.6608131
AA_93.0_24-Dec-2000_07:41,0.011361466,0.21040514,0.77823335
AA_93.0_24-Dec-2000_08:03,0.0070187417,0.17847955,0.8145017
AA_93.0_24-Dec-2000_08:26,0.0034924734,0.05108657,0.9454209
AA_93.0_24-Dec-2000_08:48,0.0033915073,0.08928974,0.9073188
AA_93.0_24-Dec-2000_09:10,0.0059516593,0.1279603,0.866088
AA_93.0_24-Dec-2000_09:32,0.004159583,0.06692533,0.928915
AA_93.0_24-Dec-2000_09:54,0.0040360903,0.03394569,0.96201825
AA_93.0_24-Dec-2000_10:16,0.0035898667,0.024635108,0.97177505
AA_93.0_24-Dec-2000_10:38,0.003687727,0.006482423,0.98982984
AA_93.0_24-Dec-2000_10:59,0.003935867,0.0071413545,0.98892283
AA_93.0_24-Dec-2000_11:22,0.04506229,0.007878241,0.9470595
AA_93.0_24-Dec-2000_11:44,0.08266873,0.008662365,0.90866894
AA_93.0_24-Dec-2000_12:06,0.022087608,0.009328121,0.9685843
AA_93.0_24-Dec-2000_12:28,0.021921465,0.08988306,0.88819546
AA_93.0_24-Dec-2000_12:51,0.052719843,0.010823105,0.93645704
AA_93.0_24-Dec-2000_13:13,0.037984993,0.0763589,0.8856561
AA_93.0_24-Dec-2000_13:36,0.08956827,0.043561976,0.86686975
AA_93.0_24-Dec-2000_13:58,0.0735322,0.05950909,0.86695874
AA_93.0_24-Dec-2000_14:21,0.0077525415,0.17833489,0.8139126
AA_93.0_24-Dec-2000_14:43,0.028387902,0.1308783,0.84073377
AA_93.0_24-Dec-2000_15:05,0.04087404,0.014000077,0.9451259
AA_93.0_24-Dec-2000_15:27,0.039944056,0.09192616,0.8681298
AA_93.0_24-Dec-2000_15:49,0.070134275,0.0421544,0.88771135
AA_93.0_24-Dec-2000_16:10,0.06278205,0.057883844,0.8793341
AA_93.0_24-Dec-2000_16:32,0.015047761,0.050629415,0.93432283
AA_93.0_24-Dec-2000_16:53,0.0323536,0.05781649,0.9098299
AA_93.0_24-Dec-2000_17:14,0.054410394,0.02289098,0.9226986
AA_93.0_24-Dec-2000_17:35,0.03608095,0.020419609,0.94349945
AA_93.0_24-Dec-2000_17:57,0.05386575,0.030131908,0.91600233
AA_93.0_24-Dec-2000_18:18,0.024026863,0.028240424,0.94773275
AA_93.0_24-Dec-2000_18:39,0.08422911,0.009608169,0.9061627
AA_93.0_24-Dec-2000_19:00,0.05369781,0.036703546,0.90959865
AA_93.0_24-Dec-2000_19:22,0.047954466,0.036452383,0.91559315
AA_93.0_24-Dec-2000_19:43,0.07029054,0.01529171,0.9144178
AA_93.0_24-Dec-2000_20:04,0.04695585,0.049986944,0.90305716
AA_93.0_24-Dec-2000_20:26,0.034408886,0.13343252,0.83215857
AA_93.0_24-Dec-2000_20:47,0.01050544,0.06441138,0.92508316
AA_93.0_24-Dec-2000_21:09,0.012059537,0.15528738,0.83265305
AA_93.0_24-Dec-2000_21:31,0.10206583,0.15928105,0.7386531
AA_93.0_24-Dec-2000_21:52,0.02670327,0.075417675,0.89787906
AA_93.0_24-Dec-2000_22:14,0.015994491,0.10030234,0.8837031
AA_93.0_24-Dec-2000_22:36,0.050017618,0.07711415,0.87286824
AA_93.0_24-Dec-2000_22:58,0.022349792,0.010152604,0.96749765
AA_93.0_24-Dec-2000_23:19,0.0074697784,0.08932276,0.9032074
AA_93.0_24-Dec-2000_23:41,0.027922291,0.043380603,0.9286971
AA_93.0_25-Dec-2000_00:02,0.06445991,0.1989471,0.736593
AA_94.0_03-Jan-2001_09:37,0.021745022,0.28460908,0.6936459
AA_94.0_03-Jan-2001_10:04,0.026328178,0.24190518,0.73176664
AA_94.0_03-Jan-2001_10:30,0.355858,0.02776418,0.6163778
AA_94.0_03-Jan-2001_10:57,0.7016871,0.019951789,0.27836117
AA_94.0_03-Jan-2001_11:23,0.50395054,0.13833842,0.3577111
AA_94.0_03-Jan-2001_11:50,0.29192042,0.006857319,0.70122224
AA_94.0_03-Jan-2001_12:19,0.25192934,0.008654453,0.73941624
AA_94.0_03-Jan-2001_12:47,0.18204093,0.004696669,0.8132624
AA_94.0_03-Jan-2001_13:13,0.27703142,0.0047493493,0.7182193
AA_94.0_03-Jan-2001_13:40,0.07781655,0.009432612,0.9127509
AA_94.0_03-Jan-2001_14:07,0.07226508,0.02641535,0.90131956
AA_94.0_03-Jan-2001_14:33,0.09092967,0.0077508306,0.9013195
AA_94.0_03-Jan-2001_14:58,0.09387324,0.02432894,0.8817978
AA_94.0_03-Jan-2001_15:24,0.06274808,0.002891295,0.93436056
AA_94.0_03-Jan-2001_15:49,0.08927776,0.0056727286,0.9050495
AA_94.0_03-Jan-2001_16:14,0.08269055,0.007224522,0.9100849
AA_94.0_03-Jan-2001_16:39,0.1128201,0.07727453,0.8099054
AA_94.0_03-Jan-2001_17:04,0.0765226,0.103766024,0.8197114
AA_94.0_03-Jan-2001_17:28,0.16107596,0.078114636,0.76080936
AA_94.0_03-Jan-2001_17:54,0.060368504,0.21879147,0.72084
AA_95.0_05-Jan-2001_05:33,0.053527854,0.043915782,0.90255636
AA_95.0_05-Jan-2001_06:45,0.025210071,0.059680298,0.91510963
AA_95.0_05-Jan-2001_08:00,0.19070597,0.022310616,0.78698343
AA_95.0_05-Jan-2001_09:11,0.09492477,0.007081802,0.89799345
AA_95.0_05-Jan-2001_10:21,0.15848108,0.002205006,0.839314
AA_95.0_05-Jan-2001_11:29,0.07697245,0.003265179,0.9197623
AA_95.0_05-Jan-2001_12:43,0.12664862,0.002392195,0.87095916
AA_95.0_05-Jan-2001_13:56,0.109708376,0.0042286715,0.886063
AA_95.0_05-Jan-2001_15:06,0.038983006,0.00489831,0.9561187
AA_95.0_05-Jan-2001_15:59,0.10150113,0.0044568037,0.8940421
AA_95.0_05-Jan-2001_16:50,0.10648442,0.004338242,0.8891773
AA_95.0_05-Jan-2001_17:41,0.0422968,0.0056974106,0.9520058
AA_95.0_05-Jan-2001_18:28,0.021873422,0.005188528,0.972938
AA_95.0_05-Jan-2001_19:16,0.06251588,0.004522888,0.9329612
AA_95.0_05-Jan-2001_20:01,0.033981733,0.00922533,0.95679295
AA_95.0_05-Jan-2001_20:38,0.11473067,0.007549535,0.87771976
AA_95.0_05-Jan-2001_21:13,0.10084579,0.011419551,0.88773465
AA_95.0_05-Jan-2001_21:47,0.050174575,0.010929752,0.93889564
AA_95.0_05-Jan-2001_22:21,0.023293918,0.018110184,0.9585959
AA_95.0_05-Jan-2001_22:55,0.086081214,0.0165893,0.8973295
AA_95.0_05-Jan-2001_23:40,0.042274967,0.00717037,0.95055467
AA_95.0_06-Jan-2001_00:15,0.1565689,0.0070199315,0.8364112
AA_95.0_06-Jan-2001_00:50,0.090701684,0.0057705403,0.90352774
AA_95.0_06-Jan-2001_01:25,0.024924077,0.006452943,0.968623
AA_95.0_06-Jan-2001_02:17,0.0055082035,0.007144089,0.9873477
AA_95.0_06-Jan-2001_03:06,0.01282806,0.015521357,0.97165054
AA_95.0_06-Jan-2001_03:54,0.026728572,0.013829596,0.95944184
AA_95.0_06-Jan-2001_04:30,0.14705549,0.01035386,0.8425907
AA_95.0_06-Jan-2001_04:58,0.034075953,0.007807164,0.95811695
AA_95.0_06-Jan-2001_05:24,0.08427308,0.009347577,0.90637934
AA_95.0_06-Jan-2001_05:50,0.13631596,0.0067345905,0.85694945
AA_95.0_06-Jan-2001_06:15,0.03797868,0.010430169,0.95159113
AA_95.0_06-Jan-2001_06:41,0.05993344,0.006140383,0.9339262
AA_95.0_06-Jan-2001_07:06,0.07356319,0.007870304,0.91856647
AA_95.0_06-Jan-2001_07:32,0.08706578,0.020077838,0.8928564
AA_95.0_06-Jan-2001_07:56,0.16953166,0.0074595166,0.8230088
AA_95.0_06-Jan-2001_08:21,0.3296758,0.004413848,0.6659104
AA_95.0_06-Jan-2001_08:45,0.2328791,0.0031805402,0.76394033
AA_95.0_06-Jan-2001_09:09,0.21716957,0.0026099079,0.7802205
AA_95.0_06-Jan-2001_09:41,0.22569716,0.0029013725,0.77140146
AA_95.0_06-Jan-2001_10:03,0.18599659,0.0032283184,0.81077504
AA_95.0_06-Jan-2001_10:27,0.24789605,0.0016651641,0.7504388
AA_95.0_06-Jan-2001_10:50,0.13844177,0.0010296273,0.8605285
AA_95.0_06-Jan-2001_11:13,0.08511913,0.0012535831,0.9136273
AA_95.0_06-Jan-2001_11:36,0.19951163,0.0016534023,0.7988349
AA_95.0_06-Jan-2001_11:59,0.15354133,0.0013151437,0.84514356
AA_95.0_06-Jan-2001_12:23,0.08762065,0.0015141505,0.9108652
AA_95.0_06-Jan-2001_12:46,0.18033147,0.0014216007,0.81824696
AA_95.0_06-Jan-2001_13:09,0.12846826,0.0020885796,0.86944324
AA_95.0_06-Jan-2001_13:31,0.121308915,0.002552521,0.87613857
AA_95.0_06-Jan-2001_13:54,0.1423924,0.0026093507,0.85499823
AA_95.0_06-Jan-2001_14:17,0.10055493,0.0020466377,0.8973985
AA_95.0_06-Jan-2001_14:40,0.1252032,0.0019176041,0.8728792
AA_95.0_06-Jan-2001_15:03,0.14868112,0.0012967627,0.85002214
AA_95.0_06-Jan-2001_15:26,0.09001297,0.0013499435,0.9086371
AA_95.0_06-Jan-2001_15:48,0.09532535,0.0014125927,0.903262
AA_95.0_06-Jan-2001_16:11,0.078798056,0.0012471497,0.9199548
AA_95.0_06-Jan-2001_16:34,0.027964335,0.00122298,0.9708127
AA_95.0_06-Jan-2001_16:57,0.03685579,0.0013981045,0.9617461
AA_95.0_06-Jan-2001_17:20,0.041039653,0.0015538145,0.9574065
AA_95.0_06-Jan-2001_17:43,0.033838633,0.0015178514,0.9646435
AA_95.0_06-Jan-2001_18:05,0.007874321,0.0022585925,0.98986703
AA_95.0_06-Jan-2001_18:28,0.0261624,0.0024800517,0.9713576
AA_95.0_06-Jan-2001_18:50,0.03572812,0.0023064099,0.9619655
AA_95.0_06-Jan-2001_19:11,0.0018777099,0.0028316553,0.99529064
AA_95.0_06-Jan-2001_19:32,0.039823458,0.0036620293,0.95651454
AA_95.0_06-Jan-2001_19:54,0.029624546,0.004771037,0.9656044
AA_95.0_06-Jan-2001_20:15,0.019184604,0.0031340227,0.9776814
AA_95.0_06-Jan-2001_20:36,0.05073679,0.0034764232,0.9457868
AA_95.0_06-Jan-2001_20:57,0.033728685,0.0039516976,0.96231955
AA_95.0_06-Jan-2001_21:18,0.0040718783,0.0064126304,0.9895155
AA_95.0_06-Jan-2001_21:39,0.029104916,0.004344251,0.9665508
AA_95.0_06-Jan-2001_22:00,0.026319519,0.005432997,0.9682475
AA_95.0_06-Jan-2001_22:22,0.009111832,0.0077200835,0.98316807
AA_95.0_06-Jan-2001_22:44,0.033980254,0.005148025,0.9608717
AA_95.0_06-Jan-2001_23:06,0.0031245495,0.0037802774,0.9930952
AA_95.0_06-Jan-2001_23:28,0.0027951421,0.011835087,0.98536974
AA_95.0_06-Jan-2001_23:51,0.0040992605,0.006840609,0.98906016
AA_95.0_07-Jan-2001_00:13,0.0034338962,0.0059926705,0.9905734
AA_95.0_07-Jan-2001_00:45,0.005240575,0.00869449,0.986065
AA_95.0_07-Jan-2001_01:08,0.009564675,0.10781705,0.8826183
AA_95.0_07-Jan-2001_01:31,0.014206252,0.13270608,0.8530877
AA_95.0_07-Jan-2001_01:53,0.013087207,0.21442807,0.7724847
AA_95.0_07-Jan-2001_02:16,0.009602834,0.22365987,0.7667373
AA_95.0_07-Jan-2001_02:39,0.0061106565,0.2062173,0.78767204
AA_95.0_07-Jan-2001_03:02,0.0063933143,0.17407185,0.8195348
AA_95.0_07-Jan-2001_03:25,0.0057103294,0.10730545,0.8869842
AA_95.0_07-Jan-2001_03:48,0.007859382,0.042368658,0.94977194
AA_95.0_07-Jan-2001_04:11,0.00485187,0.06607839,0.92906976
AA_95.0_07-Jan-2001_04:34,0.0036895908,0.10840095,0.8879095
AA_95.0_07-Jan-2001_04:56,0.0063023767,0.20266044,0.79103714
AA_95.0_07-Jan-2001_05:19,0.010678542,0.15400815,0.83531326
AA_95.0_07-Jan-2001_05:36,0.009520454,0.01713788,0.97334164
AA_96.0_07-Jan-2001_06:18,0.01177386,0.021606453,0.9666197
AA_96.0_07-Jan-2001_06:41,0.058537237,0.021355066,0.9201077
AA_96.0_07-Jan-2001_07:04,0.008856427,0.015328435,0.9758152
AA_96.0_07-Jan-2001_07:27,0.010021023,0.019181393,0.97079754
AA_96.0_07-Jan-2001_07:51,0.011464184,0.20697294,0.78156286
AA_96.0_07-Jan-2001_08:14,0.010810547,0.021010635,0.9681788
AA_96.0_07-Jan-2001_08:37,0.016356321,0.18713897,0.7965047
AA_96.0_07-Jan-2001_09:00,0.014953996,0.17208599,0.81296
AA_96.0_07-Jan-2001_09:23,0.013942091,0.031663265,0.95439464
AA_96.0_07-Jan-2001_09:46,0.022994142,0.047871415,0.9291344
AA_96.0_07-Jan-2001_10:09,0.015445417,0.5374903,0.44706425
AA_96.0_07-Jan-2001_10:36,0.03264351,0.58641493,0.38094157
AA_96.0_07-Jan-2001_10:58,0.028341282,0.56352746,0.40813124
AA_96.0_07-Jan-2001_11:20,0.016308041,0.69329715,0.29039478
AA_96.0_07-Jan-2001_11:43,0.021615932,0.77226514,0.20611893
AA_96.0_07-Jan-2001_12:05,0.01665329,0.114338115,0.8690086
AA_96.0_07-Jan-2001_12:27,0.01833511,0.5727532,0.40891173
AA_96.0_07-Jan-2001_12:49,0.0130255455,0.4683961,0.5185784
AA_96.0_07-Jan-2001_13:11,0.00908425,0.2059314,0.7849844
AA_96.0_07-Jan-2001_13:33,0.074581966,0.20281196,0.7226061
AA_96.0_07-Jan-2001_13:55,0.009036594,0.14353786,0.8474255
AA_96.0_07-Jan-2001_14:17,0.030577019,0.13782093,0.8316021
AA_96.0_07-Jan-2001_14:38,0.06350287,0.10876076,0.8277364
AA_96.0_07-Jan-2001_14:59,0.10236695,0.04973644,0.84789664
AA_96.0_07-Jan-2001_15:21,0.058242667,0.008142767,0.93361455
AA_96.0_07-Jan-2001_15:43,0.015480038,0.01264132,0.97187865
AA_96.0_07-Jan-2001_16:06,0.0016285168,0.006797964,0.9915735
AA_96.0_07-Jan-2001_16:36,0.00362809,0.0064120274,0.98995984
AA_96.0_07-Jan-2001_17:08,0.0011728925,0.016950082,0.98187697
AA_96.0_07-Jan-2001_17:42,0.001769365,0.008593675,0.989637
AA_96.0_07-Jan-2001_18:17,0.0014966711,0.016781101,0.9817223
AA_96.0_07-Jan-2001_18:54,0.0015914405,0.07893352,0.919475
AA_96.0_07-Jan-2001_19:31,0.0019854058,0.13490608,0.8631085
AA_96.0_07-Jan-2001_20:09,0.0022455347,0.024778323,0.97297615
AA_96.0_07-Jan-2001_20:47,0.0028548038,0.012682831,0.9844624
AA_96.0_07-Jan-2001_21:24,0.00472509,0.0079433825,0.9873315
AA_96.0_07-Jan-2001_22:02,0.0047870683,0.23597991,0.75923306
AA_96.0_07-Jan-2001_22:39,0.0042859893,0.22143032,0.7742837
AA_96.0_07-Jan-2001_23:12,0.0037591937,0.11284898,0.8833918
AA_96.0_07-Jan-2001_23:47,0.0036859862,0.079122595,0.9171914
AA_96.0_08-Jan-2001_00:17,0.0027823988,0.3219278,0.6752898
AA_96.0_08-Jan-2001_00:49,0.0035013978,0.20025223,0.79624635
AA_96.0_08-Jan-2001_01:29,0.0043492536,0.5360549,0.45959583
AA_96.0_08-Jan-2001_02:00,0.004155192,0.3028684,0.69297636
AA_96.0_08-Jan-2001_02:26,0.004559622,0.46425983,0.53118056
AA_96.0_08-Jan-2001_02:52,0.005489637,0.3030591,0.6914513
AA_96.0_08-Jan-2001_03:19,0.0038041174,0.2042162,0.79197973
AA_96.0_08-Jan-2001_03:46,0.004585156,0.07243224,0.92298263
AA_96.0_08-Jan-2001_04:12,0.0053716637,0.07441876,0.9202096
AA_96.0_08-Jan-2001_04:38,0.0053800074,0.09187478,0.90274525
AA_96.0_08-Jan-2001_05:04,0.004589965,0.0570032,0.9384068
AA_96.0_08-Jan-2001_05:30,0.003719348,0.0063414467,0.9899392
AA_96.0_08-Jan-2001_06:03,0.0032173742,0.004493058,0.99228954
AA_97.0_08-Jan-2001_13:43,0.0024029887,0.057153437,0.9404435
AA_97.0_08-Jan-2001_14:08,0.0017330806,0.05676888,0.94149804
AA_97.0_08-Jan-2001_14:32,0.0023724353,0.06236091,0.9352667
AA_97.0_08-Jan-2001_14:56,0.0029186467,0.08427798,0.9128034
AA_97.0_08-Jan-2001_15:21,0.0029075423,0.051065687,0.94602674
AA_97.0_08-Jan-2001_15:45,0.0031128374,0.07221251,0.92467463
AA_97.0_08-Jan-2001_16:08,0.0029592162,0.04550079,0.95154
AA_97.0_08-Jan-2001_16:32,0.001898526,0.046126902,0.9519746
AA_97.0_08-Jan-2001_16:58,0.0015304808,0.013348694,0.98512083
AA_97.0_08-Jan-2001_17:31,0.0013839311,0.011124749,0.9874913
AA_97.0_08-Jan-2001_18:04,0.0060085626,0.03681173,0.9571797
AA_97.0_08-Jan-2001_18:36,0.0014419671,0.021928752,0.9766293
AA_97.0_08-Jan-2001_19:08,0.0014243978,0.03392294,0.96465266
AA_97.0_08-Jan-2001_19:37,0.001461147,0.012667315,0.98587155
AA_97.0_08-Jan-2001_20:01,0.0019068678,0.003543509,0.99454963
AA_97.0_08-Jan-2001_20:24,0.0027928236,0.015472961,0.9817342
AA_97.0_08-Jan-2001_20:48,0.009504539,0.005558997,0.9849365
AA_97.0_08-Jan-2001_21:11,0.002455025,0.042678855,0.9548661
AA_97.0_08-Jan-2001_21:34,0.006263026,0.049624927,0.944112
AA_97.0_08-Jan-2001_21:57,0.002585117,0.04680052,0.95061433
AA_97.0_08-Jan-2001_22:21,0.0033913068,0.0072709783,0.9893377
AA_97.0_08-Jan-2001_22:44,0.0059055174,0.01238804,0.9817064
AA_97.0_08-Jan-2001_23:07,0.004356698,0.0092883585,0.9863549
AA_97.0_08-Jan-2001_23:30,0.004245517,0.07758705,0.9181674
AA_97.0_08-Jan-2001_23:54,0.0040624393,0.16152245,0.83441514
AA_97.0_09-Jan-2001_00:17,0.005250796,0.050682396,0.9440669
AA_97.0_09-Jan-2001_00:41,0.00504061,0.010820994,0.98413837
AA_97.0_09-Jan-2001_01:03,0.0055587804,0.011406314,0.9830349
AA_97.0_09-Jan-2001_01:27,0.0058163074,0.10239069,0.891793
AA_97.0_09-Jan-2001_01:50,0.0046007307,0.009530634,0.98586863
AA_97.0_09-Jan-2001_02:12,0.006751887,0.5544887,0.43875945
AA_97.0_09-Jan-2001_02:43,0.0073852125,0.30867562,0.68393916
AA_97.0_09-Jan-2001_03:07,0.005478618,0.6109248,0.38359663
AA_97.0_09-Jan-2001_03:41,0.008164037,0.4089646,0.5828714
AA_97.0_09-Jan-2001_04:07,0.006504881,0.47441307,0.519082
AA_97.0_09-Jan-2001_04:32,0.015974468,0.23640428,0.74762124
AA_97.0_09-Jan-2001_04:54,0.008342288,0.08850425,0.9031534
AA_97.0_09-Jan-2001_05:18,0.04252184,0.16305327,0.7944249
AA_97.0_09-Jan-2001_05:40,0.014277186,0.13822268,0.8475002
AA_97.0_09-Jan-2001_06:03,0.018368896,0.19773729,0.7838938
AA_97.0_09-Jan-2001_06:24,0.011648647,0.35157305,0.63677835
AA_97.0_09-Jan-2001_06:38,0.03147067,0.17006454,0.79846483
AA_98.0_09-Jan-2001_13:03,0.024249375,0.21335983,0.76239085
AA_98.0_09-Jan-2001_13:26,0.016053528,0.1734278,0.8105187
AA_98.0_09-Jan-2001_13:48,0.020330187,0.4013006,0.5783692
AA_98.0_09-Jan-2001_14:11,0.030023314,0.29825512,0.6717216
AA_98.0_09-Jan-2001_14:33,0.018768681,0.030074522,0.9511568
AA_98.0_09-Jan-2001_14:56,0.01745702,0.024843467,0.95769954
AA_98.0_09-Jan-2001_15:18,0.0054968935,0.032423135,0.96207994
AA_98.0_09-Jan-2001_15:41,0.015811842,0.00539952,0.9787887
AA_98.0_09-Jan-2001_16:05,0.0029574432,0.005419259,0.9916232
AA_98.0_09-Jan-2001_16:37,0.0028902655,0.01678177,0.9803279
AA_98.0_09-Jan-2001_17:09,0.003452882,0.0051630167,0.99138415
AA_98.0_09-Jan-2001_17:41,0.0042117233,0.0070490884,0.9887392
AA_98.0_09-Jan-2001_18:13,0.003304847,0.016433967,0.98026115
AA_98.0_09-Jan-2001_18:45,0.0030329472,0.0056914226,0.99127567
AA_98.0_09-Jan-2001_19:17,0.0036209885,0.007117911,0.9892611
AA_98.0_09-Jan-2001_19:45,0.0063270163,0.014972583,0.9787004
AA_98.0_09-Jan-2001_20:08,0.0395005,0.013301514,0.94719803
AA_98.0_09-Jan-2001_20:31,0.010600134,0.016801225,0.9725986
AA_98.0_09-Jan-2001_20:54,0.007910334,0.06971309,0.9223766
AA_98.0_09-Jan-2001_21:16,0.012186544,0.046308503,0.94150496
AA_98.0_09-Jan-2001_21:39,0.039295863,0.0670901,0.89361405
AA_98.0_09-Jan-2001_22:02,0.07054786,0.45406124,0.47539088
AA_98.0_09-Jan-2001_22:24,0.07121948,0.57818806,0.35059243
AA_98.0_09-Jan-2001_22:46,0.1194173,0.14971577,0.730867
AA_98.0_09-Jan-2001_23:09,0.07959365,0.15140751,0.7689988
AA_98.0_09-Jan-2001_23:31,0.06640557,0.1511624,0.782432
AA_98.0_09-Jan-2001_23:55,0.04898285,0.5274261,0.42359108
AA_98.0_10-Jan-2001_00:18,0.10069321,0.55193293,0.3473739
AA_98.0_10-Jan-2001_00:41,0.14350083,0.5674909,0.28900835
AA_98.0_10-Jan-2001_01:04,0.079594195,0.1992956,0.7211102
AA_98.0_10-Jan-2001_01:26,0.07959465,0.3643103,0.55609506
AA_98.0_10-Jan-2001_01:49,0.05619536,0.46074423,0.48306042
AA_98.0_10-Jan-2001_02:11,0.0386629,0.071891405,0.88944566
AA_98.0_10-Jan-2001_02:43,0.041054867,0.30080983,0.65813535
AA_98.0_10-Jan-2001_03:06,0.04930387,0.07873289,0.87196326
AA_98.0_10-Jan-2001_03:28,0.065929115,0.67858994,0.25548092
AA_98.0_10-Jan-2001_03:51,0.079594195,0.19926654,0.72113925
AA_98.0_10-Jan-2001_04:13,0.25816965,0.16370244,0.5781279
AA_98.0_10-Jan-2001_04:35,0.092407,0.096855946,0.8107371
AA_98.0_10-Jan-2001_04:58,0.092356786,0.09685528,0.8107879
AA_98.0_10-Jan-2001_05:20,0.07767108,0.40205717,0.5202717
AA_98.0_10-Jan-2001_05:43,0.0924279,0.4996082,0.40796396
AA_98.0_10-Jan-2001_06:05,0.056871273,0.15211985,0.7910089
AA_98.0_10-Jan-2001_06:28,0.065871514,0.12828761,0.8058409
AA_98.0_10-Jan-2001_06:51,0.25286135,0.12427101,0.62286764
AA_98.0_10-Jan-2001_07:30,0.054865703,0.066655226,0.87847906
AA_99.0_10-Jan-2001_08:02,0.05921931,0.26599044,0.6747902
AA_99.0_10-Jan-2001_08:25,0.36783946,0.10591932,0.52624124
AA_99.0_10-Jan-2001_08:47,0.07959365,0.15133041,0.7690759
AA_100.0_10-Jan-2001_10:33,0.05661666,0.09753248,0.8458509
AA_100.0_10-Jan-2001_11:07,0.097705245,0.11420036,0.7880944
AA_100.0_10-Jan-2001_11:36,0.06592911,0.6786129,0.25545803
AA_100.0_10-Jan-2001_12:00,0.06587151,0.12824121,0.8058873
AA_100.0_10-Jan-2001_12:22,0.035754655,0.058635972,0.9056094
AA_100.0_10-Jan-2001_12:51,0.033062942,0.61833066,0.34860638
AA_100.0_10-Jan-2001_13:14,0.072737485,0.65934783,0.26791474
AA_100.0_10-Jan-2001_13:35,0.100566775,0.5434761,0.35595715
AA_100.0_10-Jan-2001_13:56,0.06675227,0.36344287,0.56980485
AA_100.0_10-Jan-2001_14:17,0.10053814,0.2590953,0.64036655
AA_100.0_10-Jan-2001_14:39,0.04899149,0.7502091,0.20079945
AA_100.0_10-Jan-2001_15:00,0.06596689,0.7453828,0.18865034
AA_100.0_10-Jan-2001_15:22,0.07107102,0.57260936,0.35631964
AA_100.0_10-Jan-2001_15:43,0.21760783,0.51118886,0.27120328
AA_100.0_10-Jan-2001_16:04,0.08084716,0.3665059,0.5526469
AA_100.0_10-Jan-2001_16:35,0.08880486,0.57777035,0.33342478
AA_100.0_10-Jan-2001_17:06,0.07138038,0.45226797,0.47635168
AA_100.0_10-Jan-2001_17:36,0.11315085,0.42704415,0.459805
AA_100.0_10-Jan-2001_18:07,0.48960772,0.18536884,0.32502344
AA_100.0_10-Jan-2001_18:37,0.10068597,0.6594959,0.23981811
AA_100.0_10-Jan-2001_19:08,0.10423182,0.3142538,0.58151436
AA_100.0_10-Jan-2001_19:39,0.3166466,0.12539007,0.55796325
AA_100.0_10-Jan-2001_20:10,0.04755787,0.1796638,0.77277833
AA_100.0_10-Jan-2001_20:33,0.28257537,0.32796884,0.38945583
AA_100.0_10-Jan-2001_20:55,0.4191264,0.31503063,0.26584294
AA_100.0_10-Jan-2001_21:17,0.08618227,0.11633903,0.79747874
AA_100.0_10-Jan-2001_21:42,0.23160477,0.6031479,0.16524725
AA_100.0_10-Jan-2001_22:04,0.12464669,0.39658245,0.47877082
AA_100.0_10-Jan-2001_22:27,0.743111,0.080490656,0.17639838
AA_100.0_10-Jan-2001_22:52,0.62764347,0.21470161,0.15765488
AA_100.0_10-Jan-2001_23:16,0.4078135,0.36399898,0.22818749
AA_100.0_10-Jan-2001_23:40,0.6160825,0.18631871,0.19759879
AA_100.0_11-Jan-2001_00:04,0.38306203,0.20164287,0.4152951
AA_100.0_11-Jan-2001_00:27,0.6700003,0.06889943,0.2611002
AA_100.0_11-Jan-2001_00:51,0.24693999,0.4627342,0.2903258
AA_100.0_11-Jan-2001_01:14,0.5118522,0.3000948,0.18805291
AA_100.0_11-Jan-2001_01:39,0.73463875,0.08169575,0.18366548
AA_100.0_11-Jan-2001_02:04,0.6784183,0.09592898,0.22565268
AA_100.0_11-Jan-2001_02:33,0.51185536,0.30009335,0.18805128
AA_100.0_11-Jan-2001_02:56,0.58449835,0.25543246,0.16006918
AA_100.0_11-Jan-2001_03:19,0.7218308,0.09534618,0.18282303
AA_100.0_11-Jan-2001_03:42,0.66345227,0.11528056,0.2212672
AA_100.0_11-Jan-2001_04:05,0.5877898,0.116208516,0.29600176
AA_100.0_11-Jan-2001_04:28,0.57375556,0.14579247,0.28045198
AA_100.0_11-Jan-2001_04:52,0.7218473,0.09534552,0.18280716
AA_100.0_11-Jan-2001_05:17,0.4077618,0.3640009,0.22823729
