Segment_ID,K3_MC0,K3_MC1,K3_MC2
AA_477.0_06-Jan-2009_12:06,0.040259857,0.38466594,0.57507414
AA_477.0_06-Jan-2009_12:29,0.13094987,0.17083597,0.6982142
AA_477.0_06-Jan-2009_12:52,0.108823955,0.24481297,0.646363
AA_477.0_06-Jan-2009_13:15,0.10707325,0.08704992,0.8058768
AA_477.0_06-Jan-2009_13:39,0.065308794,0.2620502,0.67264104
AA_477.0_06-Jan-2009_14:02,0.021573773,0.6793806,0.29904565
AA_477.0_06-Jan-2009_14:25,0.012946557,0.22563624,0.7614172
AA_477.0_06-Jan-2009_14:48,0.010252672,0.33470115,0.6550462
AA_477.0_06-Jan-2009_15:12,0.106536366,0.2795078,0.61395586
AA_477.0_06-Jan-2009_15:37,0.029505847,0.1004343,0.8700599
AA_477.0_06-Jan-2009_16:09,0.020149805,0.20446403,0.77538615
AA_477.0_06-Jan-2009_16:55,0.04494386,0.33654317,0.618513
AA_478.0_06-Jan-2009_17:32,0.028349973,0.49162892,0.48002115
AA_478.0_06-Jan-2009_18:03,0.008096896,0.198209,0.7936941
AA_478.0_06-Jan-2009_18:34,0.0077243857,0.45077696,0.5414986
AA_478.0_06-Jan-2009_19:04,0.014419436,0.5573795,0.4282011
AA_478.0_06-Jan-2009_19:31,0.017787445,0.5350433,0.44716924
AA_478.0_06-Jan-2009_19:56,0.02392594,0.6792752,0.29679883
AA_478.0_06-Jan-2009_20:22,0.022188341,0.5657452,0.41206646
AA_478.0_06-Jan-2009_20:48,0.12313129,0.31954408,0.5573246
AA_478.0_06-Jan-2009_21:14,0.23740973,0.16156988,0.60102046
AA_478.0_06-Jan-2009_21:39,0.2067312,0.31572458,0.4775442
AA_478.0_06-Jan-2009_22:07,0.0259642,0.14899811,0.8250377
AA_478.0_06-Jan-2009_22:37,0.16249162,0.3896881,0.44782028
AA_478.0_06-Jan-2009_23:05,0.04298451,0.17695077,0.7800647
AA_478.0_06-Jan-2009_23:31,0.043862555,0.47937793,0.47675955
AA_478.0_06-Jan-2009_23:57,0.40585768,0.03799776,0.5561446
AA_478.0_07-Jan-2009_00:23,0.6274987,0.22577614,0.1467252
AA_478.0_07-Jan-2009_00:49,0.37283656,0.044696935,0.5824665
AA_478.0_07-Jan-2009_01:15,0.45089188,0.09230417,0.45680395
AA_478.0_07-Jan-2009_01:40,0.24814911,0.46852246,0.28332838
AA_478.0_07-Jan-2009_02:08,0.3777661,0.119729005,0.5025049
AA_478.0_07-Jan-2009_02:35,0.2117634,0.07659145,0.7116452
AA_478.0_07-Jan-2009_02:57,0.13535662,0.25445288,0.6101905
AA_478.0_07-Jan-2009_03:19,0.44889924,0.32763258,0.2234681
AA_478.0_07-Jan-2009_03:41,0.54204506,0.19282565,0.2651293
AA_478.0_07-Jan-2009_04:03,0.45931533,0.28470904,0.25597563
AA_478.0_07-Jan-2009_04:24,0.27688485,0.10560213,0.617513
AA_478.0_07-Jan-2009_04:47,0.2769692,0.10560291,0.6174279
AA_478.0_07-Jan-2009_05:09,0.05623439,0.38633347,0.5574321
AA_478.0_07-Jan-2009_05:31,0.08038596,0.12864496,0.790969
AA_478.0_07-Jan-2009_05:52,0.09885681,0.719463,0.18168016
AA_478.0_07-Jan-2009_06:13,0.2504345,0.46592942,0.28363612
AA_478.0_07-Jan-2009_06:35,0.14949629,0.62682676,0.22367698
AA_478.0_07-Jan-2009_06:56,0.051792666,0.81808347,0.13012387
AA_478.0_07-Jan-2009_07:17,0.14724776,0.62859964,0.22415261
AA_478.0_07-Jan-2009_07:39,0.10069327,0.5518537,0.34745297
AA_478.0_07-Jan-2009_08:00,0.07189423,0.56315756,0.36494818
AA_478.0_07-Jan-2009_08:22,0.09137158,0.4386767,0.4699517
AA_478.0_07-Jan-2009_08:44,0.058327828,0.3223708,0.6193014
AA_478.0_07-Jan-2009_09:06,0.07968888,0.5379793,0.38233188
AA_478.0_07-Jan-2009_09:28,0.080847315,0.36652267,0.55263007
AA_478.0_07-Jan-2009_09:50,0.040849507,0.42169797,0.5374526
AA_478.0_07-Jan-2009_10:13,0.036026407,0.7397049,0.22426872
AA_478.0_07-Jan-2009_10:35,0.10200929,0.500531,0.39745966
AA_478.0_07-Jan-2009_10:57,0.051636543,0.79233295,0.15603052
AA_478.0_07-Jan-2009_11:19,0.022997966,0.92124057,0.0557614
AA_478.0_07-Jan-2009_11:41,0.14961585,0.62674,0.22364415
AA_478.0_07-Jan-2009_12:03,0.044512987,0.2976043,0.6578827
AA_478.0_07-Jan-2009_12:25,0.28947297,0.18296646,0.52756053
AA_478.0_07-Jan-2009_12:47,0.016799688,0.22539693,0.7578034
AA_478.0_07-Jan-2009_13:09,0.003959896,0.21331634,0.7827238
AA_478.0_07-Jan-2009_13:34,0.0050171562,0.17171566,0.8232671
AA_478.0_07-Jan-2009_14:06,0.00605028,0.05841995,0.93552977
AA_478.0_07-Jan-2009_14:38,0.0059142346,0.08151868,0.912567
AA_478.0_07-Jan-2009_15:11,0.0053341133,0.022305219,0.9723607
AA_478.0_07-Jan-2009_15:44,0.0059792376,0.0499784,0.9440423
AA_478.0_07-Jan-2009_16:16,0.01031964,0.007538226,0.9821421
AA_478.0_07-Jan-2009_16:48,0.003507248,0.0054905396,0.9910022
AA_478.0_07-Jan-2009_17:20,0.0031241574,0.0055212034,0.9913546
AA_478.0_07-Jan-2009_17:52,0.00364684,0.005365523,0.9909876
AA_478.0_07-Jan-2009_18:24,0.005625323,0.025604358,0.9687703
AA_478.0_07-Jan-2009_18:56,0.005951279,0.053971082,0.9400776
AA_478.0_07-Jan-2009_19:28,0.0036965653,0.10443089,0.8918725
AA_478.0_07-Jan-2009_20:00,0.0063478025,0.07641993,0.9172323
AA_478.0_07-Jan-2009_20:24,0.0054654456,0.1532783,0.8412562
AA_478.0_07-Jan-2009_20:46,0.0041474374,0.23227848,0.76357406
AA_478.0_07-Jan-2009_21:08,0.004216449,0.2743191,0.7214645
AA_478.0_07-Jan-2009_21:30,0.0040178895,0.30886108,0.68712103
AA_478.0_07-Jan-2009_21:53,0.0031777457,0.18906543,0.80775684
AA_478.0_07-Jan-2009_22:16,0.0039595594,0.30571118,0.6903293
AA_478.0_07-Jan-2009_22:39,0.0038502484,0.15029734,0.84585243
AA_478.0_07-Jan-2009_23:02,0.006005024,0.27245894,0.72153604
AA_478.0_07-Jan-2009_23:25,0.006703086,0.31081638,0.6824806
AA_478.0_07-Jan-2009_23:48,0.008802924,0.327238,0.663959
AA_478.0_08-Jan-2009_00:11,0.0038263772,0.10015485,0.8960188
AA_478.0_08-Jan-2009_00:33,0.004602091,0.14237751,0.85302037
AA_478.0_08-Jan-2009_00:54,0.0033648578,0.34972072,0.6469144
AA_478.0_08-Jan-2009_01:16,0.004082232,0.34769803,0.6482197
AA_478.0_08-Jan-2009_01:38,0.003687179,0.37759647,0.61871636
AA_478.0_08-Jan-2009_02:00,0.0044240677,0.17295255,0.82262343
AA_478.0_08-Jan-2009_02:22,0.0036366023,0.15094723,0.8454161
AA_478.0_08-Jan-2009_02:45,0.004358384,0.23443739,0.7612042
AA_478.0_08-Jan-2009_03:07,0.003940974,0.33778474,0.65827435
AA_478.0_08-Jan-2009_03:29,0.0030393093,0.4528124,0.5441483
AA_478.0_08-Jan-2009_03:50,0.0034677791,0.49638334,0.50014883
AA_478.0_08-Jan-2009_04:12,0.004074348,0.19869812,0.7972275
AA_478.0_08-Jan-2009_04:35,0.004036438,0.25162974,0.7443338
AA_478.0_08-Jan-2009_04:57,0.0030428278,0.27655613,0.7204011
AA_478.0_08-Jan-2009_05:19,0.0033670603,0.44690672,0.54972625
AA_478.0_08-Jan-2009_05:41,0.007003511,0.47615254,0.5168439
AA_478.0_08-Jan-2009_05:59,0.004343556,0.27182853,0.72382796
AA_479.0_08-Jan-2009_06:27,0.007594748,0.4507468,0.5416584
AA_479.0_08-Jan-2009_06:49,0.0034380923,0.43765685,0.5589051
AA_479.0_08-Jan-2009_07:11,0.0029614107,0.37269157,0.624347
AA_479.0_08-Jan-2009_07:33,0.00628198,0.63486665,0.35885134
AA_479.0_08-Jan-2009_07:55,0.0027765988,0.47772756,0.5194958
AA_479.0_08-Jan-2009_08:17,0.0038366343,0.38120943,0.6149539
AA_479.0_08-Jan-2009_08:39,0.0032468692,0.17858157,0.81817156
AA_479.0_08-Jan-2009_09:01,0.0047287093,0.46327892,0.5319924
AA_479.0_08-Jan-2009_09:23,0.004811314,0.49479067,0.5003979
AA_479.0_08-Jan-2009_09:45,0.0058629913,0.5210382,0.47309875
AA_479.0_08-Jan-2009_10:07,0.005887696,0.4403763,0.553736
AA_479.0_08-Jan-2009_10:29,0.0074751414,0.448748,0.54377687
AA_479.0_08-Jan-2009_10:51,0.00809325,0.48047328,0.5114335
AA_479.0_08-Jan-2009_11:13,0.0068757744,0.42491078,0.56821346
AA_479.0_08-Jan-2009_11:35,0.0064597954,0.28530678,0.7082334
AA_479.0_08-Jan-2009_11:56,0.006584299,0.6298018,0.3636139
AA_479.0_08-Jan-2009_12:18,0.007484627,0.51024616,0.48226917
AA_479.0_08-Jan-2009_12:40,0.0062326198,0.52670187,0.46706554
AA_479.0_08-Jan-2009_13:02,0.0062441053,0.4146877,0.5790682
AA_479.0_08-Jan-2009_13:24,0.005607466,0.5429755,0.4514171
AA_479.0_08-Jan-2009_13:46,0.009079435,0.43369004,0.5572305
AA_479.0_08-Jan-2009_14:07,0.0051253326,0.5351136,0.45976108
AA_479.0_08-Jan-2009_14:29,0.0065715173,0.401953,0.5914754
AA_479.0_08-Jan-2009_14:51,0.0060100337,0.318156,0.675834
AA_479.0_08-Jan-2009_15:13,0.0054838047,0.374022,0.6204942
AA_479.0_08-Jan-2009_15:35,0.005993519,0.42367333,0.5703332
AA_479.0_08-Jan-2009_15:57,0.006436943,0.25528678,0.7382763
AA_479.0_08-Jan-2009_16:19,0.004775156,0.1984454,0.79677945
AA_479.0_08-Jan-2009_16:41,0.0057932045,0.4391983,0.5550085
AA_479.0_08-Jan-2009_17:03,0.0053221798,0.40858874,0.5860891
AA_479.0_08-Jan-2009_17:26,0.0069571515,0.50468266,0.48836017
AA_479.0_08-Jan-2009_17:49,0.018683247,0.33335495,0.64796185
AA_479.0_08-Jan-2009_18:11,0.0056304527,0.23005198,0.7643175
AA_479.0_08-Jan-2009_18:33,0.004770788,0.33470625,0.660523
AA_479.0_08-Jan-2009_18:55,0.0032321005,0.22426412,0.7725038
AA_479.0_08-Jan-2009_19:17,0.0025412892,0.29667723,0.7007815
AA_479.0_08-Jan-2009_19:39,0.0018798417,0.35887212,0.639248
AA_479.0_08-Jan-2009_20:01,0.0018931606,0.2881775,0.70992935
AA_479.0_08-Jan-2009_20:23,0.0022290589,0.37045544,0.6273155
AA_479.0_08-Jan-2009_20:45,0.002434943,0.41928396,0.5782811
AA_479.0_08-Jan-2009_21:07,0.0035202925,0.4097953,0.5866844
AA_479.0_08-Jan-2009_21:30,0.0033557606,0.38996837,0.6066759
AA_479.0_08-Jan-2009_21:52,0.0030224957,0.26679337,0.73018414
AA_479.0_08-Jan-2009_22:14,0.0023055784,0.4347315,0.5629629
AA_479.0_08-Jan-2009_22:36,0.0024642292,0.4215204,0.5760154
AA_479.0_08-Jan-2009_22:57,0.0038856268,0.45553556,0.5405788
AA_479.0_08-Jan-2009_23:40,0.001145101,0.7543162,0.24453864
AA_481.0_09-Jan-2009_00:40,0.05004258,0.4449514,0.50500596
AA_481.0_09-Jan-2009_01:03,0.00431842,0.66189283,0.33378872
AA_481.0_09-Jan-2009_01:25,0.0037517184,0.6335653,0.36268303
AA_481.0_09-Jan-2009_01:48,0.003639099,0.60349786,0.39286307
AA_481.0_09-Jan-2009_02:10,0.003085292,0.63853604,0.35837868
AA_481.0_09-Jan-2009_02:32,0.0036522069,0.53765506,0.45869273
AA_481.0_09-Jan-2009_02:54,0.0030868398,0.39719474,0.5997184
AA_481.0_09-Jan-2009_03:17,0.0032538672,0.3472011,0.649545
AA_481.0_09-Jan-2009_03:51,0.0038365372,0.45317653,0.5429869
AA_481.0_09-Jan-2009_04:13,0.0032580586,0.45390448,0.54283744
AA_481.0_09-Jan-2009_04:35,0.0034908175,0.4188614,0.5776478
AA_481.0_09-Jan-2009_04:57,0.00405844,0.50366944,0.4922721
AA_481.0_09-Jan-2009_05:18,0.0040417244,0.38873154,0.6072267
AA_481.0_09-Jan-2009_05:40,0.0053908452,0.31114295,0.68346614
AA_481.0_09-Jan-2009_06:02,0.006006409,0.6464723,0.34752133
AA_481.0_09-Jan-2009_06:24,0.0063883993,0.58293337,0.41067824
AA_481.0_09-Jan-2009_06:46,0.009788323,0.5861584,0.40405333
AA_481.0_09-Jan-2009_07:09,0.009229234,0.57083595,0.4199349
AA_481.0_09-Jan-2009_07:31,0.0110351555,0.4219731,0.56699175
AA_481.0_09-Jan-2009_07:53,0.012458864,0.43566826,0.5518729
AA_481.0_09-Jan-2009_08:16,0.030942228,0.5875297,0.381528
AA_481.0_09-Jan-2009_08:38,0.22815003,0.09514168,0.6767083
AA_481.0_09-Jan-2009_09:00,0.022757253,0.39169192,0.5855508
AA_481.0_09-Jan-2009_09:23,0.024187332,0.25809386,0.7177188
AA_481.0_09-Jan-2009_09:45,0.4549354,0.19523455,0.34983006
AA_481.0_09-Jan-2009_10:08,0.45510462,0.124254614,0.42064083
AA_481.0_09-Jan-2009_10:31,0.03295701,0.28418615,0.68285686
AA_481.0_09-Jan-2009_10:54,0.049286876,0.074583076,0.87613004
AA_481.0_09-Jan-2009_11:16,0.044122085,0.19605793,0.75982
AA_481.0_09-Jan-2009_11:39,0.056185067,0.11108425,0.83273065
AA_481.0_09-Jan-2009_12:01,0.06737756,0.59335774,0.3392647
AA_481.0_09-Jan-2009_12:24,0.04388954,0.55679965,0.39931077
AA_481.0_09-Jan-2009_12:47,0.036825333,0.45420355,0.5089711
AA_481.0_09-Jan-2009_13:09,0.03974333,0.55452996,0.40572673
AA_481.0_09-Jan-2009_13:32,0.03650594,0.36089256,0.6026015
AA_481.0_09-Jan-2009_13:54,0.04412014,0.65119255,0.30468738
AA_481.0_09-Jan-2009_14:17,0.5151281,0.35427028,0.13060169
AA_481.0_09-Jan-2009_14:40,0.698513,0.03199149,0.26949555
AA_481.0_09-Jan-2009_15:03,0.74638665,0.19737017,0.056243196
AA_481.0_09-Jan-2009_15:26,0.49561116,0.092965014,0.41142386
AA_481.0_09-Jan-2009_15:49,0.75423515,0.17293985,0.07282502
AA_481.0_09-Jan-2009_16:12,0.495676,0.092988715,0.4113353
AA_481.0_09-Jan-2009_16:34,0.2769145,0.10560219,0.6174833
AA_481.0_09-Jan-2009_16:57,0.14906947,0.36147162,0.48945886
AA_481.0_09-Jan-2009_17:20,0.6190776,0.16650112,0.21442121
AA_481.0_09-Jan-2009_17:43,0.05010889,0.5036699,0.4462212
AA_481.0_09-Jan-2009_18:05,0.16030805,0.32692972,0.51276225
AA_481.0_09-Jan-2009_18:34,0.123390794,0.5305774,0.34603176
AA_481.0_09-Jan-2009_19:00,0.049890243,0.37825173,0.5718581
AA_481.0_09-Jan-2009_19:23,0.2538396,0.20434691,0.54181343
AA_481.0_09-Jan-2009_19:45,0.21438783,0.21846996,0.56714225
AA_481.0_09-Jan-2009_20:07,0.2378521,0.4136136,0.3485343
AA_481.0_09-Jan-2009_20:29,0.087971464,0.31847662,0.59355193
AA_481.0_09-Jan-2009_20:51,0.10324167,0.39637652,0.5003818
AA_481.0_09-Jan-2009_21:13,0.10196077,0.1521913,0.74584794
AA_481.0_09-Jan-2009_21:35,0.1397608,0.18536893,0.6748703
AA_481.0_09-Jan-2009_21:57,0.10196117,0.15222539,0.7458135
AA_481.0_09-Jan-2009_22:20,0.100537255,0.55179834,0.34766445
AA_481.0_09-Jan-2009_22:42,0.68308675,0.07874626,0.23816702
AA_481.0_09-Jan-2009_23:05,0.06774433,0.4235254,0.5087303
AA_481.0_09-Jan-2009_23:28,0.13676596,0.5407413,0.32249275
AA_481.0_09-Jan-2009_23:51,0.10066187,0.6616172,0.23772095
AA_481.0_10-Jan-2009_00:14,0.5845099,0.25542903,0.16006102
AA_481.0_10-Jan-2009_00:37,0.6464088,0.21739876,0.13619247
AA_481.0_10-Jan-2009_01:00,0.5470106,0.3322329,0.12075648
AA_481.0_10-Jan-2009_01:24,0.69769037,0.18531317,0.11699648
AA_481.0_10-Jan-2009_01:47,0.5184864,0.38318446,0.09832914
AA_481.0_10-Jan-2009_02:10,0.5737298,0.14579467,0.28047553
AA_481.0_10-Jan-2009_02:33,0.41317582,0.36387485,0.22294934
AA_481.0_10-Jan-2009_02:56,0.13975699,0.18536891,0.67487407
AA_481.0_10-Jan-2009_03:18,0.6634489,0.115280785,0.22127032
AA_481.0_10-Jan-2009_03:41,0.6869705,0.11022479,0.20280473
AA_481.0_10-Jan-2009_04:03,0.724045,0.16706502,0.10888995
AA_481.0_10-Jan-2009_04:25,0.7240436,0.1670647,0.108891696
AA_481.0_10-Jan-2009_04:47,0.68568134,0.19102867,0.12328992
AA_481.0_10-Jan-2009_05:09,0.61614525,0.13660444,0.24725033
AA_481.0_10-Jan-2009_05:30,0.78566164,0.07634136,0.13799699
AA_481.0_10-Jan-2009_05:52,0.5229292,0.10814676,0.36892408
AA_481.0_10-Jan-2009_06:14,0.48769927,0.3117265,0.20057423
AA_481.0_10-Jan-2009_06:36,0.13649733,0.53529876,0.32820392
AA_481.0_10-Jan-2009_06:58,0.2122215,0.28832948,0.49944904
AA_481.0_10-Jan-2009_07:19,0.24681835,0.46280065,0.29038104
AA_481.0_10-Jan-2009_07:41,0.5977799,0.14068063,0.26153946
AA_481.0_10-Jan-2009_08:02,0.10196122,0.1522293,0.7458095
AA_481.0_10-Jan-2009_08:24,0.4786057,0.18538478,0.3360095
AA_481.0_10-Jan-2009_08:45,0.35235706,0.3939048,0.25373816
AA_481.0_10-Jan-2009_09:06,0.2122215,0.28832948,0.49944904
AA_481.0_10-Jan-2009_09:27,0.102904774,0.3839989,0.51309633
AA_481.0_10-Jan-2009_09:48,0.10196025,0.15214728,0.74589247
AA_481.0_10-Jan-2009_10:10,0.1397586,0.18536893,0.6748725
AA_481.0_10-Jan-2009_10:31,0.24387594,0.14527673,0.61084735
AA_481.0_10-Jan-2009_10:52,0.10324426,0.39637655,0.5003792
AA_481.0_10-Jan-2009_11:08,0.84248894,0.0937319,0.06377917
UM_482.0_09-Jan-2009_18:23,0.08284756,0.22691925,0.6902332
UM_482.0_09-Jan-2009_18:43,0.08283849,0.33691797,0.5802435
UM_482.0_09-Jan-2009_19:03,0.037938092,0.2798032,0.68225867
UM_482.0_09-Jan-2009_19:23,0.11817894,0.36209866,0.5197224
UM_482.0_09-Jan-2009_19:44,0.0677883,0.42923638,0.5029753
UM_482.0_09-Jan-2009_20:04,0.34006062,0.1276953,0.5322441
UM_482.0_09-Jan-2009_20:24,0.1848177,0.14340219,0.67178005
UM_482.0_09-Jan-2009_20:44,0.070387326,0.20462519,0.7249875
UM_482.0_09-Jan-2009_21:05,0.1169314,0.3291258,0.5539428
UM_482.0_09-Jan-2009_21:25,0.30943504,0.23465975,0.4559052
UM_482.0_09-Jan-2009_21:45,0.21698764,0.27152646,0.5114859
UM_482.0_09-Jan-2009_22:05,0.14720045,0.25414097,0.5986586
UM_482.0_09-Jan-2009_22:25,0.27368107,0.2200619,0.50625706
UM_482.0_09-Jan-2009_22:45,0.33923152,0.21290068,0.44786778
UM_482.0_09-Jan-2009_23:05,0.27442715,0.17040758,0.55516535
UM_482.0_09-Jan-2009_23:25,0.18103456,0.1845907,0.63437474
UM_482.0_09-Jan-2009_23:45,0.24358788,0.12833482,0.62807727
UM_482.0_10-Jan-2009_00:04,0.37155136,0.10532704,0.5231216
UM_482.0_10-Jan-2009_00:23,0.47289705,0.12838519,0.39871776
UM_482.0_10-Jan-2009_00:43,0.44127044,0.1463311,0.41239846
UM_482.0_10-Jan-2009_01:02,0.51741856,0.1884364,0.29414502
UM_482.0_10-Jan-2009_01:21,0.24162482,0.3225795,0.4357956
UM_482.0_10-Jan-2009_01:40,0.31256777,0.28332132,0.4041109
UM_482.0_10-Jan-2009_01:59,0.19475985,0.3445498,0.46069035
UM_482.0_10-Jan-2009_02:18,0.1844042,0.3527226,0.4628732
UM_482.0_10-Jan-2009_02:37,0.09578919,0.4334452,0.47076565
UM_482.0_10-Jan-2009_02:56,0.090992875,0.47125143,0.43775573
UM_482.0_10-Jan-2009_03:15,0.061920185,0.65689945,0.28118035
UM_482.0_10-Jan-2009_03:34,0.0087629575,0.5104679,0.48076913
UM_482.0_10-Jan-2009_03:53,0.023610845,0.5749823,0.4014068
UM_482.0_10-Jan-2009_04:12,0.0061157164,0.6485827,0.3453017
UM_482.0_10-Jan-2009_04:31,0.033700857,0.6428414,0.32345772
UM_482.0_10-Jan-2009_04:50,0.0044997097,0.7160597,0.27944064
UM_482.0_10-Jan-2009_05:09,0.0043722857,0.5074112,0.48821658
UM_482.0_10-Jan-2009_05:28,0.0036596362,0.5024567,0.49388358
UM_482.0_10-Jan-2009_05:47,0.0044376655,0.61145025,0.38411212
UM_482.0_10-Jan-2009_06:06,0.0059470674,0.514287,0.47976586
UM_482.0_10-Jan-2009_06:26,0.0031959475,0.5017526,0.49505144
UM_482.0_10-Jan-2009_06:45,0.0056589604,0.42511952,0.5692215
UM_482.0_10-Jan-2009_07:03,0.023115905,0.6574951,0.31938902
UM_482.0_10-Jan-2009_07:22,0.005458988,0.46445227,0.5300888
UM_482.0_10-Jan-2009_07:41,0.0033467568,0.4677948,0.5288585
UM_482.0_10-Jan-2009_07:59,0.0067458665,0.6086953,0.38455877
UM_482.0_10-Jan-2009_08:18,0.03254417,0.83003235,0.13742346
UM_482.0_10-Jan-2009_08:37,0.008354248,0.6527661,0.33887964
UM_482.0_10-Jan-2009_08:55,0.010618182,0.7316522,0.25772962
UM_482.0_10-Jan-2009_09:14,0.008151841,0.9593454,0.032502763
UM_482.0_10-Jan-2009_09:32,0.0084513305,0.8076348,0.18391387
UM_482.0_10-Jan-2009_09:50,0.0042572,0.7096149,0.286128
UM_482.0_10-Jan-2009_10:08,0.02074101,0.854963,0.12429604
UM_482.0_10-Jan-2009_10:26,0.0032234953,0.74276334,0.25401315
UM_482.0_10-Jan-2009_10:43,0.0026172667,0.734956,0.26242676
UM_482.0_10-Jan-2009_11:00,0.0075452407,0.8237218,0.16873299
UM_482.0_10-Jan-2009_11:18,0.002557988,0.7225164,0.27492562
UM_482.0_10-Jan-2009_11:35,0.0028683632,0.7590994,0.23803228
UM_482.0_10-Jan-2009_11:52,0.0038620606,0.6873931,0.30874485
UM_482.0_10-Jan-2009_12:09,0.0023500696,0.5382168,0.45943305
UM_482.0_10-Jan-2009_12:26,0.0016338124,0.5622246,0.43614155
UM_482.0_10-Jan-2009_12:43,0.0022758865,0.6537921,0.3439321
UM_482.0_10-Jan-2009_13:00,0.0025336486,0.5537202,0.4437462
UM_482.0_10-Jan-2009_13:18,0.0020586825,0.7087579,0.28918344
UM_482.0_10-Jan-2009_13:37,0.0022059495,0.58953947,0.40825462
UM_482.0_10-Jan-2009_14:05,0.0046745064,0.7285753,0.26675025
AA_483.0_10-Jan-2009_11:34,0.13643849,0.23032261,0.6332389
AA_483.0_10-Jan-2009_11:55,0.07978802,0.43669894,0.48351306
AA_483.0_10-Jan-2009_12:16,0.36393824,0.1366036,0.49945816
AA_483.0_10-Jan-2009_12:38,0.13974372,0.18536893,0.6748873
AA_483.0_10-Jan-2009_12:59,0.10345562,0.13659257,0.7599518
AA_483.0_10-Jan-2009_13:21,0.1397522,0.18536891,0.6748789
AA_483.0_10-Jan-2009_13:42,0.45160142,0.22669509,0.32170352
AA_483.0_10-Jan-2009_14:04,0.6542934,0.07952516,0.26618138
AA_483.0_10-Jan-2009_14:25,0.7683757,0.08015077,0.15147346
AA_483.0_10-Jan-2009_14:47,0.47860828,0.18538478,0.33600694
AA_483.0_10-Jan-2009_15:08,0.5920162,0.25158086,0.15640292
AA_483.0_10-Jan-2009_15:30,0.7218483,0.09534536,0.18280634
AA_483.0_10-Jan-2009_15:52,0.54473656,0.2801561,0.17510734
AA_483.0_10-Jan-2009_16:13,0.59778035,0.14068079,0.26153886
AA_483.0_10-Jan-2009_16:36,0.30242553,0.5520723,0.14550215
AA_483.0_10-Jan-2009_16:57,0.4708542,0.36419702,0.16494884
AA_483.0_10-Jan-2009_17:20,0.24091798,0.43001482,0.32906723
AA_483.0_10-Jan-2009_17:42,0.23083533,0.25639346,0.5127711
AA_483.0_10-Jan-2009_18:05,0.35394645,0.31037477,0.33567882
AA_483.0_10-Jan-2009_18:35,0.31776989,0.16679738,0.51543266
AA_483.0_10-Jan-2009_19:06,0.079686575,0.5926973,0.32761607
AA_483.0_10-Jan-2009_19:38,0.13976389,0.18536893,0.6748672
AA_483.0_10-Jan-2009_20:09,0.08042496,0.12023406,0.79934096
AA_483.0_10-Jan-2009_20:40,0.06741413,0.2715128,0.661073
AA_483.0_10-Jan-2009_21:11,0.24883848,0.22959487,0.5215666
AA_483.0_10-Jan-2009_21:43,0.2122215,0.28832948,0.49944904
AA_483.0_10-Jan-2009_22:16,0.29100737,0.31144655,0.3975461
AA_483.0_10-Jan-2009_22:43,0.08210808,0.31210482,0.6057871
AA_483.0_10-Jan-2009_23:06,0.0869141,0.11039419,0.8026917
AA_483.0_10-Jan-2009_23:29,0.08126852,0.06219159,0.85653985
AA_483.0_10-Jan-2009_23:52,0.092623845,0.087044924,0.8203313
AA_483.0_11-Jan-2009_00:14,0.12412654,0.13903967,0.7368338
AA_483.0_11-Jan-2009_00:37,0.057252582,0.084047325,0.8587001
AA_483.0_11-Jan-2009_00:59,0.47812438,0.068748005,0.45312765
AA_483.0_11-Jan-2009_01:22,0.084985845,0.11725695,0.7977572
AA_483.0_11-Jan-2009_01:44,0.15733992,0.08547817,0.75718194
AA_483.0_11-Jan-2009_02:07,0.08206749,0.108138055,0.8097944
AA_483.0_11-Jan-2009_02:31,0.1019613,0.15223719,0.7458015
AA_483.0_11-Jan-2009_02:54,0.2122215,0.28832948,0.49944904
AA_483.0_11-Jan-2009_03:17,0.10196131,0.15223767,0.74580103
AA_483.0_11-Jan-2009_03:40,0.10483434,0.10124181,0.79392385
AA_483.0_11-Jan-2009_04:02,0.05725259,0.084047824,0.8586996
AA_483.0_11-Jan-2009_04:25,0.1019612,0.15222894,0.74580985
AA_483.0_11-Jan-2009_04:48,0.08119915,0.11625072,0.8025502
AA_483.0_11-Jan-2009_05:11,0.31031197,0.06431252,0.6253755
AA_483.0_11-Jan-2009_05:34,0.05778198,0.080344945,0.8618731
AA_483.0_11-Jan-2009_05:58,0.049304415,0.07876175,0.8719338
AA_483.0_11-Jan-2009_06:21,0.33117962,0.11915973,0.5496607
AA_483.0_11-Jan-2009_06:44,0.26213792,0.0665747,0.67128736
AA_483.0_11-Jan-2009_07:08,0.10053724,0.18372035,0.7157424
AA_483.0_11-Jan-2009_07:31,0.08038595,0.12864052,0.7909735
AA_483.0_11-Jan-2009_07:55,0.044010665,0.06899886,0.8869905
AA_483.0_11-Jan-2009_08:19,0.056907322,0.086003065,0.8570896
AA_483.0_11-Jan-2009_08:42,0.091838345,0.09381316,0.81434846
AA_483.0_11-Jan-2009_09:06,0.09299826,0.33930185,0.56769985
AA_483.0_11-Jan-2009_09:29,0.10053723,0.18377957,0.71568316
AA_483.0_11-Jan-2009_09:52,0.36402518,0.13660358,0.4993713
AA_483.0_11-Jan-2009_10:15,0.25904164,0.11959757,0.6213608
AA_483.0_11-Jan-2009_10:38,0.36401042,0.13660358,0.49938595
AA_483.0_11-Jan-2009_10:57,0.8091308,0.050102636,0.14076656
UM_484.0_10-Jan-2009_14:33,0.0020712507,0.4172336,0.58069515
