component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Egg mass,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Metridia sp.,Oikopleura sp.,Oithona similis,Ostracoda indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F5,Tomopteris sp.
component_1,0.011536470758582185,0.002205908466256028,4.444271731232732e-05,0.0,0.0,0.0,0.01833203676301216,0.14096969322047412,3.598983802060873e-05,0.00015727478686008674,0.3042988889995709,0.004631122542699571,0.0004281556067398228,0.0,0.00026817595063587796,0.5106169193677177,0.0,0.00016905509766009056,0.005739289711185752,0.0004791387437908099,0.0,0.0,8.74374294818866e-05,0.0
component_2,0.020735851145310773,0.003085681618996078,0.00013383788520079478,0.15488208665044642,0.04162761657546879,0.17812457505193047,0.0,0.376951058085084,0.0,0.0,0.12763031286914772,0.0,0.0,0.00225191092158917,0.0,0.08207792832007244,0.001596029898131045,0.0006403244242019597,0.0,0.005742526858498061,0.0024964420667048584,0.001599939997967843,0.00022948250521589775,0.00019439512603377119
