component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clione limacina antarctica,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Egg indet,Egg mass,Eukrohnia hamata,Euphausia frigida,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini calyptopis,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Haloptilus oxycephalus,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Pelagobia longicirrata,Pisces larvae,Pseudosagitta gazellae,Pseudosagitta sp.,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Solmundella bitentaculata,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Tomopteris carpenteri,Tomopteris sp.,Travisiopsis sp.,Vibilia sp.
component_1,0.45122936325998025,0.031462552801841036,0.012139023738326272,0.0030995203659335262,0.0760371201611706,0.007575745297799305,4.818838784215984e-05,3.9558101887432075e-05,0.014241862698265322,0.0031830591907668205,0.002954224091781368,0.0006095234479821698,0.00013582005801832065,1.7487443944328548e-05,0.00016867740880135282,4.4516442735962765e-05,0.00013644774710903795,0.001991863317478118,6.258061685210691e-05,7.367461177771582e-05,0.0,0.05573455773179991,1.1435017620659236e-05,0.0013548930027961355,0.00047922294529444896,0.0014573036141634873,0.0035785025615176075,0.005763484740866836,0.0,0.014548745311172617,0.25153191439103995,0.0001206000303345817,0.0001285783414274755,0.0030404315607128712,6.540254323079407e-05,3.957962648233822e-05,4.363025001403316e-05,0.015639650303101063,0.007241822750277967,0.009551284762278364,0.00444378205071227,0.0002075403771847322,0.00010761793635160644,5.78128555292548e-05,0.0017783873455398743,0.0017146100597156065,0.010375510950952837,0.0034783344402969482,2.957923080246443e-06,0.0020472822652000955,4.2158650134149815e-05,0.0001621564708778572
component_2,0.053024042796660696,0.0183811705130152,0.006505618393124349,0.002364626027925297,0.0024136679638632644,0.0015639283104921056,5.219016273002802e-06,0.000171004373331709,0.0393319138618149,0.0018837577196735146,0.02080141208587464,0.0009410550960075025,0.0003462496561330359,0.0001443948391753814,8.369433531711274e-05,0.0,0.0,0.0005673208594062,0.0,0.00013853722552356406,0.016782326128440262,0.1414564659479666,0.000580919947377427,0.00028831814571111264,5.7318759221602134e-05,0.0009029192808050383,0.0015323470886827657,0.0,0.000259530490281858,0.020182383814854942,0.6069384032296902,0.0,0.0,0.0,0.0,0.0,0.0,0.04594352012428341,0.0038470101215745695,0.010925171873006834,0.0,4.983574090777304e-06,0.0,0.0,0.0006218340587396427,0.0,0.0005237289081138287,0.00039636508610256825,8.884034744533274e-05,0.0,0.0,0.0
